Lambda_Diff,Distance
3.152,7979.914
1.896,3179.824
1.104,2809.224
1.344,2452.277
1.352,2115.905
1.28,1811.605
2.464,1558.282
0.008,1384.211
0.152,1321.1
0.312,1384.211
1.016,1558.282
3.016,7641.091
2.472,1811.605
1.48,2115.983
2.984,6892.982
2.08,6497.725
2.064,6104.846
2.824,5714.833
2.392,5328.317
1.488,4946.117
2.16,4569.317
1.872,4199.369
2.128,7309.923
1.688,3838.258
1.712,3488.726
1.768,3154.626
1.544,2841.406
1.488,2556.752
1.0,2311.242
2.12,2118.53
0.232,1993.982
0.216,1950.7
1.192,1993.982
2.4,6987.5
1.528,2118.53
2.768,2311.242
2.232,7096.876
2.256,6713.635
2.272,6334.161
2.216,5959.176
1.808,5589.581
1.88,5226.522
1.432,4871.459
1.912,6675.088
1.928,4526.275
1.264,4193.409
1.648,3876.038
1.256,3578.285
1.4,3305.457
0.864,3064.219
0.296,2862.568
2.0,2709.359
0.416,2613.125
0.608,2580.25
1.592,6374.16
0.048,2613.125
1.744,2709.359
2.792,2862.568
1.496,3064.273
1.912,6086.419
1.432,5813.823
1.512,7710.875
1.56,5558.602
1.64,5323.255
1.12,5110.528
1.896,4923.355
1.288,4764.747
1.216,4637.637
2.72,4544.668
1.152,4487.962
1.104,4468.9
1.496,4487.962
1.512,7405.928
0.328,4544.668
1.104,4637.637
0.264,4764.782
2.792,7645.142
2.296,7290.777
2.0,6942.92
2.208,6602.599
1.992,6271.041
1.576,5949.712
1.72,5640.359
1.784,7111.92
2.152,5345.063
1.528,5066.282
1.736,4806.891
1.712,4570.192
1.504,4359.883
1.416,4179.949
1.16,4034.456
2.712,3927.233
0.368,3861.471
0.24,3839.3
1.448,6830.265
1.384,3861.471
0.352,3927.233
1.352,4034.456
0.296,4179.988
2.896,7349.203
2.6,6979.83
2.264,6615.643
2.48,6257.548
2.088,5906.653
1.536,5564.32
1.424,6562.553
2.376,5232.231
1.832,4912.463
1.488,4607.582
1.72,4320.74
1.6,4055.767
1.224,3817.22
1.488,3610.341
1.088,3440.846
2.744,3314.476
1.12,3236.286
0.984,6310.559
0.768,3209.8
1.624,3236.286
0.456,3314.476
0.288,3610.387
2.488,7096.858
2.336,6713.616
2.128,6334.141
2.712,5959.154
2.416,5589.558
0.904,6076.238
2.152,5226.497
2.168,4871.433
2.312,4526.246
1.344,4193.379
1.896,3876.004
1.64,3578.249
1.632,3305.418
1.44,3064.177
0.976,2862.523
2.576,2709.312
1.368,413.2
2.88,826.4
1.96,1239.7
0.856,5115.116
2.192,7058.364
1.448,6647.276
1.68,6236.467
1.512,5825.995
1.4,5415.939
1.664,5006.4
1.064,4597.516
1.096,4189.479
1.12,3782.563
0.928,3377.174
1.456,8348.751
2.488,5164.941
1.152,2973.935
1.24,2573.858
0.392,2178.685
0.344,1791.664
1.2,1419.478
0.408,1077.612
1.144,805.633
0.608,691.6
2.28,805.633
3.096,1077.612
0.288,5246.955
2.432,1419.566
2.688,7147.552
1.792,6741.904
1.44,6337.232
2.216,5933.735
1.392,5531.672
1.112,5131.378
1.424,4733.302
1.328,4338.056
1.272,3946.489
2.464,8325.459
1.208,3559.817
0.416,3179.824
0.656,2809.224
0.664,2452.277
0.592,2115.905
1.776,1811.605
0.68,1558.282
0.84,1384.211
0.376,1321.1
1.704,1384.211
2.328,7979.914
3.16,1558.282
2.168,1811.674
2.296,7290.228
1.392,6892.982
1.376,6497.725
2.136,6104.846
1.704,5714.833
0.8,5328.317
1.472,4946.117
1.184,4569.317
1.44,7641.091
1.0,4199.369
1.024,3838.258
1.08,3488.726
0.856,3154.626
0.8,2841.406
0.312,2556.752
1.432,2311.242
0.456,2118.53
0.904,1993.982
0.504,1950.7
1.712,7309.923
2.216,1993.982
3.456,2118.53
1.544,7483.307
1.568,7096.876
1.584,6713.635
1.528,6334.161
1.12,5959.176
1.192,5589.581
0.744,5226.522
1.224,6987.5
1.24,4871.459
0.576,4526.275
0.96,4193.409
0.568,3876.038
0.712,3578.285
0.176,3305.457
0.392,3064.219
1.312,2862.568
0.272,2709.359
1.296,2613.125
0.904,6675.088
0.64,2580.25
2.432,2613.125
3.48,2709.359
2.184,2862.612
1.224,6374.16
0.744,6086.419
0.824,8025.515
0.872,5813.823
0.952,5558.602
0.432,5323.255
1.208,5110.528
0.6,4923.355
0.528,4764.747
2.032,4637.637
0.464,4544.668
0.416,4487.962
0.808,4468.9
0.824,7710.875
1.016,4487.962
1.792,4544.668
0.424,4637.664
2.104,8005.15
1.608,7645.142
1.312,7290.777
1.52,6942.92
1.304,6602.599
0.888,6271.041
1.032,5949.712
1.096,7405.928
1.464,5640.359
0.84,5345.063
1.048,5066.282
1.024,4806.891
0.816,4570.192
0.728,4359.883
0.472,4179.949
2.024,4034.456
0.32,3927.233
0.448,3861.471
0.76,7111.92
0.696,3839.3
1.04,3861.471
2.04,3927.233
0.984,4034.486
2.208,7723.018
1.912,7349.203
1.576,6979.83
1.792,6615.643
1.4,6257.548
0.848,5906.653
0.736,6830.265
1.688,5564.32
1.144,5232.231
0.8,4912.463
1.032,4607.582
0.912,4320.74
0.536,4055.767
0.8,3817.22
0.4,3610.341
2.056,3440.846
0.432,3314.476
0.296,6562.553
0.08,3236.286
0.936,3209.8
0.232,3236.286
0.976,3440.882
1.8,7483.29
1.648,7096.858
1.44,6713.616
2.024,6334.141
1.728,5959.154
0.216,6310.559
1.464,5589.558
1.48,5226.497
1.624,4871.433
0.656,4526.246
1.208,4193.379
0.952,3876.004
0.944,3578.249
0.752,3305.418
0.288,3064.177
1.888,2862.523
1.512,413.2
0.592,826.5
0.512,5098.4
3.56,7469.686
2.816,7058.364
3.048,6647.276
2.88,6236.467
2.768,5825.995
3.032,5415.939
2.432,5006.4
2.464,4597.516
2.488,4189.479
2.296,3782.563
2.824,8679.624
1.12,5115.116
2.52,3377.174
2.608,2973.935
1.76,2573.858
1.712,2178.685
2.568,1791.664
0.96,1419.478
0.224,1077.612
0.76,805.633
0.912,691.6
1.728,805.633
1.08,5164.957
1.064,1077.689
4.056,7554.019
3.16,7147.552
2.808,6741.904
3.584,6337.232
2.76,5933.735
2.48,5531.672
2.792,5131.378
2.696,4733.302
2.64,4338.056
3.832,8676.921
2.576,3946.489
1.784,3559.817
2.024,3179.824
2.032,2809.224
1.96,2452.277
3.144,2115.905
0.688,1811.605
0.528,1558.282
0.992,1384.211
0.336,1321.1
3.696,8325.459
1.792,1384.211
0.8,1558.335
3.664,7689.156
2.76,7290.228
2.744,6892.982
3.504,6497.725
3.072,6104.846
2.168,5714.833
2.84,5328.317
2.552,4946.117
2.808,7979.914
2.368,4569.317
2.392,4199.369
2.448,3838.258
2.224,3488.726
2.168,3154.626
1.68,2841.406
2.8,2556.752
0.912,2311.242
0.464,2118.53
1.872,1993.982
3.08,7641.091
0.848,1950.7
2.088,1993.982
2.912,7872.457
2.936,7483.307
2.952,7096.876
2.896,6713.635
2.488,6334.161
2.56,5959.176
2.112,5589.581
2.592,7309.923
2.608,5226.522
1.944,4871.459
2.328,4526.275
1.936,4193.409
2.08,3876.038
1.544,3578.285
0.976,3305.457
2.68,3064.219
1.096,2862.568
0.072,2709.359
2.272,6987.5
0.728,2613.125
1.064,2580.25
2.112,2613.125
0.816,2709.39
2.592,6675.088
2.112,6374.16
2.192,8348.751
2.24,6086.419
2.32,5813.823
1.8,5558.602
2.576,5323.255
1.968,5110.528
1.896,4923.355
3.4,4764.747
1.832,4637.637
1.784,4544.668
2.176,4487.962
2.192,8025.515
0.352,4468.9
0.424,4487.962
0.944,4544.686
3.472,8370.073
2.976,8005.15
2.68,7645.142
2.888,7290.777
2.672,6942.92
2.256,6602.599
2.4,6271.041
2.464,7710.875
2.832,5949.712
2.208,5640.359
2.416,5345.063
2.392,5066.282
2.184,4806.891
2.096,4570.192
1.84,4359.883
3.392,4179.949
1.048,4034.456
0.92,3927.233
2.128,7405.928
2.064,3861.471
0.328,3839.3
0.672,3861.471
0.384,3927.254
3.576,8100.661
3.28,7723.018
2.944,7349.203
3.16,6979.83
2.768,6615.643
2.216,6257.548
2.104,7111.92
3.056,5906.653
2.512,5564.32
2.168,5232.231
2.4,4912.463
2.28,4607.582
1.904,4320.74
2.168,4055.767
1.768,3817.22
3.424,3610.341
1.8,3440.846
1.664,6830.265
1.448,3314.476
2.304,3236.286
1.136,3209.8
0.392,3314.501
3.168,7872.441
3.016,7483.29
2.808,7096.858
3.392,6713.616
3.096,6334.141
1.584,6562.553
2.832,5959.154
2.848,5589.558
2.992,5226.497
2.024,4871.433
2.576,4526.246
2.32,4193.379
2.312,3876.004
2.12,3578.249
1.656,3305.418
3.256,3064.177
0.92,413.3
2.024,5115.116
5.072,7881.204
4.328,7469.686
4.56,7058.364
4.392,6647.276
4.28,6236.467
4.544,5825.995
3.944,5415.939
3.976,5006.4
4.0,4597.516
3.808,4189.479
4.336,9017.293
0.392,5098.4
4.032,3782.563
4.12,3377.174
3.272,2973.935
3.224,2573.858
4.08,2178.685
2.472,1791.664
1.736,1419.478
2.272,1077.612
0.6,805.633
0.216,691.6
2.592,5115.125
0.448,805.684
5.568,7961.179
4.672,7554.019
4.32,7147.552
5.096,6741.904
4.272,6337.232
3.992,5933.735
4.304,5531.672
4.208,5131.378
4.152,4733.302
5.344,9033.611
4.088,4338.056
3.296,3946.489
3.536,3559.817
3.544,3179.824
3.472,2809.224
4.656,2452.277
2.2,2115.905
2.04,1811.605
2.504,1558.282
1.176,1384.211
5.208,8676.921
0.28,1321.1
0.712,1384.241
5.176,8089.517
4.272,7689.156
4.256,7290.228
5.016,6892.982
4.584,6497.725
3.68,6104.846
4.352,5714.833
4.064,5328.317
4.32,8325.459
3.88,4946.117
3.904,4569.317
3.96,4199.369
3.736,3838.258
3.68,3488.726
3.192,3154.626
4.312,2841.406
2.424,2556.752
1.976,2311.242
3.384,2118.53
4.592,7979.914
0.664,1993.982
0.576,1950.7
4.424,8263.943
4.448,7872.457
4.464,7483.307
4.408,7096.876
4.0,6713.635
4.072,6334.161
3.624,5959.176
4.104,7641.091
4.12,5589.581
3.456,5226.522
3.84,4871.459
3.448,4526.275
3.592,4193.409
3.056,3876.038
2.488,3578.285
4.192,3305.457
2.608,3064.219
1.584,2862.568
3.784,7309.923
2.24,2709.359
0.448,2613.125
0.6,2580.25
0.696,2613.141
4.104,6987.5
3.624,6675.088
3.704,8679.624
3.752,6374.16
3.832,6086.419
3.312,5813.823
4.088,5558.602
3.48,5323.255
3.408,5110.528
4.912,4923.355
3.344,4764.747
3.296,4637.637
3.688,4544.668
3.704,8348.751
1.864,4487.962
1.088,4468.9
2.456,4487.971
4.984,8739.295
4.488,8370.073
4.192,8005.15
4.4,7645.142
4.184,7290.777
3.768,6942.92
3.912,6602.599
3.976,8025.515
4.344,6271.041
3.72,5949.712
3.928,5640.359
3.904,5345.063
3.696,5066.282
3.608,4806.891
3.352,4570.192
4.904,4359.883
2.56,4179.949
2.432,4034.456
3.64,7710.875
3.576,3927.233
1.84,3861.471
0.84,3839.3
1.896,3861.482
5.088,8481.62
4.792,8100.661
4.456,7723.018
4.672,7349.203
4.28,6979.83
3.728,6615.643
3.616,7405.928
4.568,6257.548
4.024,5906.653
3.68,5564.32
3.912,5232.231
3.792,4912.463
3.416,4607.582
3.68,4320.74
3.28,4055.767
4.936,3817.22
3.312,3610.341
3.176,7111.92
2.96,3440.846
3.816,3314.476
2.648,3236.286
1.904,3236.299
4.68,8263.927
4.528,7872.441
4.32,7483.29
4.904,7096.858
4.608,6713.616
3.096,6830.265
4.344,6334.141
4.36,5959.154
4.504,5589.558
3.536,5226.497
4.088,4871.433
3.832,4526.246
3.824,4193.379
3.632,3876.004
3.168,3578.249
4.768,3305.418
1.104,5164.957
4.152,8292.989
3.408,7881.303
3.64,7469.785
3.472,7058.464
3.36,6647.375
3.624,6236.566
3.024,5826.095
3.056,5416.038
3.08,5006.499
2.888,4597.615
3.416,9361.106
0.528,5115.125
3.112,4189.578
3.2,3782.661
2.352,3377.272
2.304,2974.032
3.16,2573.954
1.552,2178.779
0.816,1791.756
1.352,1419.566
0.32,1077.689
1.136,805.684
1.672,5098.4
0.472,691.6
4.648,8369.029
3.752,7961.277
3.4,7554.117
4.176,7147.65
3.352,6742.002
3.072,6337.33
3.384,5933.833
3.288,5531.769
3.232,5131.474
4.424,9395.021
3.168,4733.398
2.376,4338.151
2.616,3946.584
2.624,3559.91
2.552,3179.915
3.736,2809.312
1.28,2452.361
1.12,2115.983
1.584,1811.674
0.256,1558.335
4.288,9033.698
1.2,1384.241
0.208,1321.1
4.256,8491.206
3.352,8089.614
3.336,7689.253
4.096,7290.324
3.664,6893.078
2.76,6497.821
3.432,6104.94
3.144,5714.927
3.4,8677.007
2.96,5328.41
2.984,4946.209
3.04,4569.407
2.816,4199.458
2.76,3838.344
2.272,3488.809
3.392,3154.704
1.504,2841.478
1.056,2556.816
2.464,2311.295
3.672,8325.543
0.256,2118.569
1.496,1994.003
3.504,8657.542
3.528,8264.038
3.544,7872.552
3.488,7483.401
3.08,7096.97
3.152,6713.727
2.704,6334.253
3.184,7979.997
3.2,5959.266
2.536,5589.67
2.92,5226.609
2.528,4871.544
2.672,4526.357
2.136,4193.488
1.568,3876.112
3.272,3578.354
1.688,3305.52
0.664,3064.273
2.864,7641.172
1.32,2862.612
0.472,2709.39
1.52,2613.141
0.224,2580.25
3.184,7310.002
2.704,6987.577
2.784,9017.376
2.832,6675.162
2.912,6374.231
2.392,6086.486
3.168,5813.887
2.56,5558.662
2.488,5323.309
3.992,5110.577
2.424,4923.397
2.376,4764.782
2.768,4637.664
2.784,8679.705
0.944,4544.686
0.168,4487.971
1.536,4468.9
4.064,9112.386
3.568,8739.385
3.272,8370.162
3.48,8005.237
3.264,7645.228
2.848,7290.862
2.992,6943.003
3.056,8348.83
3.424,6602.68
2.8,6271.12
3.008,5949.788
2.984,5640.432
2.776,5345.133
2.688,5066.347
2.432,4806.951
3.984,4570.246
1.64,4359.93
1.512,4179.988
2.72,8025.592
2.656,4034.486
0.92,3927.254
0.08,3861.482
0.976,3839.3
4.168,8865.561
3.872,8481.712
3.536,8100.753
3.752,7723.109
3.36,7349.293
2.808,6979.918
2.696,7710.95
3.648,6615.73
3.104,6257.633
2.76,5906.737
2.992,5564.402
2.872,5232.31
2.496,4912.538
2.76,4607.653
2.36,4320.807
4.016,4055.828
2.392,3817.275
2.256,7406.001
2.04,3610.387
2.896,3440.882
1.728,3314.501
0.984,3209.8
3.76,8657.527
3.608,8264.022
3.4,7872.535
3.984,7483.384
3.688,7096.951
2.176,7111.99
3.424,6713.708
3.44,6334.232
3.584,5959.244
2.616,5589.647
3.168,5226.584
2.912,4871.517
2.904,4526.328
2.712,4193.457
2.248,3876.079
3.848,3578.318
3.048,9425.603
2.304,9103.093
2.536,8788.178
2.368,8481.704
2.256,8184.62
2.52,7897.986
1.92,7622.98
1.952,7360.906
1.976,7113.194
1.784,6881.393
2.312,7024.4
1.632,413.2
2.008,6667.165
2.096,6472.254
1.248,6298.455
1.2,6147.557
2.056,6021.283
0.448,5921.208
0.288,5848.678
0.248,5804.725
1.424,5790.0
2.24,5804.725
0.568,826.5
1.576,5848.692
3.544,9824.86
2.648,9515.891
2.296,9215.093
3.072,8923.294
2.248,8641.406
1.968,8370.428
2.28,8111.456
2.184,7865.674
2.128,7634.357
3.32,7464.192
2.064,7418.858
1.272,7220.594
1.512,7041.02
1.52,6881.6
1.448,6743.763
2.632,6628.856
0.176,6538.088
0.016,6472.474
0.48,6432.784
0.848,6419.5
3.184,7052.55
2.304,6432.784
1.312,6472.487
3.152,10247.327
2.248,9951.483
2.232,9664.252
2.992,9386.427
2.56,9118.866
1.656,8862.499
2.328,8618.326
2.04,8387.41
2.296,6641.102
1.856,8170.877
1.88,7969.899
1.936,7785.679
1.712,7619.435
1.656,7472.365
1.168,7345.622
2.288,7240.273
0.4,7157.263
0.048,7097.376
1.36,7061.2
2.568,6229.886
1.36,7049.1
2.6,7061.2
2.4,10690.162
2.424,10406.914
2.44,10132.602
2.384,9867.972
1.976,9613.822
2.048,9371.006
1.6,9140.426
2.08,5818.95
2.096,8923.032
1.432,8719.81
1.816,8531.772
1.424,8359.944
1.568,8205.342
1.032,8068.959
0.464,7951.731
2.168,7854.515
0.584,7778.064
0.44,7722.992
1.76,5408.36
0.216,7689.759
1.576,7678.65
2.624,7689.759
1.328,7723.003
2.08,4998.2
1.6,4588.585
1.68,6611.2
1.728,4179.676
1.808,3771.703
1.288,3365.005
2.064,2960.109
1.456,2557.871
1.384,2159.775
2.888,1768.62
1.32,1390.28
1.272,1038.849
1.664,752.997
1.68,6198.0
0.16,629.5
0.936,752.997
0.432,1038.929
2.96,7543.423
2.464,7136.353
2.168,6730.03
2.376,6324.598
2.16,5920.24
1.744,5517.193
1.888,5115.766
1.952,5784.8
2.32,4716.373
1.696,4319.578
1.904,3926.169
1.88,3537.276
1.672,3154.57
1.584,2780.605
1.328,2419.44
2.88,2077.759
0.536,1766.902
0.408,1506.078
1.616,5371.6
1.552,1325.167
0.184,1259.1
1.184,1325.167
0.128,1506.132
3.064,7673.637
2.768,7273.858
2.432,6875.665
2.648,6479.353
2.256,6085.287
1.704,5693.935
1.592,4958.4
2.544,5305.897
2.0,4921.956
1.656,4543.152
1.888,4170.885
1.768,3807.073
1.392,3454.387
1.656,3116.608
1.256,2799.137
2.912,2509.693
1.288,2259.075
1.152,4545.2
0.936,2061.491
1.792,1933.273
0.624,1888.6
0.12,2061.532
2.656,7852.339
2.504,7462.14
2.296,7074.553
2.88,6690.033
2.584,6309.14
1.072,4132.0
2.32,5932.573
2.336,5561.21
2.48,5196.169
1.512,4838.88
2.064,4491.192
1.808,4155.517
1.8,3835.011
1.608,3533.803
1.144,3257.251
2.744,3012.155
0.744,413.2
0.512,826.4
0.68,1239.6
0.792,1652.8
0.528,2066.0
1.128,2479.2
1.096,2892.4
1.072,3305.6
1.264,3718.8
0.736,5804.725
4.68,9754.956
1.04,4132.0
0.952,4545.2
1.8,4958.4
1.848,5371.6
0.992,5784.8
2.6,6198.0
3.336,6611.2
2.8,7024.4
4.472,7437.6
5.288,7850.8
2.48,10090.562
4.624,8264.1
0.496,629.5
0.4,752.997
0.752,1038.849
0.024,1390.28
0.8,1768.62
1.08,2159.775
0.768,2557.871
0.864,2960.109
0.92,3365.005
0.272,5160.5
0.984,3771.703
1.776,4179.676
1.536,4588.585
1.528,4998.2
1.6,5408.36
0.416,5818.95
2.872,6229.886
3.032,6641.102
2.568,7052.55
3.896,7464.192
0.136,5177.016
5.352,7875.997
4.36,8288.041
0.104,1259.1
0.8,1325.167
0.816,1506.078
0.056,1766.902
0.488,2077.759
1.392,2419.44
0.72,2780.605
1.008,3154.57
0.752,5226.251
1.192,3537.276
1.168,3926.169
1.112,4319.578
1.336,4716.373
1.392,5115.766
1.88,5517.193
0.76,5920.24
2.648,6324.598
3.096,6730.03
1.688,7136.353
0.48,5307.294
4.408,7543.423
5.648,7951.125
0.648,1888.65
0.624,1933.322
0.608,2061.537
0.664,2259.116
1.072,2509.73
1.0,2799.17
1.448,3116.638
0.968,5418.718
0.952,3454.414
1.616,3807.097
1.232,4170.908
1.624,4543.173
1.48,4921.975
2.016,5305.915
2.584,5693.952
0.88,6085.303
2.464,6479.367
3.488,6875.679
1.288,5558.697
2.832,7273.871
4.624,7673.649
5.672,8074.779
4.376,8477.166
0.968,5725.137
1.448,5915.804
1.368,5848.678
1.32,6128.438
1.24,6360.836
1.76,6610.914
0.984,6876.744
1.592,7156.57
1.664,7448.815
0.16,7752.075
1.728,8065.108
1.776,8386.819
1.384,8716.247
1.368,5921.208
3.208,9052.55
3.984,9394.989
2.616,9743.003
0.088,4530.9
0.584,4549.702
0.88,4605.648
0.672,4697.41
0.888,4822.945
1.304,4979.7
1.16,5164.832
1.096,6021.283
0.728,5375.41
1.352,5608.569
1.144,5861.615
1.168,6132.086
1.376,6417.78
1.464,6716.754
1.72,7027.314
0.168,7347.991
2.512,7677.516
2.64,8014.8
1.432,6147.557
1.496,8358.902
3.232,8709.015
4.232,9064.442
3.176,9424.67
0.016,3901.4
0.28,3923.22
0.616,3987.964
0.4,4093.596
0.792,4237.059
1.344,4414.666
1.456,6298.455
0.504,4622.484
1.048,4856.635
1.392,5113.503
1.16,5389.842
1.28,5682.811
1.656,5989.972
1.392,6309.251
1.792,6638.901
0.136,6977.452
1.76,7323.669
1.896,6472.254
2.112,7676.515
1.256,8035.118
2.424,8398.739
3.168,9138.724
0.392,3271.8
0.544,3297.789
0.752,3374.554
0.168,3498.755
0.464,3665.573
1.976,6667.165
0.728,3869.5
0.712,4105.01
0.568,4366.996
1.536,4650.986
0.984,4953.196
1.24,5270.493
1.248,5600.314
1.44,5940.573
1.904,6289.576
0.304,6645.945
0.232,413.2
0.064,826.4
0.048,1239.6
0.216,1652.8
0.384,2066.0
0.352,2479.2
0.328,2892.4
0.52,3305.6
0.008,5790.0
3.936,9425.603
0.296,3718.8
0.208,4132.0
1.056,4545.2
1.104,4958.4
0.248,5371.6
1.856,5784.8
2.592,6198.0
2.056,6611.2
3.728,7024.4
4.544,7437.6
1.736,9755.036
3.88,7850.9
1.24,752.997
0.344,629.5
0.008,752.997
0.768,1038.849
0.056,1390.28
0.336,1768.62
0.024,2159.775
0.12,2557.871
0.176,2960.109
1.016,5177.016
0.24,3365.005
1.032,3771.703
0.792,4179.676
0.784,4588.585
0.856,4998.2
0.328,5408.36
2.128,5818.95
2.288,6229.886
1.824,6641.102
3.152,7052.55
0.88,5160.5
4.608,7464.192
3.616,7876.097
0.848,1325.167
0.056,1259.1
0.072,1325.167
0.688,1506.078
0.256,1766.902
0.648,2077.759
0.024,2419.44
0.264,2780.605
0.008,5177.016
0.448,3154.57
0.424,3537.276
0.368,3926.169
0.592,4319.578
0.648,4716.373
1.136,5115.766
0.016,5517.193
1.904,5920.24
2.352,6324.598
0.944,6730.03
0.264,5226.251
3.664,7136.353
4.904,7543.423
0.096,1933.322
0.12,1888.65
0.136,1933.322
0.08,2061.537
0.328,2259.116
0.256,2509.73
0.704,2799.17
0.224,5307.294
0.208,3116.638
0.872,3454.414
0.488,3807.097
0.88,4170.908
0.736,4543.173
1.272,4921.975
1.84,5305.915
0.136,5693.952
1.72,6085.303
2.744,6479.367
0.544,5418.718
2.088,6875.679
3.88,7273.871
4.928,7673.649
3.632,8074.876
0.224,5558.697
0.704,5725.137
0.624,5804.725
0.576,5915.804
0.496,6128.438
1.016,6360.836
0.24,6610.914
0.848,6876.744
0.92,7156.57
0.584,7448.815
0.984,7752.075
1.032,8065.108
0.64,8386.819
0.624,5848.678
2.464,8716.247
3.24,9052.55
1.872,9395.073
0.656,4549.702
0.16,4530.9
0.136,4549.702
0.072,4605.648
0.144,4697.41
0.56,4822.945
0.416,4979.7
0.352,5921.208
0.016,5164.832
0.608,5375.41
0.4,5608.569
0.424,5861.615
0.632,6132.086
0.72,6417.78
0.976,6716.754
0.576,7027.314
1.768,7347.991
1.896,7677.516
0.688,6021.283
0.752,8014.8
2.488,8358.902
3.488,8709.015
2.432,9064.529
0.76,3923.22
0.464,3901.4
0.128,3923.22
0.344,3987.964
0.048,4093.596
0.6,4237.059
0.712,6147.557
0.24,4414.666
0.304,4622.484
0.648,4856.635
0.416,5113.503
0.536,5389.842
0.912,5682.811
0.648,5989.972
1.048,6309.251
0.608,6638.901
1.016,6977.452
1.152,6298.455
1.368,7323.669
0.512,7676.515
1.68,8035.118
2.424,8766.844
0.352,3297.789
0.2,3271.8
0.008,3297.789
0.576,3374.554
0.28,3498.755
1.232,6472.254
0.016,3665.573
0.032,3869.5
0.176,4105.01
0.792,4366.996
0.24,4650.986
0.496,4953.196
0.504,5270.493
0.696,5600.314
1.16,5940.573
0.44,6289.576
0.168,413.2
0.28,826.4
0.016,1239.6
0.616,1652.8
0.584,2066.0
0.56,2479.2
0.752,2892.4
0.224,5804.725
4.168,9103.093
0.528,3305.6
0.44,3718.8
1.288,4132.0
1.336,4545.2
0.48,4958.4
2.088,5371.6
2.824,5784.8
2.288,6198.0
3.96,6611.2
4.776,7024.4
1.968,9425.682
4.112,7437.7
1.008,1038.849
0.112,752.997
0.24,629.5
0.536,752.997
0.288,1038.849
0.568,1390.28
0.256,1768.62
0.352,2159.775
0.408,2557.871
0.784,5226.251
0.472,2960.109
1.264,3365.005
1.024,3771.703
1.016,4179.676
1.088,4588.585
0.096,4998.2
2.36,5408.36
2.52,5818.95
2.056,6229.886
3.384,6641.102
0.648,5177.016
4.84,7052.55
3.848,7464.292
0.616,1506.078
0.288,1325.167
0.304,1259.1
0.456,1325.167
0.024,1506.078
0.88,1766.902
0.208,2077.759
0.496,2419.44
0.24,5160.5
0.68,2780.605
0.656,3154.57
0.6,3537.276
0.824,3926.169
0.88,4319.578
1.368,4716.373
0.248,5115.766
2.136,5517.193
2.584,5920.24
1.176,6324.598
0.032,5177.016
3.896,6730.03
5.136,7136.353
0.136,2061.537
0.112,1933.322
0.096,1888.65
0.152,1933.322
0.56,2061.537
0.488,2259.116
0.936,2509.73
0.456,5226.251
0.44,2799.17
1.104,3116.638
0.72,3454.414
1.112,3807.097
0.968,4170.908
1.504,4543.173
2.072,4921.975
0.368,5305.915
1.952,5693.952
2.976,6085.303
0.776,5307.294
2.32,6479.367
4.112,6875.679
5.16,7273.871
3.864,7673.746
0.456,5418.718
0.936,5558.697
0.856,5790.0
0.808,5725.137
0.728,5915.804
1.248,6128.438
0.472,6360.836
1.08,6610.914
1.152,6876.744
0.352,7156.57
1.216,7448.815
1.264,7752.075
0.872,8065.108
0.856,5804.725
2.696,8386.819
3.472,8716.247
2.104,9052.632
0.424,4605.648
0.072,4549.702
0.368,4530.9
0.16,4549.702
0.376,4605.648
0.792,4697.41
0.648,4822.945
0.584,5848.678
0.216,4979.7
0.84,5164.832
0.632,5375.41
0.656,5608.569
0.864,5861.615
0.952,6132.086
1.208,6417.78
0.344,6716.754
2.0,7027.314
2.128,7347.991
0.92,5921.208
0.984,7677.516
2.72,8014.8
3.72,8358.902
2.664,8709.101
0.528,3987.964
0.232,3923.22
0.104,3901.4
0.112,3923.22
0.28,3987.964
0.832,4093.596
0.944,6021.283
0.008,4237.059
0.536,4414.666
0.88,4622.484
0.648,4856.635
0.768,5113.503
1.144,5389.842
0.88,5682.811
1.28,5989.972
0.376,6309.251
1.248,6638.901
1.384,6147.557
1.6,6977.452
0.744,7323.669
1.912,7676.515
2.656,8398.827
0.12,3374.554
0.032,3297.789
0.24,3271.8
0.344,3297.789
0.048,3374.554
1.464,6298.455
0.216,3498.755
0.2,3665.573
0.056,3869.5
1.024,4105.01
0.472,4366.996
0.728,4650.986
0.736,4953.196
0.928,5270.493
1.392,5600.314
0.208,5940.573
0.112,413.2
0.152,826.4
0.448,1239.6
0.416,1652.8
0.392,2066.0
0.584,2479.2
0.056,5848.678
4.0,8788.178
0.36,2892.4
0.272,3305.6
1.12,3718.8
1.168,4132.0
0.312,4545.2
1.92,4958.4
2.656,5371.6
2.12,5784.8
3.792,6198.0
4.608,6611.2
1.8,9103.17
3.944,7024.5
1.176,1390.28
0.28,1038.849
0.072,752.997
0.704,629.5
0.12,752.997
0.4,1038.849
0.088,1390.28
0.184,1768.62
0.24,2159.775
0.952,5307.294
0.304,2557.871
1.096,2960.109
0.856,3365.005
0.848,3771.703
0.92,4179.676
0.264,4588.585
2.192,4998.2
2.352,5408.36
1.888,5818.95
3.216,6229.886
0.816,5226.251
4.672,6641.102
3.68,7052.65
0.784,1766.902
0.12,1506.078
0.136,1325.167
0.624,1259.1
0.192,1325.167
0.712,1506.078
0.04,1766.902
0.328,2077.759
0.072,5177.016
0.512,2419.44
0.488,2780.605
0.432,3154.57
0.656,3537.276
0.712,3926.169
