Lambda_Diff,Distance
0.528,2862.614
0.48,2709.407
1.336,2613.175
0.272,2580.3
1.008,2613.175
0.472,2709.407
2.144,2862.614
2.96,3064.261
0.152,3817.19
2.296,3305.559
2.824,6979.83
1.928,6615.643
1.576,6257.548
2.352,5906.653
1.528,5564.32
1.248,5232.231
1.56,4912.463
1.464,4607.582
1.408,4320.74
2.6,6713.616
1.344,4055.767
0.552,3817.22
0.792,3610.341
0.8,3440.846
0.728,3314.476
1.912,3236.286
0.544,3209.8
0.704,3236.286
0.24,3314.476
1.568,3440.846
2.464,6334.141
3.024,3610.341
2.032,3817.275
2.432,7290.83
1.528,6942.975
1.512,6602.657
2.272,6271.102
1.84,5949.776
0.936,5640.427
1.608,5345.135
1.32,5066.358
1.576,5959.154
1.136,4806.971
1.16,4570.276
1.216,4359.971
0.992,4180.041
0.936,4034.551
0.448,3927.331
1.568,3861.57
0.32,3839.4
0.768,3861.57
0.64,3927.331
1.848,5589.558
2.08,4034.551
3.32,4180.041
1.68,7641.12
1.704,7309.954
1.72,6987.532
1.664,6675.121
1.256,6374.195
1.328,6086.455
0.88,5813.862
1.36,5226.497
1.376,5558.642
0.712,5323.297
1.096,5110.572
0.704,4923.4
0.848,4764.794
0.312,4637.685
0.256,4544.717
1.448,4488.012
0.136,4468.95
1.16,4488.012
1.04,4871.433
0.504,4544.717
2.296,4637.685
3.344,4764.794
2.048,4923.442
1.36,4526.246
0.88,4193.379
0.96,6257.496
1.008,3876.004
1.088,3578.249
0.568,3305.418
1.344,3064.177
0.736,2862.523
0.664,2709.312
2.168,2613.076
0.6,2580.2
0.552,2613.076
0.944,2709.312
0.96,5906.598
0.88,2862.523
1.656,3064.177
0.288,3305.48
2.24,6497.695
1.744,6104.814
1.448,5714.799
1.656,5328.28
1.44,4946.078
1.024,4569.274
1.168,4199.323
1.232,5564.262
1.6,3838.207
0.976,3488.67
1.184,3154.564
1.16,2841.337
0.952,2556.675
0.864,2311.157
0.608,2118.437
2.16,1993.884
0.184,1950.6
0.312,1993.884
0.896,5232.17
0.832,2118.437
0.904,2311.157
1.904,2556.675
0.848,2841.41
2.344,6337.232
2.048,5933.735
1.712,5531.672
1.928,5131.378
1.536,4733.302
0.984,4338.056
0.872,4912.397
1.824,3946.489
1.28,3559.817
0.936,3179.824
1.168,2809.224
1.048,2452.277
0.672,2115.905
0.936,1811.605
0.536,1558.282
2.192,1384.211
0.568,1321.1
0.432,4607.512
0.216,1384.211
1.072,1558.282
0.096,1811.605
0.84,2452.361
1.936,6236.455
1.784,5825.983
1.576,5415.926
2.16,5006.386
1.864,4597.501
0.352,4320.666
1.6,4189.463
1.616,3782.545
1.76,3377.153
0.792,2973.912
1.344,2573.831
1.088,2178.653
1.08,1791.625
0.888,1419.43
0.424,1077.548
2.024,805.547
0.624,413.2
0.296,826.4
1.344,1239.6
0.68,1652.9
3.12,6641.111
2.584,6229.896
2.272,5818.961
1.192,3610.252
2.696,5408.372
2.712,4998.212
2.392,4588.599
2.384,4179.691
1.856,3771.72
2.024,3365.024
2.064,2960.131
1.8,2557.895
1.656,2159.804
1.472,1768.656
0.488,3440.753
1.312,1390.325
3.128,1038.91
0.936,753.081
0.016,629.6
0.664,753.081
1.824,1390.325
0.288,1768.749
2.728,6730.048
2.536,6324.618
2.152,3314.379
2.144,5920.261
2.88,5517.216
2.288,5115.791
2.064,4716.4
2.664,4319.607
2.328,3926.201
2.08,3537.312
2.336,3154.61
1.792,2780.651
1.704,2419.492
0.736,3236.187
1.688,2077.819
1.44,1766.973
2.808,1506.161
0.6,1325.262
0.16,1259.2
1.088,1325.262
0.312,1506.161
2.536,1766.973
1.08,2077.899
2.792,6875.693
0.232,3209.7
3.016,6479.382
2.456,6085.318
3.264,5693.968
2.96,5305.932
2.496,4921.995
2.624,4543.194
2.744,4170.93
2.264,3807.122
2.328,3454.441
1.824,3116.668
0.704,3236.187
2.144,2799.204
1.208,2509.768
1.352,2259.158
2.32,2061.583
0.728,1933.371
0.12,1888.7
0.808,1933.371
0.56,2061.583
2.072,2259.158
1.152,2509.834
0.048,3314.379
3.0,7096.895
2.256,6713.654
2.488,6334.182
2.32,5959.197
2.208,5589.605
2.472,5226.547
1.872,4871.486
1.904,4526.303
1.928,4193.44
1.736,3876.071
2.264,6979.784
1.68,3440.753
1.96,3578.321
2.048,3305.496
1.2,3064.261
1.152,2862.614
2.008,2709.407
0.4,2613.175
0.336,2580.3
0.2,2613.175
1.472,2709.407
2.288,2862.614
0.52,3610.298
1.624,3064.315
3.496,7349.203
2.6,6979.83
2.248,6615.643
3.024,6257.548
2.2,5906.653
1.92,5564.32
2.232,5232.231
2.136,4912.463
2.08,4607.582
3.272,7096.858
2.016,4320.74
1.224,4055.767
1.464,3817.22
1.472,3610.341
1.4,3440.846
2.584,3314.476
0.128,3236.286
0.032,3209.8
0.432,3236.286
0.896,3314.476
3.136,6713.616
2.352,3440.846
1.36,3610.387
3.104,7645.192
2.2,7290.83
2.184,6942.975
2.944,6602.657
2.512,6271.102
1.608,5949.776
2.28,5640.427
1.992,5345.135
2.248,6334.141
1.808,5066.358
1.832,4806.971
1.888,4570.276
1.664,4359.971
1.608,4180.041
1.12,4034.551
2.24,3927.331
0.352,3861.57
0.096,3839.4
1.312,3861.57
2.52,5959.154
1.408,3927.331
2.648,4034.551
2.352,7979.942
2.376,7641.12
2.392,7309.954
2.336,6987.532
1.928,6675.121
2.0,6374.195
1.552,6086.455
2.032,5589.558
2.048,5813.862
1.384,5558.642
1.768,5323.297
1.376,5110.572
1.52,4923.4
0.984,4764.794
0.416,4637.685
2.12,4544.717
0.536,4488.012
0.488,4468.95
1.712,5226.497
0.168,4488.012
1.624,4544.717
2.672,4637.685
1.376,4764.829
2.032,4871.433
1.552,4526.246
1.632,6615.594
1.68,4193.379
1.76,3876.004
1.24,3578.249
2.016,3305.418
1.408,3064.177
1.336,2862.523
2.84,2709.312
1.272,2613.076
1.224,2580.2
1.616,2613.076
1.632,6257.496
0.208,2709.312
0.984,2862.523
0.384,3064.231
2.912,6892.953
2.416,6497.695
2.12,6104.814
2.328,5714.799
2.112,5328.28
1.696,4946.078
1.84,4569.274
1.904,5906.598
2.272,4199.323
1.648,3838.207
1.856,3488.67
1.832,3154.564
1.624,2841.337
1.536,2556.675
1.28,2311.157
2.832,2118.437
0.488,1993.884
0.36,1950.6
1.568,5564.262
1.504,1993.884
0.232,2118.437
1.232,2311.157
0.176,2556.74
3.016,6741.904
2.72,6337.232
2.384,5933.735
2.6,5531.672
2.208,5131.378
1.656,4733.302
1.544,5232.17
2.496,4338.056
1.952,3946.489
1.608,3559.817
1.84,3179.824
1.72,2809.224
1.344,2452.277
1.608,2115.905
1.208,1811.605
2.864,1558.282
1.24,1384.211
1.104,4912.397
0.888,1321.1
1.744,1384.211
0.576,1558.282
0.168,2115.983
2.608,6647.265
2.456,6236.455
2.248,5825.983
2.832,5415.926
2.536,5006.386
1.024,4607.512
2.272,4597.501
2.288,4189.463
2.432,3782.545
1.464,3377.153
2.016,2973.912
1.76,2573.831
1.752,2178.653
1.56,1791.625
1.096,1419.43
2.696,1077.548
0.92,413.2
1.968,826.4
1.304,1239.7
2.496,7052.559
1.96,6641.111
1.648,6229.896
0.568,3817.136
2.072,5818.961
2.088,5408.372
1.768,4998.212
1.76,4588.599
1.232,4179.691
1.4,3771.72
1.44,3365.024
1.176,2960.131
1.032,2557.895
0.848,2159.804
0.136,3610.252
0.688,1768.656
2.504,1390.325
0.312,1038.91
0.64,753.081
0.04,629.6
2.448,1038.91
0.912,1390.414
2.104,7136.37
1.912,6730.048
1.528,3440.753
1.52,6324.618
2.256,5920.261
1.664,5517.216
1.44,5115.791
2.04,4716.4
1.704,4319.607
1.456,3926.201
1.712,3537.312
1.168,3154.61
1.08,2780.651
0.112,3314.379
1.064,2419.492
0.816,2077.819
2.184,1766.973
0.024,1506.161
0.464,1325.262
0.464,1259.2
0.936,1325.262
3.16,1506.161
1.704,1767.043
2.168,7273.884
0.392,3236.187
2.392,6875.693
1.832,6479.382
2.64,6085.318
2.336,5693.968
1.872,5305.932
2.0,4921.995
2.12,4543.194
1.64,4170.93
1.704,3807.122
1.2,3454.441
0.08,3209.7
1.52,3116.668
0.584,2799.204
0.728,2509.768
1.696,2259.158
0.104,2061.583
0.504,1933.371
0.184,1888.7
1.184,1933.371
2.696,2061.583
1.776,2259.213
0.672,3236.187
2.376,7483.324
1.632,7096.895
1.864,6713.654
1.696,6334.182
1.584,5959.197
1.848,5589.605
1.248,5226.547
1.28,4871.486
1.304,4526.303
1.112,4193.44
1.64,7349.159
2.304,3314.379
1.336,3876.071
1.424,3578.321
0.576,3305.496
0.528,3064.261
1.384,2862.614
0.224,2709.407
0.96,2613.175
0.424,2580.3
2.096,2613.175
2.912,2709.407
0.104,3440.789
2.248,2862.657
2.872,7723.018
1.976,7349.203
1.624,6979.83
2.4,6615.643
1.576,6257.548
1.296,5906.653
1.608,5564.32
1.512,5232.231
1.456,4912.463
2.648,7483.29
1.392,4607.582
0.6,4320.74
0.84,4055.767
0.848,3817.22
0.776,3610.341
1.96,3440.846
0.496,3314.476
0.656,3236.286
0.192,3209.8
1.52,3236.286
2.512,7096.858
2.976,3314.476
1.984,3440.882
2.48,8005.198
1.576,7645.192
1.56,7290.83
2.32,6942.975
1.888,6602.657
0.984,6271.102
1.656,5949.776
1.368,5640.427
1.624,6713.616
1.184,5345.135
1.208,5066.358
1.264,4806.971
1.04,4570.276
0.984,4359.971
0.496,4180.041
1.616,4034.551
0.272,3927.331
0.72,3861.57
0.688,3839.4
1.896,6334.141
2.032,3861.57
3.272,3927.331
1.728,8325.486
1.752,7979.942
1.768,7641.12
1.712,7309.954
1.304,6987.532
1.376,6675.121
0.928,6374.195
1.408,5959.154
1.424,6086.455
0.76,5813.862
1.144,5558.642
0.752,5323.297
0.896,5110.572
0.36,4923.4
0.208,4764.794
1.496,4637.685
0.088,4544.717
1.112,4488.012
1.088,5589.558
0.456,4468.95
2.248,4488.012
3.296,4544.717
2.0,4637.712
1.408,5226.497
0.928,4871.433
1.008,6979.784
1.056,4526.246
1.136,4193.379
0.616,3876.004
1.392,3578.249
0.784,3305.418
0.712,3064.177
2.216,2862.523
0.648,2709.312
0.6,2613.076
0.992,2580.2
1.008,6615.594
0.832,2613.076
1.608,2709.312
0.24,2862.567
2.288,7290.201
1.792,6892.953
1.496,6497.695
1.704,6104.814
1.488,5714.799
1.072,5328.28
1.216,4946.078
1.28,6257.496
1.648,4569.274
1.024,4199.323
1.232,3838.207
1.208,3488.67
1.0,3154.564
0.912,2841.337
0.656,2556.675
2.208,2311.157
0.136,2118.437
0.264,1993.884
0.944,5906.598
0.88,1950.6
0.856,1993.884
1.856,2118.437
0.8,2311.211
2.392,7147.552
2.096,6741.904
1.76,6337.232
1.976,5933.735
1.584,5531.672
1.032,5131.378
0.92,5564.262
1.872,4733.302
1.328,4338.056
0.984,3946.489
1.216,3559.817
1.096,3179.824
0.72,2809.224
0.984,2452.277
0.584,2115.905
2.24,1811.605
0.616,1558.282
0.48,5232.17
0.264,1384.211
1.12,1321.1
0.048,1384.211
0.792,1811.674
1.984,7058.354
1.832,6647.265
1.624,6236.455
2.208,5825.983
1.912,5415.926
0.4,4912.397
1.648,5006.386
1.664,4597.501
1.808,4189.463
0.84,3782.545
1.392,3377.153
1.136,2973.912
1.128,2573.831
0.936,2178.653
0.472,1791.625
2.072,1419.43
1.048,413.2
0.384,826.5
3.416,7464.201
2.88,7052.559
2.568,6641.111
1.488,4055.688
2.992,6229.896
3.008,5818.961
2.688,5408.372
2.68,4998.212
2.152,4588.599
2.32,4179.691
2.36,3771.72
2.096,3365.024
1.952,2960.131
1.768,2557.895
0.784,3817.136
1.608,2159.804
3.424,1768.656
1.232,1390.325
0.28,1038.91
0.96,753.081
1.528,753.081
0.008,1038.989
3.024,7543.439
2.832,7136.37
2.448,3610.252
2.44,6730.048
3.176,6324.618
2.584,5920.261
2.36,5517.216
2.96,5115.791
2.624,4716.4
2.376,4319.607
2.632,3926.201
2.088,3537.312
2.0,3154.61
1.032,3440.753
1.984,2780.651
1.736,2419.492
3.104,2077.819
0.896,1766.973
0.456,1506.161
1.384,1325.262
0.016,1259.2
2.24,1325.262
0.784,1506.216
3.088,7673.662
0.528,3314.379
3.312,7273.884
2.752,6875.693
3.56,6479.382
3.256,6085.318
2.792,5693.968
2.92,5305.932
3.04,4921.995
2.56,4543.194
2.624,4170.93
2.12,3807.122
1.0,3236.187
2.44,3454.441
1.504,3116.668
1.648,2799.204
2.616,2509.768
1.024,2259.158
0.416,2061.583
1.104,1933.371
0.264,1888.7
1.776,1933.371
0.856,2061.623
0.248,3209.7
3.296,7872.474
2.552,7483.324
2.784,7096.895
2.616,6713.654
2.504,6334.182
2.768,5959.197
2.168,5589.605
2.2,5226.547
2.224,4871.486
2.032,4526.303
2.56,7722.977
1.384,3236.187
2.256,4193.44
2.344,3876.071
1.496,3578.321
1.448,3305.496
2.304,3064.261
0.696,2862.614
0.04,2709.407
0.496,2613.175
1.176,2580.3
1.992,2613.175
0.816,3314.404
1.328,2709.437
3.792,8100.661
2.896,7723.018
2.544,7349.203
3.32,6979.83
2.496,6615.643
2.216,6257.548
2.528,5906.653
2.432,5564.32
2.376,5232.231
3.568,7872.441
2.312,4912.463
1.52,4607.582
1.76,4320.74
1.768,4055.767
1.696,3817.22
2.88,3610.341
0.424,3440.846
0.264,3314.476
0.728,3236.286
0.6,3209.8
3.432,7483.29
2.056,3236.286
1.064,3314.501
3.4,8370.119
2.496,8005.198
2.48,7645.192
3.24,7290.83
2.808,6942.975
1.904,6602.657
2.576,6271.102
2.288,5949.776
2.544,7096.858
2.104,5640.427
2.128,5345.135
2.184,5066.358
1.96,4806.971
1.904,4570.276
1.416,4359.971
2.536,4180.041
0.648,4034.551
0.2,3927.331
1.608,3861.57
2.816,6713.616
1.112,3839.4
2.352,3861.57
2.648,8676.947
2.672,8325.486
2.688,7979.942
2.632,7641.12
2.224,7309.954
2.296,6987.532
1.848,6675.121
2.328,6334.141
2.344,6374.195
1.68,6086.455
2.064,5813.862
1.672,5558.642
1.816,5323.297
1.28,5110.572
0.712,4923.4
2.416,4764.794
0.832,4637.685
0.192,4544.717
2.008,5959.154
0.464,4488.012
1.328,4468.95
2.376,4488.012
1.08,4544.735
2.328,5589.558
1.848,5226.497
1.928,7349.159
1.976,4871.433
2.056,4526.246
1.536,4193.379
2.312,3876.004
1.704,3578.249
1.632,3305.418
3.136,3064.177
1.568,2862.523
1.52,2709.312
1.912,2613.076
1.928,6979.784
0.088,2580.2
0.688,2613.076
0.68,2709.342
3.208,7689.131
2.712,7290.201
2.416,6892.953
2.624,6497.695
2.408,6104.814
1.992,5714.799
2.136,5328.28
2.2,6615.594
2.568,4946.078
1.944,4569.274
2.152,4199.323
2.128,3838.207
1.92,3488.67
1.832,3154.564
1.576,2841.337
3.128,2556.675
0.784,2311.157
0.656,2118.437
1.864,6257.496
1.8,1993.884
0.064,1950.6
0.936,1993.884
0.12,2118.476
3.312,7554.019
3.016,7147.552
2.68,6741.904
2.896,6337.232
2.504,5933.735
1.952,5531.672
1.84,5906.598
2.792,5131.378
2.248,4733.302
1.904,4338.056
2.136,3946.489
2.016,3559.817
1.64,3179.824
1.904,2809.224
1.504,2452.277
3.16,2115.905
1.536,1811.605
1.4,5564.262
1.184,1558.282
2.04,1384.211
0.872,1321.1
0.128,1558.335
2.904,7469.676
2.752,7058.354
2.544,6647.265
3.128,6236.455
2.832,5825.983
1.32,5232.17
2.568,5415.926
2.584,5006.386
2.728,4597.501
1.76,4189.463
2.312,3782.545
2.056,3377.153
2.048,2973.912
1.856,2573.831
1.392,2178.653
2.992,1791.625
0.664,413.3
4.464,7876.005
3.928,7464.201
3.616,7052.559
2.536,4320.666
4.04,6641.111
4.056,6229.896
3.736,5818.961
3.728,5408.372
3.2,4998.212
3.368,4588.599
3.408,4179.691
3.144,3771.72
3.0,3365.024
2.816,2960.131
1.832,4055.688
2.656,2557.895
4.472,2159.804
2.28,1768.656
1.328,1390.325
2.008,1038.91
0.48,629.6
1.056,753.135
4.072,7951.141
3.88,7543.439
3.496,3817.136
3.488,7136.37
4.224,6730.048
3.632,6324.618
3.408,5920.261
4.008,5517.216
3.672,5115.791
3.424,4716.4
3.68,4319.607
3.136,3926.201
3.048,3537.312
2.08,3610.252
3.032,3154.61
2.784,2780.651
4.152,2419.492
1.944,2077.819
1.504,1766.973
2.432,1506.161
1.032,1325.262
1.192,1259.2
0.264,1325.293
4.136,8074.791
1.576,3440.753
4.36,7673.662
3.8,7273.884
4.608,6875.693
4.304,6479.382
3.84,6085.318
3.968,5693.968
4.088,5305.932
3.608,4921.995
3.672,4543.194
3.168,4170.93
2.048,3314.379
3.488,3807.122
2.552,3454.441
2.696,3116.668
3.664,2799.204
2.072,2509.768
1.464,2259.158
2.152,2061.583
0.784,1933.371
0.728,1888.7
0.192,1933.392
1.296,3236.187
4.344,8263.958
3.6,7872.474
3.832,7483.324
3.664,7096.895
3.552,6713.654
3.816,6334.182
3.216,5959.197
3.248,5589.605
3.272,5226.547
3.08,4871.486
3.608,8100.621
0.336,3209.7
3.304,4526.303
3.392,4193.44
2.544,3876.071
2.496,3578.321
3.352,3305.496
1.744,3064.261
1.008,2862.614
1.544,2709.407
0.128,2613.175
0.944,2580.3
1.864,3236.2
0.28,2613.191
4.84,8481.62
3.944,8100.661
3.592,7723.018
4.368,7349.203
3.544,6979.83
3.264,6615.643
3.576,6257.548
3.48,5906.653
3.424,5564.32
4.616,8263.927
3.36,5232.231
2.568,4912.463
2.808,4607.582
2.816,4320.74
2.744,4055.767
3.928,3817.22
1.472,3610.341
1.312,3440.846
1.776,3314.476
0.448,3236.286
4.48,7872.441
1.008,3209.8
0.016,3236.299
4.448,8739.339
3.544,8370.119
3.528,8005.198
4.288,7645.192
3.856,7290.83
2.952,6942.975
3.624,6602.657
3.336,6271.102
3.592,7483.29
3.152,5949.776
3.176,5640.427
3.232,5345.135
3.008,5066.358
2.952,4806.971
2.464,4570.276
3.584,4359.971
1.696,4180.041
1.248,4034.551
2.656,3927.331
3.864,7096.858
0.064,3861.57
1.304,3839.4
3.696,9033.636
3.72,8676.947
3.736,8325.486
3.68,7979.942
3.272,7641.12
3.344,7309.954
2.896,6987.532
3.376,6713.616
3.392,6675.121
2.728,6374.195
3.112,6086.455
2.72,5813.862
2.864,5558.642
2.328,5323.297
1.76,5110.572
3.464,4923.4
1.88,4764.794
0.856,4637.685
3.056,6334.141
1.512,4544.717
0.28,4488.012
1.328,4468.95
0.032,4488.021
3.376,5959.154
2.896,5589.558
2.976,7722.977
3.024,5226.497
3.104,4871.433
2.584,4526.246
3.36,4193.379
2.752,3876.004
2.68,3578.249
4.184,3305.418
2.616,3064.177
2.568,2862.523
2.96,2709.312
2.976,7349.159
1.136,2613.076
0.36,2580.2
1.728,2613.092
4.256,8089.493
3.76,7689.131
3.464,7290.201
3.672,6892.953
3.456,6497.695
3.04,6104.814
3.184,5714.799
3.248,6979.784
3.616,5328.28
2.992,4946.078
3.2,4569.274
3.176,4199.323
2.968,3838.207
2.88,3488.67
2.624,3154.564
4.176,2841.337
1.832,2556.675
1.704,2311.157
2.912,6615.594
2.848,2118.437
1.112,1993.884
0.112,1950.6
1.168,1993.905
4.36,7961.179
4.064,7554.019
3.728,7147.552
3.944,6741.904
3.552,6337.232
3.0,5933.735
2.888,6257.496
3.84,5531.672
3.296,5131.378
2.952,4733.302
3.184,4338.056
3.064,3946.489
2.688,3559.817
2.952,3179.824
2.552,2809.224
4.208,2452.277
2.584,2115.905
2.448,5906.598
2.232,1811.605
3.088,1558.282
1.92,1384.211
1.176,1384.241
3.952,7881.195
3.8,7469.676
3.592,7058.354
4.176,6647.265
3.88,6236.455
2.368,5564.262
3.616,5825.983
3.632,5415.926
3.776,5006.386
2.808,4597.501
3.36,4189.463
3.104,3782.545
3.096,3377.153
2.904,2973.912
2.44,2573.831
4.04,2178.653
3.8,8288.048
3.264,7876.105
2.952,7464.3
1.872,4607.584
3.376,7052.659
3.392,6641.211
3.072,6229.995
3.064,5819.06
2.536,5408.471
2.704,4998.312
2.744,4588.698
2.48,4179.79
2.336,3771.818
2.152,3365.122
1.168,4320.733
1.992,2960.228
3.808,2557.992
1.616,2159.899
0.664,1768.749
1.344,1390.414
1.144,753.135
0.392,629.6
3.408,8359.482
3.216,7951.24
2.832,4055.749
2.824,7543.538
3.56,7136.469
2.968,6730.147
2.744,6324.716
3.344,5920.359
3.008,5517.313
2.76,5115.888
3.016,4716.496
2.472,4319.703
2.384,3926.296
1.416,3817.19
2.368,3537.405
2.12,3154.701
3.488,2780.74
1.28,2419.577
0.84,2077.899
1.768,1767.043
0.368,1506.216
1.856,1325.293
0.4,1259.2
3.472,8477.177
0.912,3610.298
3.696,8074.888
3.136,7673.758
3.944,7273.98
3.64,6875.789
3.176,6479.478
3.304,6085.413
3.424,5694.063
2.944,5306.026
3.008,4922.087
2.504,4543.285
1.384,3440.789
2.824,4171.02
1.888,3807.209
2.032,3454.525
3.0,3116.748
1.408,2799.278
0.8,2509.834
1.488,2259.213
0.12,2061.623
1.392,1933.392
0.472,1888.7
0.632,3314.404
3.68,8657.557
2.936,8264.053
3.168,7872.568
3.0,7483.418
2.888,7096.988
3.152,6713.746
2.552,6334.273
2.584,5959.288
2.608,5589.693
2.416,5226.634
2.944,8481.675
1.0,3236.2
2.64,4871.57
2.728,4526.385
1.88,4193.519
1.832,3876.146
2.688,3578.39
1.08,3305.559
0.344,3064.315
0.88,2862.657
0.792,2709.437
1.608,2613.191
1.2,3209.7
0.944,2580.3
4.176,8865.561
3.28,8481.712
2.928,8100.753
3.704,7723.109
2.88,7349.293
2.6,6979.918
2.912,6615.73
2.816,6257.633
2.76,5906.737
3.952,8657.527
2.696,5564.402
1.904,5232.31
2.144,4912.538
2.152,4607.653
2.08,4320.807
3.264,4055.828
0.808,3817.275
0.648,3610.387
1.112,3440.882
0.216,3314.501
3.816,8264.022
1.672,3236.299
0.68,3209.8
3.784,9112.428
2.88,8739.429
2.864,8370.208
3.624,8005.285
3.192,7645.278
2.288,7290.915
2.96,6943.058
2.672,6602.738
2.928,7872.535
2.488,6271.181
2.512,5949.852
2.568,5640.5
2.344,5345.204
2.288,5066.423
1.8,4807.031
2.92,4570.33
1.032,4360.019
0.584,4180.08
1.992,4034.582
3.2,7483.384
0.728,3927.352
1.968,3861.581
3.032,9395.045
3.056,9033.723
3.072,8677.033
3.016,8325.57
2.608,7980.025
2.68,7641.201
2.232,7310.033
2.712,7096.951
2.728,6987.609
2.064,6675.196
2.448,6374.266
2.056,6086.523
2.2,5813.926
1.664,5558.702
1.096,5323.351
2.8,5110.621
1.216,4923.442
0.192,4764.829
2.392,6713.708
0.848,4637.712
0.944,4544.735
1.992,4488.021
0.696,4468.95
2.712,6334.232
2.232,5959.244
2.312,8100.713
2.36,5589.647
2.44,5226.584
1.92,4871.517
2.696,4526.328
2.088,4193.457
2.016,3876.079
3.52,3578.318
1.952,3305.48
1.904,3064.231
2.296,2862.567
2.312,7723.068
0.472,2709.342
0.304,2613.092
1.064,2580.2
3.592,8491.183
3.096,8089.59
2.8,7689.228
3.008,7290.298
2.792,6893.049
2.376,6497.791
2.52,6104.909
2.584,7349.249
2.952,5714.893
2.328,5328.373
2.536,4946.169
2.512,4569.364
2.304,4199.412
2.216,3838.293
1.96,3488.753
3.512,3154.642
1.168,2841.41
1.04,2556.74
2.248,6979.872
2.184,2311.211
0.448,2118.476
0.552,1993.905
0.504,1950.6
3.696,8369.029
3.4,7961.277
3.064,7554.117
3.28,7147.65
2.888,6742.002
2.336,6337.33
2.224,6615.682
3.176,5933.833
2.632,5531.769
2.288,5131.474
2.52,4733.398
2.4,4338.151
2.024,3946.584
2.288,3559.91
1.888,3179.915
3.544,2809.312
1.92,2452.361
1.784,6257.582
1.568,2115.983
2.424,1811.674
1.256,1558.335
0.512,1321.1
3.288,8292.98
3.136,7881.295
2.928,7469.776
3.512,7058.454
3.216,6647.365
1.704,5906.682
2.952,6236.555
2.968,5826.083
3.112,5416.026
2.144,5006.485
2.696,4597.6
2.44,4189.561
2.432,3782.643
2.24,3377.251
1.776,2974.009
3.376,2573.927
0.536,413.2
0.848,826.4
1.928,6271.041
0.424,1239.6
0.408,1652.8
0.728,2066.0
0.736,2479.2
1.264,2892.4
1.096,3305.6
1.056,3718.8
1.32,4132.0
1.464,4545.2
1.648,4958.4
2.632,6602.599
1.808,5371.6
0.008,5784.8
2.184,6198.0
3.136,6611.2
2.456,7024.4
4.944,7850.8
3.408,8264.1
0.392,629.6
0.584,753.081
0.968,6942.92
0.976,1038.91
0.24,1390.325
0.832,1768.656
1.056,2159.804
0.456,2557.895
0.792,2960.131
1.04,3365.024
0.784,3771.72
1.328,4179.691
1.416,4588.599
2.384,7290.777
1.432,4998.212
1.68,5408.372
0.312,5818.961
2.52,6229.896
2.96,6641.111
2.032,7052.559
3.432,7464.201
5.656,7876.005
4.2,8288.048
0.328,1259.1
2.888,7645.142
0.104,1325.167
0.664,1506.078
0.144,1766.902
0.16,2077.759
0.624,2419.44
0.496,2780.605
0.376,3154.57
0.856,3537.276
0.792,3926.169
1.296,4319.578
2.416,8005.15
0.976,4716.373
1.912,5115.766
1.768,5517.193
0.8,5920.24
2.392,6324.598
3.0,6730.03
2.312,7136.353
3.68,7543.423
5.192,7951.125
4.272,8359.467
3.168,8370.073
0.12,1950.7
0.864,1993.982
0.632,2118.53
0.8,2311.242
0.912,2556.752
0.648,2841.406
1.248,3154.626
1.216,3488.726
1.192,3838.258
1.384,4199.369
0.856,3861.471
4.8,8739.295
1.16,4569.317
1.072,4946.117
1.92,5328.317
1.968,5714.833
1.112,6104.846
2.72,6497.725
3.456,6892.982
2.92,7290.228
4.592,7689.156
5.408,8089.517
2.6,9112.386
4.744,8491.206
0.376,2580.2
0.52,2613.076
0.872,2709.312
0.096,2862.523
0.92,3064.177
1.2,3305.418
0.888,3578.249
0.984,3876.004
1.04,4193.379
0.152,3209.8
1.104,4526.246
1.896,4871.433
1.656,5226.497
1.648,5589.558
1.72,5959.154
0.536,6334.141
2.992,6713.616
3.152,7096.858
2.688,7483.29
4.016,7872.441
0.016,3236.286
5.472,8263.927
4.48,8657.527
0.016,3209.8
0.92,3236.286
0.936,3314.476
0.176,3440.846
0.608,3610.341
1.512,3817.22
0.84,4055.767
1.128,4320.74
0.872,3314.476
1.312,4607.582
1.288,4912.463
1.232,5232.231
1.456,5564.32
1.512,5906.653
2.0,6257.548
0.88,6615.643
2.768,6979.83
3.216,7349.203
1.808,7723.018
0.6,3440.846
4.528,8100.661
5.768,8481.62
0.768,3839.35
0.744,3861.521
0.728,3927.282
0.784,4034.503
1.192,4179.995
1.12,4359.927
1.568,4570.234
1.088,3610.341
1.072,4806.931
1.736,5066.32
1.352,5345.099
1.744,5640.393
1.6,5949.744
2.136,6271.072
2.704,6602.628
1.0,6942.947
2.584,7290.803
3.608,7645.167
1.408,3817.22
2.952,8005.174
4.744,8370.096
5.792,8739.317
4.496,9112.407
1.088,4055.767
1.568,4320.74
1.488,3927.233
1.44,4607.582
1.36,4912.463
1.88,5232.231
1.104,5564.32
1.712,5906.653
1.784,6257.548
0.28,6615.643
1.848,6979.83
1.896,7349.203
1.504,7723.018
1.488,4034.456
3.328,8100.661
4.104,8481.62
2.736,8865.561
0.208,2580.2
0.704,2613.076
1.0,2709.312
0.792,2862.523
1.008,3064.177
1.424,3305.418
1.28,3578.249
1.216,4179.949
0.848,3876.004
1.472,4193.379
1.264,4526.246
1.288,4871.433
1.496,5226.497
1.584,5589.558
1.84,5959.154
0.288,6334.141
2.632,6713.616
2.76,7096.858
