MR4_100_212,"[1536.68, 1546.368, 1556.16]"
MR4_100_213,"[1545.952, 1555.752, 1536.288]"
MR4_100_214,"[1546.32, 1556.12, 1536.648]"
MR4_100_215,"[1536.592, 1546.264, 1556.072]"
MR4_100_216,"[1536.608, 1546.28, 1556.072]"
MR4_100_217,"[1536.496, 1555.968, 1546.168]"
MR4_100_218,"[1536.728, 1556.192, 1546.408]"
MR4_100_219,"[1556.104, 1546.312, 1536.64]"
MR4_100_22,"[1556.208, 1536.712, 1546.4]"
MR4_100_220,"[1536.672, 1556.152, 1546.352]"
MR4_100_221,"[1536.696, 1556.168, 1546.376]"
MR4_100_222,"[1556.136, 1536.664, 1546.344]"
MR4_100_223,"[1555.816, 1536.344, 1546.016]"
MR4_100_224,"[1555.968, 1536.504, 1546.176]"
MR4_100_225,"[1555.976, 1546.184, 1536.52]"
MR4_100_226,"[1555.856, 1546.072, 1536.4]"
MR4_100_227,"[1535.76, 1545.424, 1555.2]"
MR4_100_228,"[1555.328, 1535.88, 1545.552]"
MR4_100_229,"[1564.44, 1535.128, 1554.552, 1544.776, 1564.44, 1544.776, 1544.776, 1544.776, 1544.776, 1544.776]"
MR4_100_23,"[1536.488, 1546.168, 1555.968]"
MR4_100_230,"[1564.136, 1554.24, 1544.472]"
MR4_100_231,"[1564.224, 1554.328, 1544.568, 1564.224, 1554.328, 1554.328, 1564.224, 1554.328]"
MR4_100_232,"[1556.12, 1536.648, 1546.328]"
MR4_100_233,"[1546.568, 1536.888, 1556.36]"
MR4_100_234,"[1556.064, 1546.264, 1536.584]"
MR4_100_235,"[1556.16, 1536.68, 1546.36]"
MR4_100_236,"[1546.4, 1536.712, 1556.192]"
MR4_100_237,"[1536.432, 1555.904, 1546.104]"
MR4_100_238,"[1556.216, 1536.728, 1546.416]"
MR4_100_239,"[1556.192, 1546.392, 1536.712]"
MR4_100_24,"[1555.936, 1536.464, 1546.136]"
MR4_100_240,"[1536.504, 1546.176, 1555.976]"
MR4_100_241,"[1546.448, 1536.768, 1556.24]"
MR4_100_242,"[1536.808, 1546.488, 1556.272]"
MR4_100_243,"[1546.344, 1536.664, 1556.128]"
MR4_100_244,"[1536.336, 1555.808, 1546.008]"
MR4_100_245,"[1546.328, 1556.12, 1536.664]"
MR4_100_246,"[1546.464, 1536.792, 1556.248]"
MR4_100_247,"[1555.664, 1545.88, 1536.216]"
MR4_100_248,"[1555.544, 1536.088, 1545.76]"
MR4_100_249,"[1536.104, 1555.552, 1545.76]"
MR4_100_25,"[1546.688, 1536.992, 1556.48]"
MR4_100_250,"[1564.32, 1535.0, 1544.648, 1554.424, 1564.32, 1544.648, 1544.648, 1544.648, 1544.648, 1544.648]"
MR4_100_251,"[1563.824, 1553.936, 1544.176]"
MR4_100_252,"[1564.296, 1544.656, 1535.008, 1554.424, 1564.296, 1535.008, 1544.656, 1544.656, 1544.656]"
MR4_100_253,"[1536.344, 1546.008, 1555.808]"
MR4_100_254,"[1546.016, 1536.344, 1555.816]"
MR4_100_255,"[1545.8, 1555.6, 1536.128]"
MR4_100_256,"[1536.568, 1556.04, 1546.248]"
MR4_100_257,"[1536.536, 1556.008, 1546.208]"
MR4_100_258,"[1545.992, 1536.336, 1555.784]"
MR4_100_259,"[1536.824, 1556.304, 1546.512]"
MR4_100_26,"[1535.888, 1545.56, 1555.336]"
MR4_100_260,"[1536.592, 1556.064, 1546.272]"
MR4_100_261,"[1536.624, 1556.104, 1546.304]"
MR4_100_263,"[1536.624, 1556.096, 1546.304]"
MR4_100_264,"[1545.936, 1536.272, 1555.72]"
MR4_100_265,"[1536.752, 1556.224, 1546.432]"
MR4_100_267,"[1555.944, 1536.48, 1546.152]"
MR4_100_268,"[1555.848, 1536.384, 1546.056]"
MR4_100_269,"[1535.824, 1555.264, 1545.496]"
MR4_100_27,"[1536.136, 1545.8, 1555.6]"
MR4_100_270,"[1555.8, 1536.352, 1546.008]"
MR4_100_271,"[1564.952, 1555.056, 1545.288, 1535.624]"
MR4_100_272,"[1564.44, 1554.552, 1535.128, 1544.784, 1564.44, 1544.784, 1544.784, 1544.784, 1544.784, 1544.784]"
MR4_100_273,"[1564.464, 1544.8, 1535.16, 1554.568, 1564.464, 1544.8, 1544.8, 1544.8, 1544.8]"
MR4_100_274,"[1536.344, 1555.816, 1546.016]"
MR4_100_275,"[1536.528, 1556.008, 1546.208]"
MR4_100_276,"[1545.664, 1536.0, 1555.44]"
MR4_100_277,"[1555.832, 1536.36, 1546.032]"
MR4_100_278,"[1536.656, 1546.336, 1556.128]"
MR4_100_279,"[1545.56, 1555.336, 1535.888]"
MR4_100_28,"[1555.92, 1536.448, 1546.12]"
MR4_100_280,"[1546.704, 1556.488, 1537.024]"
MR4_100_281,"[1536.744, 1556.224, 1546.416]"
MR4_100_282,"[1555.848, 1536.376, 1546.048]"
MR4_100_283,"[1546.52, 1556.312, 1536.848]"
MR4_100_284,"[1556.272, 1546.48, 1536.8]"
MR4_100_285,"[1536.304, 1545.968, 1555.76]"
MR4_100_286,"[1556.04, 1536.584, 1546.256]"
MR4_100_287,"[1536.192, 1545.848, 1555.648]"
MR4_100_288,"[1556.112, 1546.312, 1536.64]"
MR4_100_289,"[1535.84, 1555.28, 1545.504]"
MR4_100_29,"[1536.632, 1556.112, 1546.312]"
MR4_100_290,"[1555.304, 1535.856, 1545.52]"
MR4_100_291,"[1555.736, 1536.28, 1545.944]"
MR4_100_292,"[1565.0, 1545.368, 1535.712, 1555.136]"
MR4_100_293,"[1564.52, 1535.208, 1544.856, 1554.624, 1564.52, 1535.208, 1544.856, 1535.208, 1544.856, 1544.856]"
MR4_100_294,"[1564.392, 1544.728, 1535.08, 1554.496, 1564.392, 1544.728, 1544.728, 1544.728, 1544.728, 1544.728]"
MR4_100_3,"[1536.304, 1555.776, 1545.968]"
MR4_100_30,"[1546.304, 1556.104, 1536.624]"
MR4_100_31,"[1536.032, 1555.496, 1545.712]"
MR4_100_32,"[1536.264, 1545.928, 1555.72]"
MR4_100_33,"[1536.536, 1546.2, 1556.008]"
MR4_100_34,"[1556.472, 1537.0, 1546.68]"
MR4_100_35,"[1555.968, 1546.168, 1536.512]"
MR4_100_36,"[1557.024, 1537.536, 1547.224]"
MR4_100_37,"[1556.248, 1536.776, 1546.448]"
MR4_100_38,"[1556.448, 1546.664, 1536.984]"
MR4_100_39,"[1537.528, 1547.2, 1557.0]"
MR4_100_4,"[1555.728, 1536.264, 1545.936]"
MR4_100_40,"[1556.208, 1546.416, 1536.752]"
MR4_100_41,"[1545.576, 1555.344, 1535.92]"
MR4_100_42,"[1546.592, 1536.92, 1556.376]"
MR4_100_43,"[1536.368, 1555.84, 1546.04]"
MR4_100_44,"[1536.208, 1545.88, 1555.68]"
MR4_100_45,"[1536.192, 1545.872, 1555.664]"
MR4_100_46,"[1536.352, 1555.832, 1546.024]"
MR4_100_47,"[1536.728, 1546.416, 1556.216]"
MR4_100_48,"[1556.136, 1536.656, 1546.336]"
MR4_100_49,"[1536.728, 1556.216, 1546.416]"
MR4_100_5,"[1535.968, 1545.624, 1555.416]"
MR4_100_50,"[1536.624, 1556.096, 1546.304]"
MR4_100_51,"[1546.376, 1536.688, 1556.16]"
MR4_100_52,"[1556.312, 1546.52, 1536.84]"
MR4_100_53,"[1536.608, 1556.08, 1546.28]"
MR4_100_54,"[1536.592, 1546.264, 1556.072]"
MR4_100_55,"[1536.768, 1546.44, 1556.224]"
MR4_100_56,"[1556.52, 1537.04, 1546.728]"
MR4_100_57,"[1556.488, 1537.008, 1546.696]"
MR4_100_58,"[1556.112, 1536.648, 1546.328]"
MR4_100_59,"[1536.496, 1546.16, 1555.96]"
MR4_100_6,"[1536.264, 1555.728, 1545.936]"
MR4_100_60,"[1556.096, 1536.632, 1546.304]"
MR4_100_61,"[1536.4, 1555.864, 1546.072]"
MR4_100_62,"[1555.448, 1536.0, 1545.664]"
MR4_100_63,"[1555.968, 1546.176, 1536.52]"
MR4_100_64,"[1536.304, 1555.776, 1545.976]"
MR4_100_65,"[1555.856, 1536.376, 1546.056]"
MR4_100_66,"[1536.472, 1555.952, 1546.152]"
MR4_100_67,"[1556.152, 1536.68, 1546.36]"
MR4_100_68,"[1556.048, 1546.256, 1536.584]"
MR4_100_69,"[1536.52, 1556.0, 1546.192]"
MR4_100_7,"[1535.872, 1545.544, 1555.328]"
MR4_100_70,"[1556.44, 1546.648, 1536.952]"
MR4_100_71,"[1536.52, 1546.2, 1556.0]"
MR4_100_72,"[1536.352, 1546.016, 1555.816]"
MR4_100_73,"[1536.56, 1546.24, 1556.04]"
MR4_100_74,"[1536.856, 1556.336, 1546.544]"
MR4_100_75,"[1556.392, 1536.904, 1546.6]"
MR4_100_76,"[1536.728, 1556.2, 1546.416]"
MR4_100_77,"[1556.368, 1546.576, 1536.888]"
MR4_100_78,"[1537.28, 1556.76, 1546.952]"
MR4_100_79,"[1555.856, 1536.4, 1546.064]"
MR4_100_8,"[1536.336, 1555.808, 1546.0]"
MR4_100_80,"[1556.088, 1536.632]"
MR4_100_81,"[1537.208, 1556.688, 1546.88]"
MR4_100_82,[1555.896]
MR4_100_83,"[1555.496, 1536.056, 1545.712]"
MR4_100_84,"[1536.264, 1545.92, 1555.704]"
MR4_100_85,"[1555.752, 1536.272, 1545.952]"
MR4_100_86,"[1536.56, 1556.032, 1546.232]"
MR4_100_87,"[1545.768, 1536.104, 1555.56]"
MR4_100_88,"[1556.128, 1546.336, 1536.656]"
MR4_100_89,"[1556.024, 1536.544, 1546.224]"
MR4_100_9,"[1536.088, 1555.536, 1545.752]"
MR4_100_90,"[1536.632, 1556.112, 1546.32]"
MR4_100_91,"[1536.768, 1556.248, 1546.456]"
MR4_100_92,"[1536.64, 1556.12, 1546.328]"
MR4_100_93,"[1536.68, 1556.144, 1546.352, 1556.144, 1556.144, 1556.144, 1556.144, 1556.144]"
MR4_100_94,"[1556.248, 1536.768, 1546.456]"
MR4_100_95,"[1536.528, 1546.192, 1555.984]"
MR4_100_96,"[1536.624, 1556.104, 1546.296]"
MR4_100_97,"[1555.928, 1536.464, 1546.136]"
MR4_100_98,"[1536.648, 1556.12, 1546.328]"
MR4_100_99,"[1556.464, 1536.984, 1546.672]"
