Distance,Qfactor_Diff,ER_Diff
4193.44,10.4,0.082
4526.303,888.182,2.256
5232.249,1.5,0.303
4871.57,1064.667,2.803
5232.231,1.1,0.695
4912.463,0.2,0.387
4607.582,1070.778,2.58
4320.74,0.5,2.9
4055.767,0.85,1.323
3817.22,1073.056,2.857
3610.341,1.45,1.421
3440.846,878.591,0.75
3314.476,0.55,1.173
4871.433,0.0,0.207
3236.286,0.3,0.741
3209.8,0.15,2.322
3236.286,0.35,1.852
3314.476,2.4,0.205
3440.846,1612.0,3.599
3610.341,879.864,1.32
3817.22,1071.611,3.41
4055.767,6.1,2.36
4320.74,2234.462,5.507
4607.582,10.15,1.189
4526.246,879.955,2.582
4912.463,889.591,0.968
5232.31,11.45,0.947
5640.427,1073.389,1.261
5345.135,1075.056,2.494
5066.358,0.85,1.095
4806.971,0.25,2.517
4570.276,1073.889,2.737
4359.971,1.85,1.253
4180.041,0.1,2.375
4034.551,0.05,3.004
4193.379,880.136,2.223
3927.331,1.4,0.771
3861.57,1074.222,3.511
3839.4,1074.5,2.913
3861.57,0.35,3.528
3927.331,2.45,0.916
4034.551,1073.389,2.234
4180.041,1074.333,2.005
4359.971,3.25,2.856
4570.276,4.0,1.618
4806.971,4.0,2.411
3876.004,1075.889,2.996
5066.358,1061.722,2.339
5345.135,13.9,1.766
5640.5,10.9,3.359
6086.455,1071.167,2.371
5813.862,1071.222,2.696
5558.642,1069.722,1.976
5323.297,0.95,0.127
5110.572,1611.833,3.454
4923.4,1071.056,0.219
4764.794,0.7,0.19
3578.249,1068.056,1.264
4637.685,1611.5,2.847
4544.717,879.182,2.311
4468.95,1611.333,5.387
4488.012,1070.667,2.028
4544.717,0.2,1.181
4764.794,1.55,0.611
4923.4,880.591,2.234
5110.572,883.773,0.535
3305.418,1069.722,2.322
5323.297,880.864,0.268
5558.642,1066.167,1.773
5813.862,1619.25,2.988
6086.523,1062.778,3.444
6501.755,880.818,1.473
6247.309,1.2,0.118
6010.523,1068.778,2.102
5793.563,880.727,0.316
5598.735,1073.444,2.84
5428.421,5.25,1.834
3064.177,1.75,0.051
5284.992,1076.0,1.904
5170.687,0.1,0.814
5087.468,880.636,1.461
5036.877,1074.722,2.362
5019.9,1074.444,0.88
5036.877,2.7,0.57
5087.468,0.9,0.031
5170.687,1070.056,2.182
5284.992,1073.278,3.49
5428.421,5.6,2.989
2862.523,0.55,1.965
5598.735,883.636,0.191
5793.563,2.85,1.149
6010.523,6.45,1.49
6247.309,9.65,2.909
6501.819,1062.278,0.687
4607.512,2.7,0.625
2709.312,0.6,3.735
2613.076,1069.111,0.065
2580.2,2.95,1.485
2613.076,1072.5,2.42
2709.312,1.75,1.004
2862.523,1072.278,2.872
3064.177,5.15,1.867
3305.418,0.3,0.381
3578.249,1075.722,3.508
3876.004,1079.444,3.289
4320.666,2.9,0.294
4193.379,0.1,2.783
4526.246,1068.167,1.719
4871.517,1075.222,2.161
4569.274,880.682,3.072
4199.323,2412.188,2.638
3838.207,1070.222,2.603
3488.67,880.773,1.261
3154.564,0.1,0.086
2841.337,0.4,0.775
2556.675,878.545,3.693
4055.688,4.85,1.42
2311.157,0.6,0.35
2118.437,0.15,1.792
1993.884,0.75,0.944
1950.6,0.75,1.222
1993.884,1072.944,0.388
2118.437,878.409,1.744
2311.157,2.05,0.903
2556.675,1.85,2.246
2841.337,0.45,0.622
3154.564,1.5,1.192
3817.136,881.273,1.841
3488.67,0.6,1.313
3838.207,2.05,2.221
4199.323,4.6,0.129
4569.364,1072.333,0.745
4338.056,881.045,1.434
3946.489,2.15,1.387
3559.817,2762.536,5.184
3179.824,0.25,0.775
2809.224,0.9,0.009
2452.277,1.3,1.756
3610.252,1067.944,0.846
2115.905,1.55,0.131
1811.605,1611.875,3.705
1558.282,2.4,2.286
1384.211,1.0,1.137
1321.1,1074.889,3.195
1384.211,877.5,4.789
1811.605,877.636,1.712
2115.905,3.45,1.541
2452.277,880.545,0.616
3440.753,880.909,1.474
3179.824,875.909,0.185
3946.489,4.3,1.205
4338.151,881.364,3.115
4189.463,881.182,2.033
3782.545,1611.708,4.572
3377.153,1069.5,2.303
2973.912,0.4,0.896
2573.831,1.1,1.156
3314.379,1069.333,1.672
2178.653,0.5,1.022
1791.625,0.35,2.534
1419.43,0.45,0.477
1077.548,878.909,3.738
805.547,878.318,1.955
691.5,1.3,0.581
805.547,0.65,1.246
1077.548,1.65,0.329
1419.43,0.45,0.918
5564.262,1072.394,2.611
3314.379,1076.094,3.071
1791.625,1075.944,4.156
2178.653,1073.094,1.189
2573.831,2683.278,7.769
2973.912,1077.894,3.987
3377.153,1080.744,3.983
3782.643,1078.794,2.24
4545.2,1952.172,8.354
4132.0,1954.672,6.246
3718.8,0.389,2.812
3305.6,1074.894,4.179
3236.187,1075.194,4.225
2892.4,1075.694,4.402
2479.2,1076.744,5.397
2066.0,1075.544,4.33
1652.8,1074.144,3.869
1239.6,3.833,2.365
826.4,3.111,3.33
413.2,1073.444,3.891
413.2,1074.094,1.29
826.4,1952.126,5.847
3209.7,1074.744,4.331
1239.6,1072.194,5.313
1652.8,1953.717,5.925
2066.0,2.444,2.576
2479.2,1077.294,2.74
2892.4,2688.986,7.353
3305.6,1958.444,6.338
3718.9,1081.394,4.481
4588.599,1071.694,3.597
4179.691,1952.081,5.157
3771.72,1075.594,4.423
3236.187,1953.444,3.363
3365.024,1073.894,2.592
2960.131,0.833,2.543
2557.895,1073.594,3.73
2159.804,3.167,2.663
1768.656,1073.394,3.202
1390.325,1076.044,2.832
1038.91,1.722,2.063
629.6,1071.744,2.55
753.081,1074.694,3.093
3314.379,1072.594,2.741
1038.91,1072.594,3.953
1390.325,0.556,2.62
1768.656,1077.644,6.746
2159.804,1076.794,2.154
2557.895,1076.294,4.941
2960.131,2689.778,6.03
3365.024,1083.344,2.008
3771.818,2691.028,8.985
4716.4,1073.694,3.217
4319.607,1074.244,2.569
3440.753,2.833,0.318
3926.201,1076.744,1.549
3537.312,1074.844,5.455
3154.61,1952.581,5.681
2780.651,1072.194,5.349
2419.492,1073.094,3.698
2077.819,2683.903,7.388
1766.973,1951.854,5.785
1506.161,1951.49,4.789
1325.262,0.333,0.668
1259.2,2.611,1.319
3610.252,1073.494,3.61
1325.262,2685.153,6.081
1506.161,1952.354,6.11
1766.973,0.278,1.486
2077.819,1079.494,2.791
2419.492,1077.694,1.244
2780.651,1953.581,4.799
3154.61,1080.994,0.566
3537.312,14.389,0.805
3926.296,1328.868,0.028
4921.995,1954.217,5.98
3817.136,1074.544,5.522
4543.194,1952.672,7.32
4170.93,1074.294,5.992
3807.122,1074.544,6.52
3454.441,1071.944,3.752
3116.668,1075.694,3.947
2799.204,0.333,0.615
2509.768,1.444,3.045
2259.158,0.611,2.195
2061.583,1951.217,6.03
1933.371,0.611,1.303
4055.688,1952.944,6.825
1888.7,1951.126,6.304
1933.371,1.5,1.325
2061.583,1.611,1.482
2259.158,1074.744,3.737
2509.768,1079.394,2.35
2799.204,1958.126,6.069
3116.668,1956.626,3.799
3454.441,11.5,2.817
3807.122,1087.644,2.033
4171.02,1083.944,5.262
4320.666,0.389,4.28
5226.547,1953.626,5.813
4871.486,1074.344,5.25
4526.303,1.944,2.778
4193.44,1951.854,6.866
3876.071,1951.717,4.973
3578.321,1.556,3.317
3305.496,1072.494,2.897
3064.261,1951.263,6.391
2862.614,1073.994,3.819
2709.407,1953.626,4.768
5232.17,1077.544,5.118
4607.512,4.556,1.966
2613.175,1073.494,5.453
2580.3,1072.444,3.238
2613.175,1952.081,6.146
2709.407,1072.744,5.011
2862.614,2686.903,7.391
3064.261,1956.535,4.568
3305.496,1078.744,3.118
3578.321,1956.854,8.261
3876.071,1083.844,3.973
4193.44,1961.626,6.147
4912.473,1074.944,4.193
4526.385,8.778,1.088
5564.32,1074.544,3.196
5232.231,1073.644,4.278
4912.463,2.667,1.311
4607.582,1073.944,0.991
4320.74,1074.294,2.568
4055.767,0.389,1.034
3817.22,1074.894,5.312
3610.341,1952.035,4.641
3440.846,1073.994,2.718
5226.497,1073.444,4.098
3314.476,1073.744,4.632
3236.286,1073.594,1.568
3209.8,1073.794,2.038
3236.286,1075.844,3.686
3314.476,2685.444,7.49
3440.846,1953.308,2.571
3610.341,1.833,0.481
3817.22,1079.544,1.531
4055.767,3307.906,9.398
4320.74,1083.594,2.702
4871.433,1953.399,6.473
4607.582,1963.035,4.859
4912.538,1084.894,2.944
5949.776,0.056,2.63
5640.427,1.611,1.397
5345.135,1074.294,2.796
5066.358,1073.694,1.374
4806.971,0.444,1.153
4570.276,1075.294,2.638
4359.971,1073.344,1.515
4180.041,1073.494,0.887
4526.246,1953.581,6.114
4034.551,1074.844,3.12
3927.331,0.778,0.38
3861.57,1.056,0.977
3839.4,1073.794,0.363
3861.57,1075.894,2.975
3927.331,0.056,1.657
4034.551,0.889,1.886
4180.041,1076.694,1.035
4359.971,1077.444,2.273
4570.276,1077.444,6.302
4193.379,2.444,0.895
4806.971,11.722,1.552
5066.358,1087.344,2.125
5345.204,1084.344,0.532
6374.195,2.278,1.52
6086.455,2.222,1.195
5813.862,3.722,1.915
5558.642,1074.394,3.764
5323.297,2685.278,7.345
5110.572,2.389,3.671
4923.4,1072.744,4.081
3876.004,5.389,2.626
4764.794,2684.944,6.738
4637.685,1952.626,6.202
4488.012,2684.778,9.278
4468.95,2.778,1.863
4488.012,1073.244,5.072
4637.685,1074.994,3.28
4764.794,1954.035,6.125
4923.4,1957.217,4.426
3578.249,3.722,1.568
5110.572,1954.308,4.159
5323.297,7.278,2.118
5558.642,2692.694,6.879
5813.926,10.667,0.447
6771.871,1954.263,5.364
6501.755,1074.644,3.773
6247.309,4.667,1.789
6010.523,1954.172,4.207
5793.563,0.0,1.051
5598.735,1078.694,2.057
3305.418,1075.194,3.84
5428.421,2.556,1.987
5284.992,1073.344,4.704
5170.687,1954.081,5.351
5087.468,1.278,1.529
5036.877,1.0,3.011
5019.9,1076.144,4.461
5036.877,1074.344,3.859
5087.468,3.389,1.709
5170.687,0.167,0.401
5284.992,1079.044,0.902
3064.177,1073.994,1.926
5428.421,1957.081,4.082
5598.735,1076.294,2.741
5793.563,1079.894,2.401
6010.523,1083.094,0.982
6247.369,11.167,3.203
4912.397,1076.144,4.516
2862.523,1074.044,0.156
2709.312,4.333,3.825
2613.076,1076.394,2.406
2580.2,0.944,1.471
2613.076,1071.694,4.895
2709.312,1.167,1.018
2862.523,1068.294,2.023
3064.177,1073.144,3.51
3305.418,2.278,0.383
3578.249,6.0,0.602
4607.512,1076.344,4.185
3876.004,1073.344,1.108
4193.379,5.278,2.171
4526.328,1.778,1.73
4946.078,1954.126,6.962
4569.274,1338.743,1.252
4199.323,3.222,1.288
3838.207,1954.217,5.152
3488.67,1073.344,3.805
3154.564,1073.844,3.116
2841.337,1951.99,7.584
4320.666,1078.294,5.311
2556.675,1074.044,3.541
2311.157,1073.594,2.099
2118.437,1072.694,4.834
1993.884,1074.194,5.112
1950.6,0.5,4.279
1993.884,1951.854,5.634
2118.437,1071.394,2.988
2311.157,1071.594,6.137
2556.675,1073.894,4.513
2841.337,1074.944,2.699
4055.688,1954.717,5.732
3154.564,1074.044,5.204
3488.67,1075.494,1.67
3838.207,1078.044,3.762
4199.412,1.111,3.146
4733.302,1954.49,5.325
4338.056,1075.594,5.277
3946.489,3835.98,9.074
3559.817,1073.694,4.666
3179.824,1074.344,3.9
2809.224,1074.744,2.135
3817.136,5.5,3.045
2452.277,1071.894,3.76
2115.905,2685.319,7.596
1811.605,1075.844,6.176
1558.282,1074.444,2.754
1384.211,1.444,0.695
1321.1,1950.944,8.68
1558.282,1951.081,5.603
1811.605,1069.994,2.35
2115.905,1953.99,4.507
3610.252,1954.354,5.365
2809.224,1949.354,4.076
3559.817,1077.744,5.096
3946.584,1954.808,7.006
4597.501,1954.626,5.924
4189.463,2685.153,8.463
3782.545,3.944,1.588
3377.153,1073.844,2.995
2973.912,1074.544,5.047
3440.753,4.111,2.219
2573.831,1073.944,2.869
2178.653,1073.094,1.357
1791.625,1073.894,4.368
1419.43,1952.354,7.629
1077.548,1951.763,5.846
805.547,1074.744,4.472
691.5,1074.094,2.645
805.547,1075.094,3.562
1077.548,1073.894,4.809
5906.598,1.7,1.32
3440.753,2.0,1.781
1419.43,1.85,2.865
1791.625,1.0,0.101
2178.653,1609.183,6.478
2573.831,3.8,2.696
2973.912,6.65,2.693
3377.251,4.7,0.949
4958.4,878.077,7.064
4545.2,880.577,4.956
4132.0,1073.706,1.521
3718.8,0.8,2.888
3314.379,1.1,2.935
3305.6,1.6,3.111
2892.4,2.65,4.106
2479.2,1.45,3.04
2066.0,0.05,2.578
1652.8,1077.928,1.074
1239.6,1077.206,2.039
826.4,0.65,2.6
413.2,1074.094,1.29
413.2,878.032,4.557
3236.187,0.65,3.04
826.4,1.9,4.022
1239.6,879.623,4.635
1652.8,1071.65,1.285
2066.0,3.2,1.449
2479.2,1614.892,6.063
2892.4,884.35,5.048
3305.7,7.3,3.191
4998.212,2.4,2.306
4588.599,877.986,3.866
4179.691,1.5,3.132
3209.7,879.35,2.073
3771.72,0.2,1.302
3365.024,1073.261,1.252
2960.131,0.5,2.439
2557.895,1077.261,1.373
2159.804,0.7,1.912
1768.656,1.95,1.542
1390.325,1072.372,0.773
753.081,2.35,1.26
629.6,0.6,1.803
3236.187,1.5,1.451
753.081,1.5,2.662
1038.91,1074.65,1.329
1390.325,3.55,5.456
1768.656,2.7,0.864
2159.804,2.2,3.651
2557.895,1615.683,4.74
2960.131,9.25,0.717
3365.122,1616.933,7.694
5115.791,0.4,1.927
4716.4,0.15,1.279
3314.379,1076.928,1.608
4319.607,2.65,0.259
3926.201,0.75,4.164
3537.312,878.486,4.39
3154.61,1.9,4.059
2780.651,1.0,2.408
2419.492,1609.808,6.098
2077.819,877.759,4.495
1766.973,877.395,3.498
1506.161,1073.761,0.622
1325.262,1076.706,0.028
3440.753,0.6,2.319
1259.2,1611.058,4.791
1325.262,878.259,4.82
1506.161,1073.817,0.196
1766.973,5.4,1.501
2077.819,3.6,0.047
2419.492,879.486,3.509
2780.651,6.9,0.724
3154.61,1059.706,0.485
3537.405,2402.962,1.262
5305.932,880.123,4.689
3610.252,0.45,4.232
4921.995,878.577,6.029
4543.194,0.2,4.702
4170.93,0.45,5.229
3807.122,2.15,2.461
3454.441,1.6,2.657
3116.668,1074.428,0.676
2799.204,1075.539,1.755
2509.768,1074.706,0.905
2259.158,877.123,4.74
2061.583,1074.706,0.013
3817.136,878.85,5.535
1933.371,877.032,5.014
1888.7,1072.594,0.034
1933.371,1072.483,0.192
2061.583,0.65,2.446
2259.158,5.3,1.06
2509.768,884.032,4.779
2799.204,882.532,2.508
3116.668,1062.594,1.526
3454.441,13.55,0.742
3807.209,9.85,3.972
4055.688,1074.483,2.99
5589.605,879.532,4.522
5226.547,0.25,3.96
4871.486,1072.15,1.488
4526.303,877.759,5.576
4193.44,877.623,3.683
3876.071,1072.539,2.027
3578.321,1.6,1.607
3305.496,877.168,5.1
3064.261,0.1,2.529
2862.614,879.532,3.478
5564.262,3.45,3.828
4320.666,1069.539,0.675
2709.407,0.6,4.162
2613.175,1.65,1.947
2580.3,877.986,4.856
2613.175,1.35,3.721
2709.407,1612.808,6.101
2862.614,882.441,3.278
3064.261,4.65,1.828
3305.496,882.759,6.971
3578.321,9.75,2.682
3876.071,887.532,4.857
4607.584,0.85,2.903
4193.519,1065.317,0.203
5906.653,0.45,1.906
5564.32,0.45,2.987
5232.231,1071.428,0.02
4912.463,0.15,0.3
4607.582,0.2,1.277
4320.74,1073.706,0.257
4055.767,0.8,4.022
3817.22,877.941,3.35
3610.341,0.1,1.427
5589.558,0.65,2.808
3440.846,0.35,3.341
3314.476,0.5,0.278
3236.286,0.3,0.748
3209.8,1.75,2.395
3236.286,1611.35,6.2
3314.476,879.214,1.28
3440.846,1072.261,0.81
3610.341,5.45,0.24
3817.22,2233.812,8.108
4055.767,9.5,1.412
5226.497,879.305,5.182
4320.74,888.941,3.569
4607.653,10.8,1.654
6271.102,1074.039,1.34
5949.776,1075.706,0.106
5640.427,0.2,1.505
5345.135,0.4,0.084
5066.358,1074.539,0.137
4806.971,1.2,1.347
4570.276,0.75,0.225
4359.971,0.6,0.403
4871.433,879.486,4.824
4180.041,0.75,1.83
4034.551,1074.872,0.911
3927.331,1075.15,0.313
3861.57,0.3,0.928
3839.4,1.8,1.684
3861.57,1074.039,0.367
3927.331,1074.983,0.595
4034.551,2.6,0.255
4180.041,3.35,0.983
4359.971,3.35,5.011
4526.246,1076.539,0.396
4570.276,1062.372,0.262
4806.971,13.25,0.835
5066.423,10.25,0.758
6675.121,1071.817,0.229
6374.195,1071.872,0.095
6086.455,1070.372,0.624
5813.862,0.3,2.473
5558.642,1611.183,6.054
5323.297,1071.706,2.381
5110.572,1.35,2.791
4193.379,1068.706,1.336
4923.4,1610.85,5.448
4764.794,878.532,4.912
4544.717,1610.683,7.987
4488.012,1071.317,0.572
4468.95,0.85,3.781
4544.717,0.9,1.989
4637.685,879.941,4.835
4764.794,883.123,3.135
3876.004,1070.372,0.278
4923.4,880.214,2.868
5110.572,1066.817,0.827
5323.297,1618.6,5.588
5558.702,1063.428,0.844
7055.858,880.168,4.073
6771.871,0.55,2.483
6501.755,1069.428,0.499
6247.309,880.077,2.917
6010.523,1074.094,0.239
5793.563,4.6,0.767
3578.249,1.1,2.55
5598.735,1076.65,0.697
5428.421,0.75,3.414
5284.992,879.986,4.061
5170.687,1075.372,0.238
5087.468,1075.094,1.72
5036.877,2.05,3.171
5019.9,0.25,2.569
5036.877,1070.706,0.419
5087.468,1073.928,0.89
5170.687,4.95,0.389
3305.418,0.1,0.636
5284.992,882.986,2.791
5428.421,2.2,1.451
5598.735,5.8,1.111
5793.563,9.0,0.308
6010.578,1062.928,1.913
5232.17,2.05,3.226
3064.177,0.05,1.134
2862.523,1069.761,2.535
2709.312,2.3,1.115
2613.076,1073.15,0.181
2580.2,2.4,3.604
2613.076,1072.928,0.272
2709.312,5.8,0.733
2862.523,0.95,2.219
3064.177,1076.372,0.908
3305.418,1080.094,0.688
4912.397,2.25,2.894
3578.249,0.75,0.182
3876.004,1068.817,0.881
4193.457,1075.872,0.439
5328.28,880.032,5.672
4946.078,2412.838,0.038
4569.274,1070.872,0.003
4199.323,880.123,3.862
3838.207,0.75,2.514
3488.67,0.25,1.826
3154.564,877.895,6.294
4607.512,4.2,4.02
2841.337,0.05,2.25
2556.675,0.5,0.808
2311.157,1.4,3.544
2118.437,0.1,3.822
1993.884,1073.594,2.988
1950.6,877.759,4.344
1993.884,2.7,1.697
2118.437,2.5,4.846
2311.157,0.2,3.223
2556.675,0.85,1.409
4320.666,880.623,4.442
2841.337,0.05,3.914
3154.564,1.4,0.379
3488.67,3.95,2.472
3838.293,1072.983,1.856
5131.378,880.395,4.034
4733.302,1.5,3.987
4338.056,2761.886,7.784
3946.489,0.4,3.375
3559.817,0.25,2.61
3179.824,0.65,0.844
4055.688,1068.594,1.755
2809.224,2.2,2.469
2452.277,1611.225,6.305
2115.905,1.75,4.886
1811.605,0.35,1.463
1558.282,1075.539,0.595
1384.211,876.85,7.39
1384.211,876.986,4.312
1558.282,4.1,1.06
1811.605,879.895,3.217
3817.136,880.259,4.075
2452.277,875.259,2.785
3179.824,3.65,3.805
3559.91,880.714,5.715
5006.386,880.532,4.634
4597.501,1611.058,7.172
4189.463,1070.15,0.298
3782.545,0.25,1.704
3377.153,0.45,3.756
3610.252,1069.983,0.929
2973.912,0.15,1.579
2573.831,1.0,0.066
2178.653,0.2,3.077
1791.625,878.259,6.338
1419.43,877.668,4.556
1077.548,0.65,3.181
805.547,0.0,1.354
691.5,1.0,2.272
805.547,0.2,3.518
6257.496,879.732,3.236
3610.252,876.032,2.776
1077.548,876.182,1.691
1419.43,879.032,4.658
1791.625,731.152,1.922
2178.653,874.232,1.861
2573.831,871.382,1.864
2974.009,873.332,3.607
5371.6,0.045,2.507
4958.4,2.545,0.399
4545.2,1951.737,3.035
4132.0,877.232,1.668
3440.753,876.932,1.622
3718.8,876.432,1.445
3305.6,875.382,0.45
2892.4,876.582,1.517
2479.2,877.982,1.978
2066.0,1955.96,3.483
1652.8,1955.237,2.518
1239.6,878.682,1.956
826.4,1952.126,5.847
413.2,878.032,4.557
3314.379,877.382,1.516
413.2,879.932,0.535
826.4,1.591,0.078
1239.6,1949.682,3.271
1652.8,874.832,3.108
2066.0,736.86,1.506
2479.2,6.318,0.491
2892.5,870.732,1.366
5408.372,880.432,2.25
4998.212,0.045,0.691
4588.599,876.532,1.424
3236.187,1.318,2.484
4179.691,878.232,3.255
3771.72,1951.293,3.305
3365.024,878.532,2.117
2960.131,1955.293,3.184
2557.895,878.732,2.645
2159.804,876.082,3.015
1768.656,1950.404,3.784
1038.91,880.382,3.297
753.081,877.432,2.754
3209.7,879.532,3.106
629.6,879.532,1.894
753.081,1952.682,3.227
1038.91,874.482,0.899
1390.325,875.332,3.693
1768.656,875.832,0.906
2159.804,737.652,0.183
2557.895,868.782,3.839
2960.228,738.902,3.138
5517.216,878.432,2.63
5115.791,877.882,3.278
3236.187,1954.96,6.165
4716.4,875.382,4.298
4319.607,877.282,0.392
3926.201,0.455,0.167
3537.312,879.932,0.498
3154.61,879.032,2.149
2780.651,731.777,1.541
2419.492,0.273,0.062
2077.819,0.636,1.059
1766.973,1951.793,5.179
1506.161,1954.737,4.529
3314.379,878.632,2.237
1325.262,733.027,0.234
1259.2,0.227,0.263
1325.262,1951.848,4.361
1506.161,872.632,3.056
1766.973,874.432,4.604
2077.819,1.455,1.048
2419.492,871.132,5.281
2780.651,1937.737,5.042
3154.701,3280.994,5.819
5693.968,2.091,0.133
3440.753,877.582,0.325
5305.932,0.545,1.473
4921.995,877.832,0.145
4543.194,877.582,0.672
4170.93,880.182,2.096
3807.122,876.432,1.9
3454.441,1952.46,5.232
3116.668,1953.571,2.802
2799.204,1952.737,3.652
2509.768,0.909,0.183
2259.158,1952.737,4.544
3610.252,0.818,0.978
2061.583,1.0,0.457
1933.371,1950.626,4.522
1888.7,1950.515,4.365
1933.371,877.382,2.11
2061.583,872.732,3.497
2259.158,6.0,0.222
2509.768,4.5,2.048
2799.204,1940.626,3.03
3116.668,864.482,3.814
3454.525,868.182,0.585
3817.136,1952.515,1.567
5959.197,1.5,0.034
5589.605,877.782,0.597
5226.547,1950.182,3.069
4871.486,0.273,1.019
4526.303,0.409,0.874
4193.44,1950.571,2.53
3876.071,879.632,2.95
3578.321,0.864,0.543
3305.496,878.132,2.028
3064.261,1.5,1.079
5906.598,874.582,0.729
4055.688,1947.571,3.881
2862.614,878.632,0.394
2709.407,879.682,2.609
2613.175,0.045,0.299
2580.3,879.382,0.836
2613.175,734.777,1.544
2709.407,4.409,1.279
2862.614,873.382,2.729
3064.261,4.727,2.414
3305.496,868.282,1.875
3578.321,9.5,0.3
4320.733,877.182,1.654
3876.146,1943.348,4.759
6257.548,877.582,2.651
5906.653,878.482,1.569
5564.32,1949.46,4.536
5232.231,878.182,4.857
4912.463,877.832,3.279
4607.582,1951.737,4.814
4320.74,877.232,0.535
4055.767,0.091,1.206
3817.22,878.132,3.13
5959.154,878.682,1.749
3610.341,878.382,1.215
3440.846,878.532,4.279
3314.476,878.332,3.809
3236.286,876.282,2.162
3209.8,733.318,1.643
3236.286,1.182,3.277
3314.476,1950.293,5.366
3440.846,872.582,4.317
3610.341,1355.78,3.551
3817.22,868.532,3.145
5589.558,1.273,0.626
4055.767,10.909,0.988
4320.807,867.232,2.903
6602.657,1952.071,3.217
6271.102,1953.737,4.451
5949.776,877.832,3.052
5640.427,878.432,4.473
5345.135,1952.571,4.694
5066.358,876.832,3.209
4806.971,878.782,4.332
4570.276,878.632,4.96
5226.497,1.455,0.267
4359.971,877.282,2.727
4180.041,1952.904,5.468
4034.551,1953.182,4.87
3927.331,878.332,5.484
3861.57,876.232,2.872
3839.4,1952.071,4.19
3861.57,1953.015,3.961
3927.331,875.432,4.812
4034.551,874.682,3.574
4180.041,874.682,0.455
4871.433,1954.571,4.952
4359.971,1940.404,4.295
4570.276,864.782,3.722
4807.031,867.782,5.315
6987.532,1949.848,4.328
6675.121,1949.904,4.652
6374.195,1948.404,3.932
6086.455,877.732,2.084
5813.862,733.152,1.498
5558.642,1949.737,2.176
5323.297,879.382,1.766
4526.246,1946.737,3.221
5110.572,732.818,0.891
4923.4,0.5,0.355
4637.685,732.652,3.431
4544.717,1949.348,3.984
4488.012,878.882,0.776
4488.012,877.132,2.567
4544.717,1.909,0.278
4637.685,5.091,1.421
4193.379,1948.404,4.279
4764.794,2.182,1.689
4923.4,1944.848,3.729
5110.572,740.568,1.032
5323.351,1941.46,5.401
7352.107,2.136,0.483
7055.858,877.482,2.074
6771.871,1947.46,4.058
6501.755,2.045,1.64
6247.309,1952.126,4.796
6010.523,873.432,3.79
3876.004,876.932,2.007
5793.563,1954.682,3.86
5598.735,878.782,1.143
5428.421,1.955,0.496
5284.992,1953.404,4.318
5170.687,1953.126,2.836
5087.468,875.982,1.386
5036.877,877.782,1.988
5019.9,1948.737,4.138
5036.877,1951.96,5.446
5087.468,873.082,4.945
3578.249,878.132,3.921
5170.687,4.955,1.765
5284.992,875.832,3.106
5428.421,872.232,3.446
5598.735,869.032,4.865
5793.613,1940.96,2.644
5564.262,875.982,1.331
3305.418,878.082,5.691
3064.177,1947.793,2.022
2862.523,875.732,3.441
2709.312,1951.182,4.376
2613.076,880.432,0.952
2580.2,1950.96,4.829
2613.076,883.832,3.824
2709.312,878.982,2.338
2862.523,1954.404,5.465
3064.177,1958.126,5.245
5232.17,875.782,1.662
3305.418,878.782,4.739
3578.249,1946.848,3.676
3876.079,1953.904,4.117
5714.799,2.0,1.115
5328.28,3290.869,4.595
4946.078,1948.904,4.56
4569.274,2.091,0.695
4199.323,878.782,2.042
3838.207,878.282,2.731
3488.67,0.136,1.737
4912.397,873.832,0.536
3154.564,878.082,2.306
2841.337,878.532,3.748
2556.675,879.432,1.013
2311.157,877.932,0.735
2118.437,1951.626,1.568
1993.884,0.273,0.213
1950.6,880.732,2.859
1993.884,880.532,0.29
2118.437,878.232,1.334
2311.157,877.182,3.148
4607.512,2.591,0.115
2556.675,878.082,0.643
2841.337,876.632,4.178
3154.564,874.082,2.085
3488.753,1951.015,2.701
5531.672,2.364,0.522
5131.378,876.532,0.57
4733.302,1883.854,3.227
4338.056,878.432,1.182
3946.489,877.782,1.947
3559.817,877.382,3.713
4320.666,1946.626,2.802
3179.824,880.232,2.087
2809.224,733.193,1.749
2452.277,876.282,0.329
2115.905,877.682,3.093
1811.605,1953.571,5.152
1558.282,1.182,2.833
1321.1,1.045,0.244
1384.211,882.132,3.497
1558.282,1.864,1.34
4055.688,2.227,0.482
2115.905,2.773,1.771
2809.224,874.382,0.752
3179.915,2.682,1.159
5415.926,2.5,0.077
5006.386,733.027,2.616
4597.501,1948.182,4.259
4189.463,878.282,2.852
3782.545,877.582,0.8
3817.136,1948.015,3.628
3377.153,878.182,2.978
2973.912,879.032,4.49
2573.831,878.232,1.48
2178.653,0.227,1.782
1791.625,0.364,0.001
1419.43,877.382,1.376
1077.548,878.032,3.203
805.547,877.032,2.285
691.5,878.232,1.038
4545.2,2.35,1.72
826.4,1.35,1.259
3012.155,1.2,0.175
3257.251,1.65,3.142
3533.803,1608.533,3.438
3835.011,3.15,0.344
4155.517,6.0,0.347
4491.275,4.05,2.091
5564.262,877.427,4.024
5232.17,879.927,1.915
4912.397,1074.356,1.519
4607.512,0.15,0.152
413.2,0.45,0.105
4320.666,0.95,0.071
4055.688,2.0,1.066
3817.136,0.8,0.001
3610.252,0.6,0.462
3440.753,1078.578,1.966
3314.379,1077.856,1.001
