Distance,Qfactor_Diff,ER_Diff
4622.399,877.818,4.856
4856.554,0.8,3.481
5113.427,0.15,1.654
5389.769,1.15,2.572
5682.743,0.05,3.818
6628.856,1.9,0.043
6743.763,1.8,0.504
5989.907,1.65,1.588
6309.19,1.2,1.379
6638.842,1608.983,5.201
6977.396,3.6,1.419
7323.616,6.45,1.416
7676.551,4.5,0.328
3610.341,877.877,5.787
3440.846,880.377,3.678
3314.476,1073.906,0.244
3236.286,0.6,1.611
6881.6,0.9,1.658
3209.8,1.4,1.834
3236.286,2.45,2.829
3314.476,1.25,1.762
3440.846,0.15,1.301
3610.341,1078.128,0.203
3817.22,1077.406,0.762
4055.767,0.85,1.323
4320.74,1074.294,2.568
4607.582,0.2,1.277
4912.463,877.832,3.279
7041.02,0.45,1.763
5232.231,2.1,2.745
5564.32,879.423,3.357
5906.653,1071.85,0.008
6257.548,3.0,0.172
6615.643,1614.692,4.785
6979.83,884.15,3.77
7349.293,7.1,1.914
3064.177,2.6,1.029
2862.523,877.786,2.589
2709.312,1.3,1.855
7220.594,879.15,0.796
2613.076,0.4,0.024
2580.2,1073.461,0.025
2613.076,0.7,1.162
2709.312,1077.461,0.096
2862.523,0.9,0.634
3064.177,1.75,0.265
3305.418,1072.572,0.505
3876.004,2.55,0.017
4193.379,0.4,0.525
7418.858,1.7,0.173
4526.246,1.7,1.385
4871.433,1074.85,0.052
5226.497,3.35,4.178
5589.558,2.5,0.413
5959.154,2.0,2.374
6334.141,1615.483,3.462
6713.616,9.05,0.56
7096.951,1616.733,6.417
2556.675,0.6,0.65
2311.157,0.05,0.001
7634.357,1077.128,2.885
2118.437,2.45,1.018
1993.884,0.55,2.887
1950.6,878.286,3.113
1993.884,2.1,2.782
2118.437,1.2,1.13
2311.157,1609.608,4.82
2556.675,877.559,3.218
2841.337,877.195,2.221
3154.564,1073.961,1.9
3488.67,1076.906,1.249
7865.674,0.8,1.042
3838.207,1610.858,3.513
4199.323,878.059,3.542
4569.274,1074.017,1.081
4946.078,5.2,0.224
5328.28,3.4,1.324
5714.799,879.286,2.232
6104.814,6.7,2.002
6497.695,1059.906,1.763
6893.049,2403.162,2.54
2115.905,879.923,3.412
8111.456,0.25,2.954
1811.605,878.377,4.752
1558.282,0.0,3.424
1384.211,0.25,3.952
1321.1,2.35,1.184
1384.211,1.4,1.379
1558.282,1074.628,1.953
1811.605,1075.739,0.477
2115.905,1074.906,0.373
2452.277,876.923,3.463
2809.224,1074.906,1.265
8370.428,878.65,4.258
3179.824,876.832,3.737
3559.817,1072.794,1.243
3946.489,1072.683,1.085
4338.056,0.45,1.169
4733.302,5.1,0.217
5131.378,883.832,3.502
5531.672,882.332,1.231
5933.735,1062.794,0.249
6337.232,13.35,0.535
6742.002,9.65,2.695
8641.406,1074.683,1.712
1768.62,879.332,3.245
1390.28,0.05,2.683
1038.849,1072.35,0.21
752.997,877.559,4.298
629.5,877.423,2.406
752.997,1072.739,0.749
1038.849,1.8,0.33
1390.28,876.968,3.823
1768.62,0.3,1.252
2159.775,879.332,2.2
6538.088,3.25,2.551
8923.294,1069.739,0.602
2557.871,0.8,2.885
2960.109,1.85,0.67
3365.005,877.786,3.578
3771.703,1.55,2.444
4179.676,1612.608,4.824
4588.585,882.241,2.0
4998.2,4.45,0.55
5408.36,882.559,5.694
5818.95,9.55,1.405
6229.886,887.332,3.579
9215.165,0.65,1.626
6641.202,1065.517,1.48
1652.8,0.25,0.628
1239.6,0.65,1.71
826.4,1071.628,1.257
413.2,0.35,1.577
413.2,1073.906,1.534
826.4,0.6,2.745
1239.6,877.741,2.073
1652.8,0.3,0.15
6021.283,0.85,1.53
2066.0,0.55,2.064
2479.2,0.7,0.999
2892.4,0.5,0.529
3305.6,1.55,1.118
3718.8,1611.15,4.922
4132.0,879.014,0.003
4545.2,1072.461,2.087
4958.4,5.25,1.037
5371.6,2233.612,6.83
5784.8,9.3,0.134
5921.208,879.105,3.905
6198.0,888.741,2.291
6611.3,10.6,0.376
1768.656,1074.239,0.062
1390.325,1075.906,1.171
1038.91,0.0,0.228
753.081,0.6,1.194
629.6,1074.739,1.414
753.081,1.0,0.07
1038.91,0.95,1.052
1390.325,0.8,1.681
5848.678,879.286,3.546
1768.656,0.55,0.552
2159.804,1075.072,2.188
2557.895,1075.35,1.59
2960.131,0.5,2.205
3365.024,1.6,0.407
3771.72,1074.239,0.911
4179.691,1075.183,0.682
4588.599,2.4,1.533
4998.212,3.15,0.295
5408.372,3.15,3.734
5804.725,1076.739,1.673
5818.961,1062.572,1.016
6229.896,13.05,0.443
6641.211,10.05,2.036
2077.789,1072.017,1.048
1766.937,1072.072,1.373
1506.119,1070.572,0.653
1325.214,0.1,1.196
1259.15,1610.983,4.777
1325.214,1071.906,1.104
1506.119,1.55,1.513
5790.0,1068.906,0.059
1766.937,1610.65,4.17
2077.789,878.332,3.635
2780.628,1610.483,6.71
3154.59,1071.517,0.705
3537.294,1.05,2.504
4319.593,0.7,0.712
4716.387,879.741,3.557
5115.778,882.923,1.858
5804.725,1070.572,0.999
5517.204,880.014,1.591
5920.251,1067.017,0.45
6324.608,1618.4,4.311
6730.137,1063.628,2.121
2451.165,879.968,2.796
2193.871,0.35,1.205
1989.824,1069.628,0.779
1856.663,879.877,1.639
1810.1,1074.294,1.516
1856.663,4.4,0.51
5848.678,0.9,1.272
1989.824,1076.85,0.58
2193.871,0.95,2.137
2451.165,879.786,2.784
2746.783,1075.572,1.039
3069.673,1075.294,0.443
3412.102,1.85,1.894
3768.747,0.05,1.292
4135.932,1070.906,0.859
4511.085,1074.128,2.167
4892.372,4.75,1.666
5921.208,0.3,0.642
5278.465,882.786,1.514
5668.381,2.0,0.174
6061.384,5.6,0.166
6456.908,8.8,1.585
6854.615,1063.128,0.636
6472.474,1.85,1.948
6021.283,0.25,2.412
6147.557,1069.961,1.258
6298.455,2.1,0.162
6472.254,1073.35,1.097
6667.165,2.6,2.327
6881.393,1073.128,1.549
7113.194,6.0,0.544
7360.906,1.15,0.942
7622.98,1076.572,2.185
7897.986,1080.294,1.966
6432.784,2.05,1.617
8184.62,0.95,1.46
8481.704,1069.017,0.396
8788.253,1076.072,0.838
5418.623,879.832,4.395
5307.197,2413.038,1.315
5226.152,1071.072,1.28
5176.916,879.923,2.584
5160.4,0.95,1.237
5176.916,0.45,0.548
5226.152,877.695,5.016
6419.5,4.0,2.743
5307.197,0.25,0.973
5418.623,0.7,0.469
5558.605,1.6,2.267
5725.047,0.1,2.545
5915.717,1073.794,1.711
6128.354,877.559,3.067
6360.755,2.9,0.42
6610.836,2.7,3.569
6876.669,0.4,1.945
7156.498,0.65,0.131
6432.784,880.423,3.164
7448.746,0.25,2.636
7752.009,1.2,0.898
8065.044,3.75,1.194
8386.836,1073.183,0.578
4822.945,880.195,2.757
4697.41,1.3,2.71
4605.648,2761.686,6.507
4549.702,0.6,2.098
4530.9,0.05,1.332
4549.702,0.45,0.433
6472.474,1068.794,0.477
4605.648,2.4,1.192
4697.41,1611.025,5.028
4822.945,1.55,3.609
4979.7,0.15,0.186
5164.832,1075.739,1.872
5375.41,876.65,6.112
5861.615,876.786,3.035
6132.086,4.3,0.218
6417.78,879.695,1.94
6538.088,880.059,2.797
7027.314,875.059,1.508
7677.516,3.45,2.528
8014.883,880.514,4.438
4236.967,880.332,3.356
4093.501,1610.858,5.895
3987.866,1070.35,0.979
3923.121,0.45,0.427
3901.3,0.25,2.479
6628.856,1070.183,0.349
3923.121,0.35,0.301
3987.866,1.2,1.211
4093.501,0.4,1.8
4236.967,878.059,5.061
4414.578,877.468,3.279
4622.399,0.45,1.904
4856.554,0.2,0.077
5113.427,0.8,0.994
5389.769,0.4,2.241
6743.763,1072.006,1.577
6628.856,1075.706,2.038
5682.743,1075.556,3.122
5989.907,1072.706,0.155
6309.19,2682.889,6.735
6638.842,1077.506,2.953
6977.396,1080.356,2.95
7323.7,1078.406,1.206
3817.22,1951.783,7.321
3610.341,1954.283,5.212
3440.846,0.0,1.778
3314.476,1074.506,3.145
6743.763,1074.806,3.192
3236.286,1075.306,3.368
3209.8,1076.356,4.363
3236.286,1075.156,3.297
3314.476,1073.756,2.835
3440.846,4.222,1.331
3610.341,3.5,2.296
3817.22,1073.056,2.857
4055.767,0.389,1.034
4320.74,1073.706,0.257
4607.582,1951.737,4.814
6881.6,1074.356,3.297
4912.463,1071.806,4.279
5232.231,1953.328,4.891
5564.32,2.056,1.542
5906.653,1076.906,1.706
6257.548,2688.597,6.32
6615.643,1958.056,5.304
6979.918,1081.006,3.448
3305.418,1071.306,2.563
3064.177,1951.692,4.123
2862.523,1075.206,3.389
7041.02,1953.056,2.33
2709.312,1073.506,1.559
2613.076,0.444,1.509
2580.2,1073.206,2.696
2613.076,3.556,1.63
2709.312,1073.006,2.169
2862.523,1075.656,1.799
3064.177,1.333,1.029
3578.249,1071.356,1.517
3876.004,1074.306,2.06
7220.594,1072.206,1.707
4193.379,1072.206,2.919
4526.246,0.944,1.586
4871.433,1077.256,5.712
5226.497,1076.406,1.121
5589.558,1075.906,3.908
5959.154,2689.389,4.996
6334.141,1082.956,0.974
6713.708,2690.639,7.951
2841.337,1073.306,2.184
2556.675,1073.856,1.536
7418.858,3.222,1.351
2311.157,1076.356,0.516
2118.437,1074.456,4.421
1993.884,1952.192,4.647
1950.6,1071.806,4.316
1993.884,1072.706,2.664
2118.437,2683.514,6.354
2311.157,1951.465,4.752
2556.675,1951.101,3.755
2841.337,0.056,0.365
3154.564,3.0,0.285
7634.357,1073.106,2.576
3488.67,2684.764,5.047
3838.207,1951.965,5.076
4199.323,0.111,0.453
4569.274,1079.106,1.758
4946.078,1077.306,0.21
5328.28,1953.192,3.766
5714.799,1080.606,0.468
6104.814,14.0,0.228
6497.791,1329.257,1.006
2452.277,1953.828,4.946
7865.674,1074.156,4.488
2115.905,1952.283,6.286
1811.605,1073.906,4.958
1558.282,1074.156,5.486
1384.211,1071.556,2.718
1321.1,1075.306,2.913
1384.211,0.722,0.419
1558.282,1.833,2.011
1811.605,1.0,1.161
2115.905,1950.828,4.997
2452.277,1.0,0.27
8111.456,1952.556,5.792
2809.224,1950.737,5.271
3179.824,1.111,0.291
3559.817,1.222,0.449
3946.489,1074.356,2.703
4338.056,1079.006,1.317
4733.302,1957.737,5.036
5131.378,1956.237,2.765
5531.672,11.111,1.783
5933.735,1087.256,0.999
6337.33,1083.556,4.229
8370.428,0.778,3.246
2159.775,1953.237,4.779
1768.62,1073.956,4.217
1390.28,1.556,1.745
1038.849,1951.465,5.833
752.997,1951.328,3.94
629.5,1.167,2.283
752.997,1072.106,1.864
1038.849,1950.874,5.357
1390.28,1073.606,2.786
1768.62,1953.237,3.734
6628.856,1077.156,4.085
8641.406,4.167,0.932
2159.775,1073.106,4.419
2557.871,1072.056,2.204
2960.109,1951.692,5.112
3365.005,1072.356,3.978
3771.703,2686.514,6.358
4179.676,1956.146,3.535
4588.585,1078.356,2.085
4998.2,1956.465,7.228
5408.36,1083.456,2.939
5818.95,1961.237,5.114
8923.364,1074.556,3.16
6229.985,8.389,0.054
2066.0,1074.156,2.162
1652.8,1073.256,3.244
1239.6,2.278,0.277
826.4,1073.556,0.043
413.2,1073.906,1.534
413.2,1074.506,4.279
826.4,1951.646,3.607
1239.6,1073.606,1.684
6147.557,1073.056,3.064
1652.8,1073.356,3.598
2066.0,1073.206,0.535
2479.2,1073.406,1.005
2892.4,1075.456,2.652
3305.6,2685.056,6.457
3718.8,1952.919,1.537
4132.0,1.444,0.553
4545.2,1079.156,0.497
4958.4,3307.517,8.364
5371.6,1083.206,1.668
6021.283,1953.01,5.439
5784.8,1962.646,3.825
6198.1,1084.506,1.911
2159.804,0.333,1.596
1768.656,2.0,0.363
1390.325,1073.906,1.762
1038.91,1073.306,0.341
753.081,0.833,0.12
629.6,1074.906,1.604
753.081,1072.956,0.482
1038.91,1073.106,0.147
5921.208,1953.192,5.081
1390.325,1074.456,2.087
1768.656,1.167,0.654
2159.804,1.444,0.056
2557.895,1073.406,0.671
2960.131,1075.506,1.941
3365.024,0.333,0.623
3771.72,1.278,0.852
4179.691,1076.306,0.002
4588.599,1077.056,1.24
4998.212,1077.056,5.268
5848.678,2.833,0.139
5408.372,11.333,0.519
5818.961,1086.956,1.092
6229.995,1083.956,0.501
2419.466,1.889,0.486
2077.789,1.833,0.162
1766.937,3.333,0.881
1506.119,1074.006,2.73
1325.214,2684.889,6.311
1259.15,2.0,2.638
1325.214,1072.356,3.048
5804.725,5.0,1.593
1506.119,2684.556,5.705
1766.937,1952.237,5.169
2419.466,2684.389,8.244
2780.628,2.389,0.829
3154.59,1072.856,4.038
3926.185,1074.606,2.246
4319.593,1953.646,5.091
4716.387,1956.828,3.392
5790.0,3.333,0.535
5115.778,1953.919,3.125
5517.204,6.889,1.084
5920.251,2692.306,5.845
6324.706,10.278,0.587
2746.783,1953.874,4.33
2451.165,1074.256,2.739
2193.871,4.278,0.755
1989.824,1953.783,3.173
1856.663,0.389,0.018
1810.1,1078.306,1.024
5804.725,1074.806,2.806
1856.663,2.944,0.954
1989.824,1072.956,3.671
2193.871,1953.692,4.318
2451.165,1.667,0.495
2746.783,1.389,1.977
3069.673,1075.756,3.428
3412.102,1073.956,2.826
3768.747,3.0,0.676
4135.932,0.222,0.633
4511.085,1078.656,0.132
5848.678,1073.606,0.892
4892.372,1956.692,3.048
5278.465,1075.906,1.708
5668.381,1079.506,1.368
6061.384,1082.706,0.051
6457.004,10.778,2.17
6538.088,1075.756,3.483
5921.208,1073.656,0.878
6021.283,3.944,2.792
6147.557,1076.006,1.372
6298.455,0.556,0.437
6472.254,1071.306,3.861
6667.165,0.778,0.015
6881.393,1067.906,0.99
7113.194,1072.756,2.476
7360.906,2.667,0.651
7622.98,6.389,0.431
6472.474,1075.956,3.151
7897.986,1072.956,0.075
8184.62,4.889,1.138
8481.777,2.167,0.696
5558.605,1953.737,5.929
5418.623,1339.132,0.219
5307.197,2.833,0.254
5226.152,1953.828,4.118
5176.916,1072.956,2.771
5160.4,1073.456,2.082
5176.916,1951.601,6.55
6432.784,1077.906,4.277
5226.152,1073.656,2.507
5307.197,1073.206,1.065
5418.623,1072.306,3.801
5558.605,1073.806,4.079
5725.047,0.111,3.245
5915.717,1951.465,4.601
6128.354,1071.006,1.954
6360.755,1071.206,5.103
6610.836,1073.506,3.48
6876.669,1074.556,1.665
6419.5,1954.328,4.699
7156.498,1073.656,4.171
7448.746,1075.106,0.636
7752.009,1077.656,2.729
8065.121,0.722,2.112
4979.7,1954.101,4.291
4822.945,1075.206,4.244
4697.41,3835.591,8.041
4605.648,1073.306,3.632
4549.702,1073.956,2.867
4530.9,1074.356,1.101
6432.784,5.111,2.012
4549.702,1071.506,2.726
4605.648,2684.931,6.562
4697.41,1075.456,5.143
4822.945,1074.056,1.72
4979.7,1.833,0.338
5164.832,1950.556,7.647
5608.569,1950.692,4.569
5861.615,1069.606,1.316
6132.086,1953.601,3.474
6472.474,1953.965,4.332
6716.754,1948.965,3.042
7347.991,1077.356,4.062
7677.597,1954.419,5.972
4414.578,1954.237,4.89
4236.967,2684.764,7.429
4093.501,3.556,0.555
3987.866,1073.456,1.961
3923.121,1074.156,4.013
6538.088,3.722,1.185
3901.3,1073.556,1.835
3923.121,1072.706,0.323
3987.866,1073.506,3.334
4093.501,1951.965,6.595
4236.967,1951.374,4.813
4414.578,1074.356,3.438
4622.399,1073.706,1.611
4856.554,1074.706,2.529
5113.427,1073.506,3.775
6881.6,2.5,2.701
6538.088,1.2,2.241
5389.769,1.05,1.157
5682.743,1.8,4.123
5989.907,1608.383,2.456
6309.19,3.0,1.326
6638.842,5.85,1.329
6977.479,3.9,3.073
4055.767,877.277,3.042
3817.22,879.777,0.934
3610.341,1074.506,2.5
3440.846,0.0,1.133
6628.856,0.3,1.087
3314.476,0.8,0.911
3236.286,1.85,0.084
3209.8,0.65,0.982
3236.286,0.75,1.444
3314.476,1078.728,2.948
3440.846,1078.006,1.983
3610.341,1.45,1.421
3817.22,1074.894,5.312
4055.767,0.8,4.022
4320.74,877.232,0.535
6743.763,0.15,0.982
4607.582,2.7,0.0
4912.463,878.823,0.613
5232.231,1072.45,2.737
5564.32,2.4,2.573
5906.653,1614.092,2.041
6257.548,883.55,1.026
6615.73,6.5,0.831
3578.249,3.2,1.715
3305.418,877.186,0.156
3064.177,0.7,0.889
6881.6,878.55,1.949
2862.523,1.0,2.72
2709.312,1074.061,2.77
2613.076,1.3,1.583
2580.2,1078.061,2.649
2613.076,1.5,2.11
2709.312,1.15,2.48
2862.523,1073.172,3.249
3305.418,3.15,2.762
3578.249,0.2,2.219
7041.02,2.3,2.571
3876.004,2.3,1.359
4193.379,1075.45,2.692
4526.246,2.75,1.434
4871.433,1.9,3.158
5226.497,1.4,0.371
5589.558,1614.883,0.718
5959.154,8.45,3.304
6334.232,1616.133,3.672
3154.564,1.2,2.095
2841.337,0.65,2.743
7220.594,1077.728,5.63
2556.675,1.85,3.763
2311.157,0.05,0.143
2118.437,877.686,0.368
1993.884,2.7,0.037
1950.6,1.8,1.614
1993.884,1609.008,2.076
2118.437,876.959,0.473
2311.157,876.595,0.524
2556.675,1074.561,4.644
2841.337,1077.506,3.994
7418.858,1.4,1.703
3154.564,1610.258,0.769
3488.67,877.459,0.798
3838.207,1074.617,3.826
4199.323,4.6,2.521
4569.274,2.8,4.069
4946.078,878.686,0.513
5328.28,6.1,4.746
5714.799,1060.506,4.507
6104.909,2403.762,5.284
2809.224,879.323,0.667
7634.357,0.35,0.21
2452.277,877.777,2.008
2115.905,0.6,0.68
1811.605,0.35,1.207
1558.282,2.95,1.561
1384.211,0.8,1.365
1321.1,1075.228,4.698
1384.211,1076.339,2.267
1558.282,1075.506,3.117
1811.605,876.323,0.718
2115.905,1075.506,4.009
7865.674,878.05,1.513
2452.277,876.232,0.992
2809.224,1073.394,3.988
3179.824,1073.283,3.83
3559.817,0.15,1.575
3946.489,4.5,2.962
4338.056,883.232,0.757
4733.302,881.732,1.514
5131.378,1063.394,2.496
5531.672,12.75,3.28
5933.833,9.05,0.05
8111.456,1075.283,1.032
2557.871,878.732,0.501
2159.775,0.55,0.062
1768.62,1072.95,2.534
1390.28,876.959,1.554
1038.849,876.823,0.339
752.997,1073.339,1.995
629.5,2.4,2.415
752.997,876.368,1.078
1038.849,0.9,1.493
1390.28,878.732,0.544
6743.763,2.65,0.194
8370.428,1070.339,3.347
1768.62,1.4,0.141
2159.775,2.45,2.075
2557.871,877.186,0.834
2960.109,2.15,0.301
3365.005,1612.008,2.079
3771.703,881.641,0.744
4179.676,3.85,2.194
4588.585,881.959,2.949
4998.2,8.95,1.34
5408.36,886.732,0.835
8641.473,0.05,1.119
5819.05,1066.117,4.224
2479.2,0.35,2.116
2066.0,1.25,1.035
1652.8,1072.228,4.001
1239.6,0.95,4.322
826.4,0.6,2.745
413.2,1074.506,4.279
413.2,877.141,0.672
826.4,0.9,2.595
6298.455,1.45,1.214
1239.6,1.15,0.68
1652.8,1.3,3.744
2066.0,1.1,3.274
2479.2,0.95,1.627
2892.4,1610.55,2.178
3305.6,878.414,2.742
3718.8,1073.061,4.831
4132.0,4.65,3.782
4545.2,2233.012,4.086
4958.4,8.7,2.61
6147.557,878.505,1.16
5371.6,888.141,0.453
5784.9,10.0,2.368
2557.895,1074.839,2.682
2159.804,1076.506,3.916
1768.656,0.6,2.517
1390.325,1.2,3.938
1038.91,1075.339,4.159
753.081,0.4,2.675
629.6,1.55,3.797
753.081,1.4,4.425
6021.283,878.686,0.802
1038.91,0.05,2.192
1390.325,1075.672,4.933
1768.656,1075.95,4.335
2159.804,1.1,4.95
2557.895,1.0,2.338
2960.131,1074.839,3.655
3365.024,1075.783,3.427
3771.72,1.8,4.277
4179.691,2.55,3.039
4588.599,2.55,0.989
5921.208,1077.339,4.418
4998.212,1063.172,3.76
5408.372,12.45,3.187
5819.06,9.45,4.78
2780.628,1072.617,3.793
2419.466,1072.672,4.117
2077.789,1071.172,3.397
1766.937,0.5,1.549
1506.119,1610.383,2.032
1325.214,1072.506,1.641
1259.15,2.15,1.231
5848.678,1069.506,2.686
1325.214,1610.05,1.426
1506.119,877.732,0.89
2077.789,1609.883,3.966
2419.466,1072.117,3.449
2780.628,1.65,0.241
3537.294,0.1,2.033
3926.185,879.141,0.813
4319.593,882.323,0.887
5804.725,1071.172,3.744
4716.387,879.414,1.154
5115.778,1067.617,3.195
5517.204,1617.8,1.566
5920.349,1064.228,4.866
3069.673,879.368,0.051
2746.783,0.25,1.539
2451.165,1070.228,3.523
2193.871,879.277,1.105
1989.824,1074.894,4.261
1856.663,3.8,3.255
5790.0,0.3,1.472
1810.1,1077.45,3.325
1856.663,1.55,0.608
1989.824,879.186,0.039
2193.871,1076.172,3.783
2451.165,1075.894,2.302
2746.783,1.25,0.851
3069.673,0.55,1.453
3412.102,1071.506,3.603
3768.747,1074.728,4.911
4135.932,4.15,4.411
5804.725,0.9,3.386
4511.085,882.186,1.23
4892.372,1.4,2.571
5278.465,5.0,2.911
5668.381,8.2,4.33
6061.479,1063.728,2.109
6628.856,1.25,0.796
5848.678,0.85,5.156
5921.208,1070.561,1.487
6021.283,1.5,2.906
6147.557,1073.95,3.841
6298.455,3.2,0.417
6472.254,1073.728,4.294
6667.165,6.6,3.289
6881.393,1.75,1.803
7113.194,1077.172,4.93
7360.906,1080.894,4.71
6538.088,1.45,1.127
7622.98,1.55,4.204
7897.986,1069.617,3.141
8184.691,1076.672,3.583
5725.047,879.232,1.65
5558.605,2413.638,4.06
5418.623,1071.672,4.025
5307.197,879.323,0.16
5226.152,1.55,1.508
5176.916,1.05,2.196
5160.4,877.095,2.272
6472.474,3.4,0.002
5176.916,0.85,1.772
5226.152,1.3,3.214
5307.197,2.2,0.478
5418.623,0.7,0.2
5558.605,1074.394,1.034
5725.047,876.959,0.322
5915.717,3.5,2.325
6128.354,3.3,0.825
6360.755,1.0,0.799
6610.836,0.05,2.613
6432.784,879.823,0.42
6876.669,0.85,0.108
7156.498,0.6,3.643
7448.746,3.15,1.55
7752.083,1073.783,2.166
5164.832,879.595,0.012
4979.7,0.7,0.035
4822.945,2761.086,3.762
4697.41,1.2,0.647
4605.648,0.55,1.412
4549.702,0.15,3.178
6419.5,1069.394,2.267
4530.9,3.0,1.553
4549.702,1610.425,2.284
4605.648,0.95,0.864
4697.41,0.45,2.559
4822.945,1076.339,4.617
4979.7,876.05,3.368
5375.41,876.186,0.29
5608.569,4.9,2.962
5861.615,879.095,0.805
6432.784,879.459,0.053
6417.78,874.459,1.237
7027.314,2.85,0.217
7348.069,879.914,1.693
4622.399,879.732,0.612
4414.578,1610.258,3.151
4236.967,1070.95,3.724
4093.501,1.05,2.317
3987.866,0.35,0.266
6472.474,1070.783,3.093
3923.121,0.95,2.443
3901.3,1.8,3.956
3923.121,1.0,0.945
3987.866,877.459,2.316
4093.501,876.868,0.534
4236.967,0.15,0.841
4414.578,0.8,2.668
4622.399,0.2,1.75
4856.554,1.0,0.504
7041.02,879.641,2.03
6472.474,875.941,1.569
5113.427,876.091,0.485
5389.769,878.941,3.452
5682.743,731.242,3.128
5989.907,874.141,0.654
6309.19,871.291,0.657
6638.923,873.241,2.401
4320.74,0.136,3.714
4055.767,2.636,1.605
3817.22,1951.646,1.829
3610.341,877.141,0.462
6538.088,876.841,0.415
3440.846,876.341,0.239
3314.476,875.291,0.756
3236.286,876.491,0.311
3209.8,877.891,0.772
3236.286,1955.869,2.276
3314.476,1955.146,1.311
3440.846,878.591,0.75
3610.341,1952.035,4.641
3817.22,877.941,3.35
4055.767,0.091,1.206
6628.856,877.291,0.31
4320.74,879.841,0.672
4607.582,1.682,1.284
4912.463,1949.591,2.065
5232.231,874.741,1.901
5564.32,736.951,2.712
5906.653,6.409,1.697
6257.633,870.641,0.159
3876.004,880.341,1.044
3578.249,0.045,0.516
3305.418,876.441,0.218
6743.763,1.409,1.277
3064.177,878.141,2.049
2862.523,1951.202,2.098
2709.312,878.441,0.911
2613.076,1955.202,1.977
2580.2,878.641,1.439
2613.076,875.991,1.809
2709.312,1950.313,2.578
3064.177,880.291,2.09
3305.418,877.341,1.548
6881.6,879.441,1.9
3578.249,879.441,0.688
3876.004,1952.591,2.021
4193.379,874.391,2.105
4526.246,875.241,2.486
4871.433,875.741,0.301
5226.497,737.742,1.389
5589.558,868.691,2.633
5959.244,738.992,4.344
3488.67,878.341,1.423
3154.564,877.791,2.072
7041.02,1954.869,4.958
2841.337,875.291,3.091
2556.675,877.191,0.814
2311.157,0.545,1.04
2118.437,879.841,0.709
1993.884,878.941,0.943
1950.6,731.867,2.747
1993.884,0.182,1.145
2118.437,0.545,0.148
2311.157,1951.702,3.973
2556.675,1954.646,3.322
7220.594,878.541,1.031
2841.337,733.117,1.44
3154.564,0.318,1.469
3488.67,1951.758,3.154
3838.207,872.541,1.849
4199.323,874.341,3.397
4569.274,1.545,0.159
4946.078,871.041,4.075
5328.28,1937.646,3.836
5714.893,3280.903,4.613
3179.824,2.182,1.339
7418.858,877.491,0.881
2809.224,0.636,2.679
2452.277,877.741,1.351
2115.905,877.491,1.879
1811.605,880.091,0.889
1558.282,876.341,0.694
1384.211,1952.369,4.026
1321.1,1953.48,1.596
1384.211,1952.646,2.446
1558.282,0.818,1.39
1811.605,1952.646,3.338
7634.357,0.909,2.185
2115.905,0.909,1.664
2452.277,1950.535,3.316
2809.224,1950.424,3.158
3179.824,877.291,0.904
3559.817,872.641,2.29
3946.489,6.091,1.429
4338.056,4.591,0.842
4733.302,1940.535,1.824
5131.378,864.391,2.608
5531.769,868.091,0.622
7865.674,1952.424,0.361
2960.109,1.591,1.172
2557.871,877.691,0.61
2159.775,1950.091,1.863
1768.62,0.182,2.225
1390.28,0.318,0.333
1038.849,1950.48,1.324
752.997,879.541,1.743
629.5,0.773,1.75
752.997,878.041,0.821
1038.849,1.591,0.127
6881.6,874.491,0.478
8111.456,1947.48,2.675
1390.28,878.541,0.812
1768.62,879.591,1.403
2159.775,0.045,1.505
2557.871,879.291,0.371
2960.109,734.867,2.751
3365.005,4.5,0.073
3771.703,873.291,1.523
4179.676,4.818,3.621
4588.585,868.191,0.668
4998.2,9.591,1.506
8370.492,877.091,0.447
5408.459,1943.258,3.553
2892.4,877.491,1.445
2479.2,878.391,0.363
2066.0,1949.369,3.33
1652.8,878.091,3.65
1239.6,877.741,2.073
826.4,1951.646,3.607
413.2,877.141,0.672
413.2,878.041,1.923
6472.254,878.591,0.543
826.4,878.291,0.009
1239.6,878.441,3.072
1652.8,878.241,2.602
2066.0,876.191,0.955
2479.2,733.409,2.849
2892.4,1.273,2.07
3305.6,1950.202,4.16
3718.8,872.491,3.11
4132.0,1355.871,4.757
4545.2,868.441,1.939
6298.455,1.364,1.832
4958.4,11.0,0.218
5371.7,867.141,1.697
2960.131,1951.98,2.011
2557.895,1953.646,3.244
2159.804,877.741,1.845
1768.656,878.341,3.267
1390.325,1952.48,3.487
1038.91,876.741,2.003
753.081,878.691,3.125
629.6,878.541,3.754
6147.557,1.545,1.473
753.081,877.191,1.521
1038.91,1952.813,4.261
1390.325,1953.091,3.663
1768.656,878.241,4.278
2159.804,876.141,1.666
2557.895,1951.98,2.984
2960.131,1952.924,2.755
3365.024,875.341,3.606
3771.72,874.591,2.368
4179.691,874.591,1.661
6021.283,1954.48,3.746
4588.599,1940.313,3.089
4998.212,864.691,2.516
5408.471,867.691,4.109
3154.59,1949.758,3.121
2780.628,1949.813,3.446
2419.466,1948.313,2.726
2077.789,877.641,0.877
1766.937,733.242,2.704
1506.119,1949.646,0.969
1325.214,879.291,0.56
5921.208,1946.646,2.014
1259.15,732.909,2.097
1325.214,0.591,1.561
1766.937,732.742,4.637
2077.789,1949.258,2.778
