Lambda_Diff,Distance
1.224,3154.701
1.168,2780.74
0.304,2419.577
0.592,2077.899
1.008,1767.043
0.064,1506.216
0.864,1325.293
0.512,1259.2
0.896,8477.177
1.096,3610.298
1.168,8074.888
1.136,7673.758
1.096,7273.98
1.512,6875.789
0.912,6479.478
1.256,6085.413
1.416,5694.063
1.296,5306.026
1.424,4922.087
1.296,4543.285
1.12,3440.789
1.44,4171.02
0.992,3807.209
0.976,3454.525
1.064,3116.748
0.32,2799.278
0.208,2509.834
0.472,2259.213
0.448,2061.623
1.0,1933.392
0.408,1888.7
1.264,3314.404
1.0,8657.557
1.128,8264.053
0.928,7872.568
1.312,7483.418
1.336,7096.988
0.984,6713.746
1.424,6334.273
1.416,5959.288
1.184,5589.693
1.0,5226.634
0.616,8481.675
0.552,3236.2
1.264,4871.57
1.432,4526.385
1.272,4193.519
1.384,3876.146
0.768,3578.39
0.488,3305.559
0.424,3064.315
0.432,2862.657
0.392,2709.437
0.408,2613.191
1.032,3209.7
0.056,2580.3
1.096,8865.561
1.24,8481.712
0.824,8100.753
1.192,7723.109
1.136,7349.293
1.152,6979.918
1.04,6615.73
1.28,6257.633
1.184,5906.737
1.272,8657.527
1.224,5564.402
1.248,5232.31
1.216,4912.538
0.888,4607.653
1.048,4320.807
1.056,4055.828
0.944,3817.275
0.296,3610.387
0.424,3440.882
0.352,3314.501
1.04,8264.022
0.656,3236.299
0.56,3209.8
1.2,9112.428
1.44,8739.429
1.136,8370.208
1.232,8005.285
1.272,7645.278
0.976,7290.915
1.288,6943.058
1.264,6602.738
1.008,7872.535
1.048,6271.181
1.32,5949.852
1.36,5640.5
1.216,5345.204
0.88,5066.423
1.2,4807.031
1.336,4570.33
0.752,4360.019
0.632,4180.08
0.632,4034.582
1.56,7483.384
0.48,3927.352
0.952,3861.581
0.472,3839.4
0.88,9395.045
0.888,9033.723
0.672,8677.033
1.12,8325.57
1.08,7980.025
0.864,7641.201
1.384,7310.033
0.432,7096.951
1.144,6987.609
1.176,6675.196
1.176,6086.523
0.808,5813.926
1.304,5558.702
1.024,5110.621
0.928,4923.442
0.368,4764.829
0.672,6713.708
0.88,4637.712
0.16,4544.735
0.344,4488.021
0.328,4468.95
0.888,9669.268
1.08,9318.585
0.536,8973.226
0.904,8633.829
1.208,8301.125
0.432,7975.954
0.992,6334.232
1.576,7659.273
1.288,7352.18
0.92,7055.928
1.392,6771.938
1.352,6501.819
0.84,6247.369
1.128,6010.578
0.72,5793.613
1.184,5598.779
0.376,5428.459
1.184,5959.244
0.392,5285.024
0.816,5170.711
0.24,5087.484
0.272,5036.885
0.4,5019.9
0.84,8100.713
1.176,5589.647
0.584,5226.584
0.8,4871.517
1.072,4526.328
1.552,4193.457
1.04,3876.079
2.096,3578.318
1.32,3305.48
1.536,3064.231
2.072,2862.567
0.808,7723.068
1.288,2709.342
0.448,2613.092
1.464,2580.2
0.912,8491.183
0.752,8089.59
0.744,7689.228
0.896,7290.298
1.288,6893.049
1.208,6497.791
1.288,6104.909
0.496,7349.249
1.176,5714.893
1.248,5328.373
1.392,4946.169
1.152,4569.364
1.136,4199.412
1.312,3838.293
1.6,3488.753
1.568,3154.642
1.2,2841.41
1.032,2556.74
0.808,6979.872
1.176,2311.211
0.944,2118.476
0.536,1993.905
1.048,1950.6
0.848,8369.029
0.928,7961.277
1.024,7554.117
1.232,7147.65
1.128,6742.002
1.064,6337.33
0.416,6615.682
1.52,5933.833
1.072,5531.769
0.888,5131.474
1.112,4733.398
1.416,4338.151
1.472,3946.584
1.288,3559.91
1.448,3179.915
1.824,2809.312
0.936,2452.361
0.872,6257.582
1.752,1811.674
0.584,1384.241
0.792,1321.1
0.824,8292.98
1.104,7881.295
0.64,7469.776
1.208,7058.454
1.096,6647.365
0.616,5906.682
1.192,6236.555
1.328,5826.083
1.2,5416.026
1.224,5006.485
1.328,4597.6
1.064,4189.561
1.168,3782.643
1.008,3377.251
1.2,2974.009
1.544,2573.927
0.28,413.2
0.624,826.4
0.52,6271.041
0.352,1239.6
0.464,1652.8
0.304,2066.0
0.112,2479.2
0.272,2892.4
0.696,3305.6
0.592,3718.8
0.008,4545.2
0.48,4958.4
0.144,6602.599
0.144,5371.6
0.264,5784.8
0.952,6198.0
0.816,6611.2
0.736,7024.4
1.336,7437.6
1.864,7850.8
1.576,8264.1
0.32,629.6
0.408,753.081
0.064,6942.92
0.808,1038.91
0.504,1390.325
0.368,1768.656
0.08,2159.804
0.224,2557.895
0.208,2960.131
0.24,3365.024
0.176,3771.72
0.392,4179.691
0.032,4588.599
0.288,7290.777
0.448,4998.212
0.328,5408.372
0.384,5818.961
1.248,6229.896
0.96,6641.111
0.544,7052.559
1.488,7464.201
2.416,7876.005
2.064,8288.048
0.656,1259.1
0.456,7645.142
0.384,1325.167
0.416,1506.078
0.456,1766.902
0.04,2077.759
0.64,2419.44
0.296,2780.605
0.136,3154.57
0.256,3537.276
0.128,3926.169
0.256,4319.578
0.432,8005.15
0.112,4716.373
0.56,5115.766
0.576,5517.193
0.488,5920.24
1.232,6324.598
1.344,6730.03
1.08,7136.353
2.0,7543.423
2.552,7951.125
1.96,8359.467
0.288,8370.073
0.552,1950.7
0.424,1993.982
0.624,2118.53
0.24,2311.242
0.216,2556.752
0.568,2841.406
0.128,3154.626
0.136,3488.726
0.368,3838.258
0.552,4199.369
0.936,3861.471
1.0,8739.295
0.288,4569.317
0.12,4946.117
0.28,5328.317
0.168,5714.833
0.784,6104.846
1.064,6497.725
1.128,6892.982
1.12,7290.228
1.944,7689.156
1.96,8089.517
0.52,9112.386
1.608,8491.206
0.456,2580.2
0.312,2613.076
0.728,2709.312
0.36,2862.523
0.416,3064.177
0.4,3305.418
0.512,3578.249
0.272,3876.004
0.368,4193.379
0.28,3209.8
0.328,4526.246
0.304,4871.433
0.336,5226.497
0.664,5589.558
0.504,5959.154
0.496,6334.141
0.608,6713.616
1.256,7096.858
1.128,7483.29
1.904,7872.441
0.512,3236.286
2.208,8263.927
2.112,8657.527
0.352,3209.8
0.112,3236.286
0.416,3314.476
0.32,3440.846
0.28,3610.341
0.576,3817.22
0.264,4055.767
0.288,4320.74
0.544,3314.476
0.504,4607.582
0.232,4912.463
0.192,5232.231
0.336,5564.32
0.672,5906.653
0.352,6257.548
0.216,6615.643
0.8,6979.83
0.92,7349.203
0.92,7723.018
0.008,3440.846
2.032,8100.661
2.504,8481.62
2.024,8865.561
0.672,3839.35
0.664,3861.521
0.88,3927.282
0.432,4034.503
0.472,4179.995
0.688,4359.927
0.168,4570.234
1.12,3610.341
0.408,4806.931
0.376,5066.32
0.376,5640.393
0.744,5949.744
0.248,6271.072
0.528,6942.947
0.624,7290.803
1.184,7645.167
0.88,3817.22
0.672,8005.174
1.392,8370.096
1.896,8739.317
1.88,9112.407
0.664,4390.3
0.472,4409.702
1.016,4467.401
0.648,4561.945
0.344,4691.107
1.12,4852.122
0.56,4055.767
0.024,5041.941
0.264,5257.443
0.632,5495.61
0.16,5753.626
0.2,6028.943
0.712,6319.302
0.424,6622.723
0.832,6937.494
0.368,7262.138
1.176,7595.389
0.368,4320.74
1.16,7936.164
0.736,8283.534
1.312,8636.702
1.824,8994.987
1.952,9357.889
0.712,3927.233
0.376,4607.582
0.968,4912.463
0.752,5232.231
0.48,5564.32
0.0,5906.653
0.512,6257.548
0.544,6615.643
0.232,6979.83
0.016,7349.203
0.52,7723.018
0.744,4034.456
0.264,8100.661
1.104,8481.62
0.088,8865.561
0.64,2580.2
0.8,2613.076
0.808,2709.312
0.656,2862.523
0.264,3064.177
0.344,3305.418
0.264,3578.249
1.056,4179.949
0.376,3876.004
0.304,4193.379
0.16,4526.246
0.4,4871.433
0.416,5226.497
0.24,5589.558
0.048,5959.154
0.016,6334.141
0.352,6713.616
0.52,7096.858
0.744,4359.883
0.376,7483.29
0.608,7872.441
1.016,8263.927
0.504,8657.527
0.704,1950.7
0.624,1993.982
0.528,2118.53
0.32,2311.242
0.424,2556.752
0.488,2841.406
1.136,4570.192
0.032,3154.626
0.48,3488.726
0.664,3838.258
0.44,4199.369
0.136,4569.317
0.08,4946.117
0.264,5328.317
0.104,5714.833
0.272,6104.846
0.616,6497.725
0.68,4806.891
0.2,7290.228
0.968,8089.517
0.76,8491.206
0.728,1321.1
0.448,1384.211
0.912,1558.282
0.344,1811.605
0.456,2115.905
0.936,5066.282
0.36,2452.277
0.224,2809.224
0.352,3179.824
0.328,3559.817
0.224,3946.489
0.488,4338.056
0.384,4733.302
0.544,5131.378
0.352,5531.672
0.008,5933.735
0.344,413.2
0.24,5949.712
0.072,826.4
0.184,1239.6
0.024,1652.8
0.392,2066.0
0.008,2479.2
0.416,2892.4
0.312,3305.6
0.272,4132.0
0.2,4545.2
0.136,6271.041
0.136,4958.4
0.016,5371.6
0.672,5784.8
0.536,6198.0
0.456,6611.2
1.056,7024.4
1.584,7437.6
1.296,7850.9
0.04,753.081
0.128,629.6
0.344,6602.599
0.528,753.081
0.224,1038.91
0.088,1390.325
0.2,1768.656
0.056,2159.804
0.072,2557.895
0.04,2960.131
0.104,3365.024
0.112,3771.72
0.312,4179.691
0.008,6942.92
0.168,4588.599
0.048,4998.212
0.104,5408.372
0.968,5818.961
0.68,6229.896
0.264,6641.111
1.208,7052.559
2.136,7464.201
1.784,7876.105
0.376,1325.167
0.176,7290.777
0.104,1259.1
0.136,1325.167
0.176,1506.078
0.24,1766.902
0.36,2077.759
0.016,2419.44
0.144,2780.605
0.024,3154.57
0.152,3537.276
0.024,3926.169
0.152,7645.142
0.168,4319.578
0.28,4716.373
0.296,5115.766
0.208,5517.193
0.952,5920.24
1.064,6324.598
0.8,6730.03
1.72,7136.353
2.272,7543.423
1.68,7951.224
0.008,8005.15
0.272,1993.982
0.144,1950.7
0.344,1993.982
0.04,2118.53
0.064,2311.242
0.288,2556.752
0.152,2841.406
0.144,3154.626
0.088,3488.726
0.272,3838.258
0.656,3839.3
0.72,8370.073
0.008,4199.369
0.16,4569.317
0.0,4946.117
0.112,5328.317
0.504,5714.833
0.784,6104.846
0.848,6497.725
0.84,6892.982
1.664,7290.228
1.68,7689.156
0.24,8739.385
1.328,8089.614
0.176,2613.076
0.032,2580.2
0.448,2613.076
0.08,2709.312
0.136,2862.523
0.12,3064.177
0.232,3305.418
0.008,3578.249
0.088,3876.004
0.0,3236.286
0.048,4193.379
0.024,4526.246
0.056,4871.433
0.384,5226.497
0.224,5589.558
0.216,5959.154
0.328,6334.141
0.976,6713.616
0.848,7096.858
1.624,7483.29
0.232,3209.8
1.928,7872.441
1.832,8264.022
0.072,3236.286
0.168,3209.8
0.136,3236.286
0.04,3314.476
0.0,3440.846
0.296,3610.341
0.016,3817.22
0.008,4055.767
0.264,3236.286
0.224,4320.74
0.048,4607.582
0.088,4912.463
0.056,5232.231
0.392,5564.32
0.072,5906.653
0.064,6257.548
0.52,6615.643
0.64,6979.83
0.64,7349.203
0.288,3314.476
1.752,7723.018
2.224,8100.661
1.744,8481.712
0.392,3861.521
0.384,3839.35
0.6,3861.521
0.152,3927.282
0.192,4034.503
0.408,4179.995
0.112,4359.927
0.84,3440.846
0.128,4570.234
0.096,4806.931
0.096,5345.099
0.464,5640.393
0.032,5949.744
0.248,6602.628
0.344,6942.947
0.904,7290.803
0.6,3610.341
0.392,7645.167
1.112,8005.174
1.616,8370.096
1.6,8739.407
0.384,4409.702
0.192,4390.3
0.736,4409.702
0.368,4467.401
0.064,4561.945
0.84,4691.107
0.28,3817.22
0.304,4852.122
0.016,5041.941
0.352,5257.443
0.12,5495.61
0.08,5753.626
0.432,6028.943
0.144,6319.302
0.552,6622.723
0.088,6937.494
0.896,7262.138
0.088,4055.767
0.88,7595.389
0.456,7936.164
1.032,8283.534
1.544,8636.702
1.672,8995.074
0.432,3861.471
0.096,4320.74
0.688,4607.582
0.472,4912.463
0.2,5232.231
0.28,5564.32
0.232,5906.653
0.824,6257.548
0.048,6615.643
0.264,6979.83
0.8,7349.203
0.464,3927.233
0.016,7723.018
0.824,8100.661
0.192,8481.712
0.36,2613.076
0.52,2580.2
0.528,2613.076
0.376,2709.312
0.016,2862.523
0.064,3064.177
0.016,3305.418
0.776,4034.456
0.096,3578.249
0.024,3876.004
0.12,4193.379
0.12,4526.246
0.136,4871.433
0.04,5226.497
0.328,5589.558
0.296,5959.154
0.072,6334.141
0.24,6713.616
0.464,4179.949
0.096,7096.858
0.328,7483.29
0.736,7872.441
0.224,8264.022
0.424,1993.982
0.344,1950.7
0.248,1993.982
0.04,2118.53
0.144,2311.242
0.208,2556.752
0.856,4359.883
0.248,2841.406
0.2,3154.626
0.384,3488.726
0.16,3838.258
0.144,4199.369
0.2,4569.317
0.016,4946.117
0.176,5328.317
0.552,5714.833
0.336,6104.846
0.4,4570.192
0.48,6892.982
0.688,7689.156
0.48,8089.614
0.448,1384.211
0.168,1321.1
0.632,1384.211
0.064,1558.282
0.176,1811.605
0.656,4806.891
0.08,2115.905
0.056,2452.277
0.072,2809.224
0.048,3179.824
0.056,3559.817
0.208,3946.489
0.104,4338.056
0.264,4733.302
0.072,5131.378
0.272,5531.672
0.104,5640.359
0.272,413.2
0.16,826.4
0.32,1239.6
0.736,1652.8
0.352,2066.0
0.072,2479.2
0.032,2892.4
0.616,3718.8
0.144,4132.0
0.48,5949.712
0.48,4545.2
0.36,4958.4
0.328,5371.6
0.192,5784.8
0.112,6198.0
0.712,6611.2
1.24,7024.4
0.952,7437.7
0.304,1038.91
0.216,753.081
0.688,6271.041
0.184,629.6
0.12,753.081
0.256,1038.91
0.544,1390.325
0.4,1768.656
0.416,2159.804
0.384,2557.895
0.448,2960.131
0.232,3365.024
0.656,3771.72
0.336,6602.599
0.176,4179.691
0.296,4588.599
0.24,4998.212
0.624,5408.372
0.336,5818.961
0.08,6229.896
0.864,6641.111
1.792,7052.559
1.44,7464.3
0.032,1506.078
0.168,6942.92
0.24,1325.167
0.208,1259.1
0.168,1325.167
0.584,1506.078
0.016,1766.902
0.328,2077.759
0.488,2419.44
0.368,2780.605
0.496,3154.57
0.368,3537.276
0.192,7290.777
0.512,3926.169
0.064,4319.578
0.048,4716.373
0.136,5115.766
0.608,5517.193
0.72,5920.24
0.456,6324.598
1.376,6730.03
1.928,7136.353
1.336,7543.521
0.336,7645.142
0.072,2118.53
0.2,1993.982
0.0,1950.7
0.384,1993.982
0.408,2118.53
0.056,2311.242
0.496,2556.752
0.488,2841.406
0.256,3154.626
0.072,3488.726
0.312,3861.471
0.376,8005.15
0.336,3838.258
0.504,4199.369
0.344,4569.317
0.456,4946.117
0.16,5328.317
0.44,5714.833
0.504,6104.846
0.496,6497.725
1.32,6892.982
1.336,7290.228
0.104,8370.162
0.984,7689.253
0.168,2709.312
0.312,2613.076
0.104,2580.2
0.264,2613.076
0.208,2709.312
0.224,2862.523
0.112,3064.177
0.352,3305.418
0.256,3578.249
0.344,3314.476
0.296,3876.004
0.32,4193.379
0.288,4526.246
0.04,4871.433
0.12,5226.497
0.128,5589.558
0.016,5959.154
0.632,6334.141
0.504,6713.616
1.28,7096.858
0.112,3236.286
1.584,7483.29
1.488,7872.535
0.272,3314.476
0.512,3236.286
0.208,3209.8
0.304,3236.286
0.344,3314.476
0.048,3440.846
0.36,3610.341
0.336,3817.22
0.08,3209.8
0.12,4055.767
0.392,4320.74
0.432,4607.582
0.288,4912.463
0.048,5232.231
0.272,5564.32
0.408,5906.653
0.176,6257.548
0.296,6615.643
0.296,6979.83
0.632,3236.286
1.408,7349.203
1.88,7723.018
1.4,8100.753
0.048,3927.282
0.04,3861.521
0.256,3839.35
0.192,3861.521
0.152,3927.282
0.064,4034.503
0.456,4179.995
0.496,3314.476
0.216,4359.927
0.248,4570.234
0.248,5066.32
0.12,5345.099
0.376,5640.393
0.096,6271.072
0.0,6602.628
0.56,6942.947
0.256,3440.846
0.048,7290.803
0.768,7645.167
1.272,8005.174
1.256,8370.185
0.04,4467.401
0.152,4409.702
0.392,4390.3
0.024,4409.702
0.28,4467.401
0.496,4561.945
0.064,3610.341
0.648,4691.107
0.36,4852.122
0.008,5041.941
0.464,5257.443
0.424,5495.61
0.088,5753.626
0.2,6028.943
0.208,6319.302
0.256,6622.723
0.552,6937.494
0.256,3817.22
0.536,7262.138
0.112,7595.389
0.688,7936.164
1.2,8283.534
1.328,8636.788
0.088,3839.3
0.248,4055.767
0.344,4320.74
0.128,4607.582
0.144,4912.463
0.624,5232.231
0.112,5564.32
1.168,5906.653
0.392,6257.548
0.608,6615.643
1.144,6979.83
0.12,3861.471
0.36,7349.203
0.48,7723.018
0.536,8100.753
0.016,2709.312
0.176,2613.076
0.184,2580.2
0.032,2613.076
0.36,2709.312
0.28,2862.523
0.36,3064.177
0.432,3927.233
0.248,3305.418
0.32,3578.249
0.464,3876.004
0.224,4193.379
0.208,4526.246
0.384,4871.433
0.672,5226.497
0.64,5589.558
0.272,5959.154
0.104,6334.141
0.12,4034.456
0.248,6713.616
0.016,7096.858
0.392,7483.29
0.12,7872.535
0.08,2118.53
0.0,1993.982
0.096,1950.7
0.304,1993.982
0.2,2118.53
0.136,2311.242
0.512,4179.949
0.592,2556.752
0.144,2841.406
0.04,3154.626
0.184,3488.726
0.488,3838.258
0.544,4199.369
0.36,4569.317
0.52,4946.117
0.896,5328.317
0.008,5714.833
0.056,4359.883
0.824,6497.725
0.344,7290.228
0.136,7689.253
0.104,1558.282
0.176,1384.211
0.288,1321.1
0.28,1384.211
0.168,1558.282
0.312,4570.192
0.264,1811.605
0.4,2115.905
0.272,2452.277
0.296,2809.224
0.4,3179.824
0.136,3559.817
0.24,3946.489
0.08,4338.056
0.272,4733.302
0.616,5131.378
0.168,5345.063
0.056,5066.282
0.216,4806.891
0.632,4570.192
0.248,4359.883
0.176,4179.949
0.072,4034.456
0.512,3861.471
0.04,3839.3
0.376,413.2
0.376,3861.471
0.256,3927.233
0.432,4034.456
0.296,4179.949
0.216,4359.883
0.816,4570.192
1.344,4806.891
1.056,5066.347
0.2,6675.088
0.112,6374.16
0.584,826.4
0.288,6086.419
0.016,5813.823
0.152,5558.602
0.44,5323.255
0.296,5110.528
0.312,4923.355
0.28,4764.747
0.344,4637.637
0.128,4544.668
0.552,4487.962
0.232,1239.6
0.072,4468.9
0.192,4487.962
0.136,4544.668
0.728,4637.637
0.44,4764.747
0.024,4923.355
0.968,5110.528
1.896,5323.255
1.544,5558.662
0.136,7111.92
0.064,1652.8
0.136,6830.265
0.104,6562.553
0.064,6310.559
0.48,6076.238
0.12,5861.711
0.224,5669.225
0.384,5501.094
0.264,5359.611
0.392,5246.932
0.264,5164.941
0.088,2066.0
0.408,5115.116
0.04,5098.4
0.056,5115.116
0.032,5164.941
0.712,5246.932
0.824,5359.611
0.56,5501.094
1.48,5669.225
2.032,5861.711
1.44,6076.293
0.232,2479.2
0.032,7622.98
0.096,7360.906
0.104,7113.194
0.28,6881.393
0.304,6667.165
0.048,6472.254
0.392,6298.455
0.384,6147.557
0.152,6021.283
0.032,5921.208
0.416,4545.2
0.48,2892.4
0.232,5848.678
0.4,5804.725
0.24,5790.0
0.352,5804.725
0.264,5848.678
0.544,5921.208
0.608,6021.283
0.6,6147.557
1.424,6298.455
1.44,6472.254
0.0,3305.7
1.088,6667.215
0.064,8111.456
0.208,7865.674
0.208,7634.357
0.16,7418.858
0.104,7220.594
0.12,7041.02
0.008,6881.6
0.248,6743.763
0.152,6628.856
0.24,4998.2
0.192,6538.088
0.216,6472.474
0.184,6432.784
0.144,6419.5
0.016,6432.784
0.024,6472.474
0.088,6538.088
0.736,6628.856
0.608,6743.763
1.384,6881.6
0.008,4588.585
1.688,7041.02
1.592,7220.639
0.168,8618.326
0.408,8387.41
0.104,8170.877
0.2,7969.899
0.24,7785.679
0.056,7619.435
0.256,7472.365
0.232,7345.622
0.024,4179.676
0.016,7240.273
0.288,7157.263
0.328,7097.376
0.184,7061.2
0.152,7049.1
0.168,7061.2
0.304,7097.376
0.28,7157.263
0.4,7240.273
0.4,7345.622
0.528,3771.703
1.512,7472.365
1.984,7619.435
1.504,7785.722
0.152,9140.426
0.144,8923.032
0.36,8719.81
0.088,8531.772
0.048,8359.944
0.168,8205.342
0.352,8068.959
0.6,3365.005
0.112,7951.731
0.144,7854.515
0.144,7722.992
0.224,7689.759
0.272,7678.65
0.008,7722.992
0.104,7778.064
0.664,7854.515
0.36,2960.109
0.152,7951.731
0.872,8068.959
1.376,8205.342
1.36,8359.983
0.144,9607.916
0.048,9401.338
0.496,9208.677
0.128,9030.824
0.176,8868.67
0.6,8723.09
0.04,2557.871
0.544,8594.926
0.256,8484.967
0.112,8393.93
0.36,8322.435
0.32,8270.989
0.192,8239.967
0.096,8229.6
0.312,8239.967
0.152,8270.989
0.656,8322.435
0.152,2159.775
0.64,8393.93
0.216,8484.967
0.792,8594.926
1.304,8723.09
1.432,8868.707
0.192,4132.0
0.144,1768.62
0.448,1390.28
0.232,1038.849
0.04,752.997
0.52,629.5
0.008,752.997
1.064,1038.849
0.288,1390.28
0.504,1768.62
1.04,2159.775
0.224,3718.8
0.256,2557.871
0.584,2960.109
0.432,3365.104
0.12,5115.766
0.28,4716.373
0.288,4319.578
0.136,3926.169
0.256,3537.276
0.176,3154.57
0.256,2780.605
0.536,3305.6
0.144,2419.44
0.216,2077.759
0.36,1766.902
0.12,1506.078
0.104,1325.167
0.28,1259.1
0.568,1325.167
0.536,1506.078
0.168,1766.902
0.0,2077.759
0.224,2892.4
0.144,2419.44
0.088,2780.605
0.496,3154.57
0.016,3537.37
0.184,5305.897
0.104,4921.956
0.008,4543.152
0.2,4170.885
0.096,3807.073
0.032,3454.387
0.616,2479.2
0.488,3116.608
0.04,2799.137
0.144,2509.693
0.08,2259.075
0.384,2061.491
0.44,1933.273
0.256,1888.6
0.416,1933.273
0.792,2061.491
0.096,2259.075
0.16,2066.0
0.72,2799.137
0.448,3454.387
0.24,3807.159
0.208,5561.21
0.072,5196.169
0.392,4838.88
0.176,4491.192
0.064,4155.517
0.416,1652.8
0.16,3835.011
0.296,3533.803
0.168,3257.251
0.192,3012.155
0.296,2806.767
0.032,2650.334
0.136,2551.875
0.024,2518.2
0.168,2551.875
0.512,2650.334
0.112,413.2
0.048,826.4
0.464,1239.6
0.08,1652.8
0.344,2066.0
0.24,2479.2
0.344,3305.6
0.128,3718.8
0.208,5640.359
0.208,4132.0
0.088,4545.2
0.6,4958.4
0.464,5371.6
0.384,5784.8
0.984,6198.0
1.512,6611.2
1.224,7024.5
0.032,1390.325
0.056,1038.91
0.416,5949.712
0.456,753.081
0.152,629.6
0.016,753.081
0.272,1038.91
0.128,1390.325
0.144,1768.656
0.112,2159.804
0.176,2557.895
0.04,2960.131
0.384,3365.024
0.064,6271.041
0.096,3771.72
0.024,4179.691
0.032,4588.599
0.896,4998.212
0.608,5408.372
0.192,5818.961
1.136,6229.896
2.064,6641.111
1.712,7052.659
0.304,1766.902
0.104,6602.599
0.032,1506.078
0.064,1325.167
0.104,1259.1
0.312,1325.167
0.288,1506.078
0.056,1766.902
0.216,2077.759
0.096,2419.44
0.224,2780.605
0.096,3154.57
0.08,6942.92
0.24,3537.276
0.208,3926.169
0.224,4319.578
0.136,4716.373
0.88,5115.766
0.992,5517.193
0.728,5920.24
1.648,6324.598
2.2,6730.03
1.608,7136.451
0.064,7290.777
0.2,2311.242
0.072,2118.53
0.272,1993.982
0.112,1950.7
0.136,1993.982
0.216,2118.53
0.224,2311.242
0.216,2556.752
0.016,2841.406
0.2,3154.626
0.584,3927.233
0.648,7645.142
0.064,3488.726
0.232,3838.258
0.072,4199.369
0.184,4569.317
0.432,4946.117
0.712,5328.317
0.776,5714.833
0.768,6104.846
1.592,6497.725
1.608,6892.982
0.168,8005.237
1.256,7290.324
0.104,2862.523
0.04,2709.312
0.376,2613.076
0.008,2580.2
0.064,2613.076
0.048,2709.312
0.16,2862.523
0.08,3064.177
0.016,3305.418
0.072,3440.846
0.024,3578.249
0.048,3876.004
0.016,4193.379
0.312,4526.246
0.152,4871.433
0.144,5226.497
0.256,5589.558
0.904,5959.154
0.776,6334.141
1.552,6713.616
0.16,3314.476
1.856,7096.858
1.76,7483.384
0.0,3440.846
0.24,3314.476
0.064,3236.286
0.032,3209.8
0.072,3236.286
0.224,3314.476
0.088,3440.846
0.064,3610.341
0.192,3236.286
0.152,3817.22
0.12,4055.767
0.16,4320.74
0.016,4607.582
0.32,4912.463
0.0,5232.231
0.136,5564.32
0.448,5906.653
0.568,6257.548
0.568,6615.643
0.36,3209.8
1.68,6979.83
2.152,7349.203
1.672,7723.109
0.32,4034.503
0.312,3927.282
0.528,3861.521
0.08,3839.35
0.12,3861.521
0.336,3927.282
0.184,4034.503
0.768,3236.286
0.056,4179.995
0.024,4359.927
0.024,4806.931
0.392,5066.32
0.104,5345.099
0.176,5949.744
0.272,6271.072
0.832,6602.628
0.528,3314.476
0.32,6942.947
1.04,7290.803
1.544,7645.167
1.528,8005.261
0.312,4561.945
0.12,4467.401
0.664,4409.702
0.296,4390.3
0.008,4409.702
0.768,4467.401
0.208,3440.846
0.376,4561.945
0.088,4691.107
0.28,4852.122
0.192,5041.941
0.152,5257.443
0.36,5495.61
0.072,5753.626
0.48,6028.943
0.016,6319.302
0.824,6622.723
0.016,3610.341
0.808,6937.494
0.384,7262.138
0.96,7595.389
1.472,7936.164
1.6,8283.618
0.36,3861.471
0.024,3817.22
0.616,4055.767
0.4,4320.74
0.128,4607.582
0.352,4912.463
0.16,5232.231
0.896,5564.32
0.12,5906.653
0.336,6257.548
0.872,6615.643
0.392,3839.3
0.088,6979.83
0.752,7349.203
0.264,7723.109
0.288,2862.523
0.448,2709.312
0.456,2613.076
0.304,2580.2
0.088,2613.076
0.008,2709.312
0.088,2862.523
0.704,3861.471
0.024,3064.177
0.048,3305.418
0.192,3578.249
0.048,3876.004
0.064,4193.379
0.112,4526.246
0.4,4871.433
0.368,5226.497
0.0,5589.558
0.168,5959.154
0.392,3927.233
0.024,6334.141
0.256,6713.616
0.664,7096.858
0.152,7483.384
0.352,2311.242
0.272,2118.53
0.176,1993.982
0.032,1950.7
0.072,1993.982
0.136,2118.53
0.784,4034.456
0.32,2311.242
0.128,2556.752
0.312,2841.406
0.088,3154.626
0.216,3488.726
0.272,3838.258
0.088,4199.369
0.248,4569.317
0.624,4946.117
0.264,5328.317
0.328,4179.949
0.552,6104.846
0.616,6892.982
0.408,7290.324
0.376,1811.605
0.096,1558.282
0.56,1384.211
0.008,1321.1
0.104,1384.211
0.584,4359.883
0.008,1558.282
0.128,1811.605
0.0,2115.905
0.024,2452.277
0.128,2809.224
0.136,3179.824
0.032,3559.817
0.192,3946.489
0.0,4338.056
0.344,4733.302
0.16,413.2
0.576,826.4
0.192,1239.6
0.232,1652.8
0.128,2066.0
0.456,2892.4
0.016,3305.6
0.32,5345.063
0.32,3718.8
0.2,4132.0
0.488,4545.2
0.352,4958.4
0.272,5371.6
0.872,5784.8
1.4,6198.0
1.112,6611.3
0.144,1768.656
0.056,1390.325
0.528,5640.359
0.344,1038.91
0.04,753.081
0.096,629.6
0.384,753.081
0.24,1038.91
0.256,1390.325
0.224,1768.656
0.288,2159.804
0.072,2557.895
0.496,2960.131
0.176,5949.712
0.016,3365.024
0.136,3771.72
0.08,4179.691
0.784,4588.599
0.496,4998.212
0.08,5408.372
1.024,5818.961
1.952,6229.896
1.6,6641.211
0.192,2077.759
0.008,6271.041
0.08,1766.902
0.048,1506.078
0.008,1325.167
0.424,1259.1
0.176,1325.167
0.168,1506.078
0.328,1766.902
0.208,2077.759
0.336,2419.44
0.208,2780.605
0.032,6602.599
0.352,3154.57
0.096,3537.276
0.112,3926.169
0.024,4319.578
0.768,4716.373
0.88,5115.766
0.616,5517.193
1.536,5920.24
2.088,6324.598
