Lambda_Diff,Distance
0.056,3665.573
0.056,3498.755
0.56,3374.554
0.84,3297.789
0.904,3271.8
0.896,3297.789
1.72,3374.554
1.736,3498.755
0.296,3012.21
1.384,3665.618
0.232,7676.464
0.088,7323.616
0.504,6977.396
0.136,6638.842
0.192,6309.19
0.176,5989.907
0.288,5682.743
0.048,5389.769
0.144,5113.427
0.056,6875.693
0.104,4856.554
0.08,4622.399
0.112,4414.578
0.44,4236.967
0.28,4093.501
0.272,3987.866
0.384,3923.121
1.032,3901.3
0.904,3923.121
1.68,3987.866
0.288,6479.382
1.984,4093.501
1.888,4237.006
0.128,8014.8
0.112,7677.516
0.192,7347.991
0.096,7027.314
0.056,6716.754
0.352,6417.78
0.04,6132.086
0.064,5861.615
0.32,6085.318
0.28,5608.569
0.008,5375.41
0.032,5164.832
0.112,4979.7
0.448,4822.945
0.128,4697.41
0.008,4605.648
0.576,4549.702
0.696,4530.9
0.696,4549.702
0.232,5693.968
1.808,4605.648
2.28,4697.41
1.8,4822.98
0.448,8386.788
0.44,8065.076
0.656,7752.042
0.208,7448.78
0.248,7156.534
0.464,6876.706
0.056,6610.875
0.896,5305.932
0.184,6360.795
0.152,6128.396
0.152,5725.092
0.52,5558.651
0.024,5418.671
0.304,5226.201
0.4,5176.966
0.96,5160.45
0.656,4921.995
0.448,5176.966
1.168,5226.201
1.672,5307.245
1.656,5418.701
0.44,8736.593
0.248,8428.244
0.792,8129.207
0.424,7840.547
0.12,7563.453
0.896,7299.242
0.336,4543.194
0.248,7049.363
0.04,6815.392
0.408,6599.021
0.064,6402.036
0.024,6226.277
0.488,6073.586
0.2,5945.741
0.608,5844.373
0.144,5770.877
0.952,5726.327
0.144,4170.93
0.936,5711.4
0.512,5726.327
1.088,5770.877
1.6,5844.373
1.728,5945.769
0.488,6309.14
0.152,3807.122
0.744,3454.441
0.528,3116.668
0.256,2799.204
0.224,2509.768
0.288,2259.158
0.768,2061.583
0.008,1933.371
0.208,1888.7
0.744,1933.371
0.52,5932.573
0.04,2061.583
0.88,2259.158
0.136,2509.834
0.416,6730.03
0.576,6324.598
0.584,5920.24
0.432,5517.193
0.04,5115.766
0.12,4716.373
0.04,4319.578
0.832,5561.21
0.152,3926.169
0.08,3537.276
0.064,3154.57
0.176,2780.605
0.192,2419.44
0.016,2077.759
0.272,1766.902
0.24,1506.078
0.128,1325.167
0.296,1259.1
0.52,5196.169
0.152,1325.167
0.384,1506.078
0.792,1766.902
0.28,2077.838
0.48,6641.111
0.4,6229.896
0.304,5818.961
0.096,5408.372
0.2,4998.212
0.264,4588.599
0.912,4838.88
0.192,4179.691
0.256,3771.72
0.44,3365.024
0.216,2960.131
0.088,2557.895
0.144,2159.804
0.04,1768.656
0.12,1390.325
0.496,1038.91
0.392,753.081
0.456,4491.192
0.424,753.081
0.744,1390.325
0.536,1768.749
0.504,6611.2
0.224,6198.0
0.688,5784.8
0.12,5371.6
0.232,4958.4
0.712,4155.517
0.136,4545.2
0.0,4132.0
0.128,3718.8
0.104,3305.6
0.0,2892.4
0.264,2479.2
0.16,2066.0
0.32,1652.8
0.128,1239.6
0.216,826.4
0.904,413.2
1.36,826.4
1.048,1239.7
0.208,7058.354
0.648,6647.265
0.312,6236.455
0.424,5825.983
0.472,3835.011
0.552,5415.926
0.72,5006.386
0.528,4597.501
0.304,4189.463
0.296,3782.545
0.192,3377.153
0.192,2973.912
0.256,2573.831
0.296,2178.653
0.2,1791.625
0.4,3533.803
0.008,1419.43
0.48,1077.548
0.608,805.547
0.808,691.5
1.096,805.547
1.312,1077.548
1.464,1419.517
0.088,7147.552
0.192,6741.904
0.536,6337.232
0.432,3257.251
0.264,5933.735
0.376,5531.672
0.216,5131.378
0.2,4733.302
0.184,4338.056
0.608,3946.489
0.504,3559.817
0.08,2809.224
0.392,2452.277
0.056,3012.155
0.056,2115.905
0.176,1811.605
0.864,1558.282
0.728,1384.211
0.648,1321.1
1.248,1384.211
1.776,1558.282
1.488,1811.674
0.232,7290.228
0.32,6892.982
0.152,2806.767
0.72,6497.725
0.416,6104.846
0.28,5714.833
0.008,5328.317
0.136,4946.117
0.12,4569.317
0.152,4199.369
0.088,3838.258
0.304,3488.726
0.12,3154.626
0.2,2650.334
0.36,2841.406
0.24,2556.752
0.296,2311.242
1.16,2118.53
0.872,1993.982
0.456,1950.7
1.4,1993.982
2.328,2118.53
1.976,2311.295
0.568,7483.29
0.368,2551.875
0.296,7096.858
0.328,6713.616
0.368,6334.141
0.048,5959.154
0.552,5589.558
0.208,5226.497
0.048,4871.433
0.168,4526.246
0.04,4193.379
0.168,3876.004
0.344,2518.2
0.024,3578.249
0.472,3305.418
0.488,3064.177
0.4,2862.523
1.144,2709.312
1.256,2613.076
0.992,2580.2
1.912,2613.076
2.464,2709.312
1.872,2862.567
0.2,2551.875
0.464,7748.992
0.336,7376.492
0.536,7008.558
0.152,6645.945
0.128,6289.576
0.48,5940.573
0.04,5600.314
0.048,5270.493
0.28,4953.196
0.464,4650.986
0.848,7074.553
0.912,2650.334
0.2,4366.996
0.032,4105.01
0.192,3869.5
0.08,3665.573
0.696,3498.755
0.976,3374.554
1.04,3297.789
1.032,3271.8
1.856,3297.789
1.872,3374.554
0.432,2806.811
1.52,3498.79
0.368,8035.069
0.224,7676.464
0.64,7323.616
0.272,6977.396
0.328,6638.842
0.312,6309.19
0.424,5989.907
0.184,5682.743
0.28,5389.769
0.192,7273.884
0.24,5113.427
0.216,4856.554
0.248,4622.399
0.576,4414.578
0.416,4236.967
0.408,4093.501
0.52,3987.866
1.168,3923.121
1.04,3901.3
1.816,3923.121
0.424,6875.693
2.12,3987.866
2.024,4093.531
0.264,8358.902
0.024,8014.8
0.328,7677.516
0.232,7347.991
0.192,7027.314
0.488,6716.754
0.176,6417.78
0.2,6132.086
0.456,6479.382
0.416,5861.615
0.144,5608.569
0.104,5375.41
0.248,5164.832
0.584,4979.7
0.264,4822.945
0.128,4697.41
0.712,4605.648
0.832,4549.702
0.832,4530.9
0.096,6085.318
1.944,4549.702
2.416,4605.648
1.936,4697.437
0.584,8716.217
0.576,8386.788
0.792,8065.076
0.344,7752.042
0.384,7448.78
0.6,7156.534
0.08,6876.706
1.032,5693.968
0.32,6610.875
0.288,6360.795
0.288,5915.76
0.656,5725.092
0.16,5558.651
0.44,5307.245
0.536,5226.201
1.096,5176.966
0.792,5305.932
0.584,5160.45
1.304,5176.966
1.808,5226.201
1.792,5307.269
0.576,9053.302
0.384,8736.593
0.928,8428.244
0.56,8129.207
0.256,7840.547
1.032,7563.453
0.472,4921.995
0.112,7299.242
0.176,7049.363
0.544,6815.392
0.072,6599.021
0.112,6402.036
0.624,6226.277
0.336,6073.586
0.744,5945.741
0.28,5844.373
1.088,5770.877
0.28,4543.194
1.072,5726.327
0.648,5711.4
1.224,5726.327
1.736,5770.877
1.864,5844.394
0.624,6690.033
0.288,4170.93
0.88,3807.122
0.664,3454.441
0.392,3116.668
0.088,2799.204
0.424,2509.768
0.632,2259.158
0.144,2061.583
0.072,1933.371
0.608,1888.7
0.656,6309.14
0.176,1933.371
1.016,2061.583
0.0,2259.213
0.552,7136.353
0.712,6730.03
0.72,6324.598
0.568,5920.24
0.176,5517.193
0.256,5115.766
0.176,4716.373
0.968,5932.573
0.288,4319.578
0.216,3926.169
0.072,3537.276
0.312,3154.57
0.328,2780.605
0.152,2419.44
0.136,2077.759
0.104,1766.902
0.264,1506.078
0.432,1325.167
0.656,5561.21
0.288,1259.1
0.52,1325.167
0.928,1506.078
0.416,1766.972
0.616,7052.559
0.536,6641.111
0.44,6229.896
0.232,5818.961
0.336,5408.372
0.4,4998.212
1.048,5196.169
0.056,4588.599
0.392,4179.691
0.576,3771.72
0.352,3365.024
0.048,2960.131
0.008,2557.895
0.176,2159.804
0.016,1768.656
0.36,1390.325
0.528,1038.91
0.592,4838.88
0.288,629.6
0.88,1038.91
0.672,1390.414
0.64,7024.4
0.36,6611.2
0.824,6198.0
0.256,5784.8
0.368,5371.6
0.848,4491.192
0.272,4958.4
0.136,4545.2
0.264,4132.0
0.24,3718.8
0.136,3305.6
0.4,2892.4
0.296,2479.2
0.456,2066.0
0.264,1652.8
0.08,1239.6
0.456,413.2
0.144,826.5
0.696,7469.676
0.256,7058.354
0.592,6647.265
0.48,6236.455
0.432,4155.517
0.352,5825.983
0.184,5415.926
0.376,5006.386
0.6,4597.501
1.2,4189.463
1.096,3782.545
0.712,3377.153
0.648,2973.912
0.608,2573.831
0.704,2178.653
0.504,3835.011
0.912,1791.625
0.424,1419.43
0.296,1077.548
0.096,805.547
0.192,691.5
0.408,805.547
0.56,1077.624
0.992,7554.019
0.712,7147.552
0.368,6741.904
0.472,3533.803
0.64,6337.232
0.528,5933.735
0.688,5531.672
1.104,5131.378
0.72,4733.302
0.296,4338.056
0.4,3946.489
0.984,3179.824
0.512,2809.224
0.848,3257.251
0.848,2452.277
0.728,2115.905
0.04,1811.605
0.176,1558.282
0.256,1384.211
0.344,1321.1
0.872,1384.211
0.584,1558.335
0.672,7689.156
0.584,7290.228
1.056,3012.155
0.184,6892.982
0.488,6497.725
0.624,6104.846
0.912,5714.833
0.768,5328.317
0.784,4946.117
0.752,4569.317
0.816,4199.369
0.6,3838.258
1.024,3488.726
0.704,2806.767
0.544,3154.626
0.664,2841.406
0.608,2556.752
0.256,2311.242
0.032,2118.53
0.448,1993.982
0.496,1950.7
1.424,1993.982
1.072,2118.569
0.336,7872.441
0.536,2650.334
0.608,7483.29
0.576,7096.858
0.536,6713.616
0.952,6334.141
0.352,5959.154
0.696,5589.558
0.856,5226.497
0.736,4871.433
0.864,4526.246
0.736,4193.379
0.56,2551.875
0.88,3876.004
0.432,3578.249
0.416,3305.418
0.504,3064.177
0.24,2862.523
0.352,2709.312
0.088,2613.076
1.008,2580.2
1.56,2613.076
0.968,2709.342
0.704,2518.2
0.44,8125.427
0.568,7748.992
0.368,7376.492
0.752,7008.558
0.776,6645.945
0.424,6289.576
0.864,5940.573
0.856,5600.314
0.624,5270.493
0.44,4953.196
0.056,7462.14
0.008,2551.875
0.704,4650.986
0.872,4366.996
0.712,4105.01
0.824,3869.5
0.208,3665.573
0.072,3498.755
0.136,3374.554
0.128,3297.789
0.952,3271.8
0.968,3297.789
0.472,2650.365
0.616,3374.578
0.536,8398.692
0.68,8035.069
0.264,7676.464
0.632,7323.616
0.576,6977.396
0.592,6638.842
0.48,6309.19
0.72,5989.907
