<X-coord>,<Y-coord>,<Polarization>,<wavelength>,<type>,<deviceID>,<comment>
-4459.875,-4231.55,TE,1550,Grating Coupler,alignment_GC_1,no comment
-4459.875,-3818.35,TE,1550,Grating Coupler,alignment_GC_2,no comment
-4459.875,-3405.15,TE,1550,Grating Coupler,alignment_GC_3,no comment
-4459.875,-2991.95,TE,1550,Grating Coupler,alignment_GC_4,no comment
-4459.875,-2578.75,TE,1550,Grating Coupler,alignment_GC_5,no comment
-4459.875,-2165.55,TE,1550,Grating Coupler,alignment_GC_6,no comment
-4459.875,-1752.35,TE,1550,Grating Coupler,alignment_GC_7,no comment
-4459.875,-1339.15,TE,1550,Grating Coupler,alignment_GC_8,no comment
-4459.875,-925.95,TE,1550,Grating Coupler,alignment_GC_9,no comment
-4459.875,-512.75,TE,1550,Grating Coupler,alignment_GC_10,no comment
-4459.875,-99.55,TE,1550,Grating Coupler,alignment_GC_11,no comment
-4459.875,313.65,TE,1550,Grating Coupler,alignment_GC_12,no comment
-4459.875,726.85,TE,1550,Grating Coupler,alignment_GC_13,no comment
-4459.875,1140.05,TE,1550,Grating Coupler,alignment_GC_14,no comment
-4459.875,1553.25,TE,1550,Grating Coupler,alignment_GC_15,no comment
-4459.875,1966.45,TE,1550,Grating Coupler,alignment_GC_16,no comment
-4459.875,2379.65,TE,1550,Grating Coupler,alignment_GC_17,no comment
-4459.875,2792.85,TE,1550,Grating Coupler,alignment_GC_18,no comment
-4459.875,3206.05,TE,1550,Grating Coupler,alignment_GC_19,no comment
-4459.875,3619.25,TE,1550,Grating Coupler,alignment_GC_20,no comment
-4459.875,4032.55,TE,1550,Grating Coupler,alignment_GC_21,no comment
-4459.775,4326.1,TE,1550,Grating Coupler,alignment_AP_gc_1,no comment
-4459.775,4484.1,TE,1550,Grating Coupler,alignment_AP_gc_2,no comment
-4401.825,4326.05,TE,1550,Grating Coupler,MR1_100_AP_1,no comment
-4401.825,4484.15,TE,1550,Grating Coupler,MR1_100_AP_2,no comment
-4397.725,-4231.55,TE,1550,Grating Coupler,MR1_100_1,no comment
-4397.725,-3818.35,TE,1550,Grating Coupler,MR1_100_2,no comment
-4397.725,-3405.15,TE,1550,Grating Coupler,MR1_100_3,no comment
-4397.725,-2991.95,TE,1550,Grating Coupler,MR1_100_4,no comment
-4397.725,-2578.75,TE,1550,Grating Coupler,MR1_100_5,no comment
-4397.725,-2165.55,TE,1550,Grating Coupler,MR1_100_6,no comment
-4397.725,-1752.35,TE,1550,Grating Coupler,MR1_100_7,no comment
-4397.725,-1339.15,TE,1550,Grating Coupler,MR1_100_8,no comment
-4397.725,-925.95,TE,1550,Grating Coupler,MR1_100_9,no comment
-4397.725,-512.75,TE,1550,Grating Coupler,MR1_100_10,no comment
-4397.725,-99.55,TE,1550,Grating Coupler,MR1_100_11,no comment
-4397.725,313.65,TE,1550,Grating Coupler,MR1_100_12,no comment
-4397.725,726.85,TE,1550,Grating Coupler,MR1_100_13,no comment
-4397.725,1140.05,TE,1550,Grating Coupler,MR1_100_14,no comment
-4397.725,1553.25,TE,1550,Grating Coupler,MR1_100_15,no comment
-4397.725,1966.45,TE,1550,Grating Coupler,MR1_100_16,no comment
-4397.725,2379.65,TE,1550,Grating Coupler,MR1_100_17,no comment
-4397.725,2792.85,TE,1550,Grating Coupler,MR1_100_18,no comment
-4397.725,3206.05,TE,1550,Grating Coupler,MR1_100_19,no comment
-4397.725,3619.25,TE,1550,Grating Coupler,MR1_100_20,no comment
-4397.725,4032.55,TE,1550,Grating Coupler,MR1_100_21,no comment
-4342.975,4326.15,TE,1550,Grating Coupler,MR2_100_AP_1,no comment
-4342.975,4484.15,TE,1550,Grating Coupler,MR2_100_AP_2,no comment
-4319.125,-4231.55,TE,1550,Grating Coupler,MR2_100_1,no comment
-4319.125,-3818.35,TE,1550,Grating Coupler,MR2_100_2,no comment
-4319.125,-3405.15,TE,1550,Grating Coupler,MR2_100_3,no comment
-4319.125,-2991.95,TE,1550,Grating Coupler,MR2_100_4,no comment
-4319.125,-2578.75,TE,1550,Grating Coupler,MR2_100_5,no comment
-4319.125,-2165.55,TE,1550,Grating Coupler,MR2_100_6,no comment
-4319.125,-1752.35,TE,1550,Grating Coupler,MR2_100_7,no comment
-4319.125,-1339.15,TE,1550,Grating Coupler,MR2_100_8,no comment
-4319.125,-925.95,TE,1550,Grating Coupler,MR2_100_9,no comment
-4319.125,-512.75,TE,1550,Grating Coupler,MR2_100_10,no comment
-4319.125,-99.55,TE,1550,Grating Coupler,MR2_100_11,no comment
-4319.125,313.65,TE,1550,Grating Coupler,MR2_100_12,no comment
-4319.125,726.85,TE,1550,Grating Coupler,MR2_100_13,no comment
-4319.125,1140.05,TE,1550,Grating Coupler,MR2_100_14,no comment
-4319.125,1553.25,TE,1550,Grating Coupler,MR2_100_15,no comment
-4319.125,1966.45,TE,1550,Grating Coupler,MR2_100_16,no comment
-4319.125,2379.65,TE,1550,Grating Coupler,MR2_100_17,no comment
-4319.125,2792.85,TE,1550,Grating Coupler,MR2_100_18,no comment
-4319.125,3206.05,TE,1550,Grating Coupler,MR2_100_19,no comment
-4319.125,3619.25,TE,1550,Grating Coupler,MR2_100_20,no comment
-4319.125,4032.55,TE,1550,Grating Coupler,MR2_100_21,no comment
-4284.475,4326.15,TE,1550,Grating Coupler,MR3_100_AP_1,no comment
-4284.475,4484.15,TE,1550,Grating Coupler,MR3_100_AP_2,no comment
-4240.325,-4231.55,TE,1550,Grating Coupler,MR3_100_1,no comment
-4240.325,-3818.35,TE,1550,Grating Coupler,MR3_100_2,no comment
-4240.325,-3405.15,TE,1550,Grating Coupler,MR3_100_3,no comment
-4240.325,-2991.95,TE,1550,Grating Coupler,MR3_100_4,no comment
-4240.325,-2578.75,TE,1550,Grating Coupler,MR3_100_5,no comment
-4240.325,-2165.55,TE,1550,Grating Coupler,MR3_100_6,no comment
-4240.325,-1752.35,TE,1550,Grating Coupler,MR3_100_7,no comment
-4240.325,-1339.15,TE,1550,Grating Coupler,MR3_100_8,no comment
-4240.325,-925.95,TE,1550,Grating Coupler,MR3_100_9,no comment
-4240.325,-512.75,TE,1550,Grating Coupler,MR3_100_10,no comment
-4240.325,-99.55,TE,1550,Grating Coupler,MR3_100_11,no comment
-4240.325,313.65,TE,1550,Grating Coupler,MR3_100_12,no comment
-4240.325,726.85,TE,1550,Grating Coupler,MR3_100_13,no comment
-4240.325,1140.05,TE,1550,Grating Coupler,MR3_100_14,no comment
-4240.325,1553.25,TE,1550,Grating Coupler,MR3_100_15,no comment
-4240.325,1966.45,TE,1550,Grating Coupler,MR3_100_16,no comment
-4240.325,2379.65,TE,1550,Grating Coupler,MR3_100_17,no comment
-4240.325,2792.85,TE,1550,Grating Coupler,MR3_100_18,no comment
-4240.325,3206.05,TE,1550,Grating Coupler,MR3_100_19,no comment
-4240.325,3619.25,TE,1550,Grating Coupler,MR3_100_20,no comment
-4240.325,4032.55,TE,1550,Grating Coupler,MR3_100_21,no comment
-4225.675,4326.15,TE,1550,Grating Coupler,MR4_100_AP_1,no comment
-4225.675,4484.15,TE,1550,Grating Coupler,MR4_100_AP_2,no comment
-4166.915,4326.05,TE,1550,Grating Coupler,MR1_200_AP_1,no comment
-4166.915,4484.15,TE,1550,Grating Coupler,MR1_200_AP_2,no comment
-4161.725,-4231.55,TE,1550,Grating Coupler,MR4_100_1,no comment
-4161.725,-3818.35,TE,1550,Grating Coupler,MR4_100_2,no comment
-4161.725,-3405.15,TE,1550,Grating Coupler,MR4_100_3,no comment
-4161.725,-2991.95,TE,1550,Grating Coupler,MR4_100_4,no comment
-4161.725,-2578.75,TE,1550,Grating Coupler,MR4_100_5,no comment
-4161.725,-2165.55,TE,1550,Grating Coupler,MR4_100_6,no comment
-4161.725,-1752.35,TE,1550,Grating Coupler,MR4_100_7,no comment
-4161.725,-1339.15,TE,1550,Grating Coupler,MR4_100_8,no comment
-4161.725,-925.95,TE,1550,Grating Coupler,MR4_100_9,no comment
-4161.725,-512.75,TE,1550,Grating Coupler,MR4_100_10,no comment
-4161.725,-99.55,TE,1550,Grating Coupler,MR4_100_11,no comment
-4161.725,313.65,TE,1550,Grating Coupler,MR4_100_12,no comment
-4161.725,726.85,TE,1550,Grating Coupler,MR4_100_13,no comment
-4161.725,1140.05,TE,1550,Grating Coupler,MR4_100_14,no comment
-4161.725,1553.25,TE,1550,Grating Coupler,MR4_100_15,no comment
-4161.725,1966.45,TE,1550,Grating Coupler,MR4_100_16,no comment
-4161.725,2379.65,TE,1550,Grating Coupler,MR4_100_17,no comment
-4161.725,2792.85,TE,1550,Grating Coupler,MR4_100_18,no comment
-4161.725,3206.05,TE,1550,Grating Coupler,MR4_100_19,no comment
-4161.725,3619.25,TE,1550,Grating Coupler,MR4_100_20,no comment
-4161.725,4032.55,TE,1550,Grating Coupler,MR4_100_21,no comment
-4108.065,4326.15,TE,1550,Grating Coupler,MR2_200_AP_1,no comment
-4108.065,4484.15,TE,1550,Grating Coupler,MR2_200_AP_2,no comment
-4083.15,-2864.7,TE,1550,Grating Coupler,MR1_200_0,no comment
-4083.025,-4231.55,TE,1550,Grating Coupler,MR1_200_1,no comment
-4083.025,-3818.35,TE,1550,Grating Coupler,MR1_200_2,no comment
-4083.025,-3405.15,TE,1550,Grating Coupler,MR1_200_3,no comment
-4083.025,-2991.95,TE,1550,Grating Coupler,MR1_200_4,no comment
-4083.025,-2578.75,TE,1550,Grating Coupler,MR1_200_5,no comment
-4083.025,-2165.55,TE,1550,Grating Coupler,MR1_200_6,no comment
-4083.025,-1752.35,TE,1550,Grating Coupler,MR1_200_7,no comment
-4083.025,-1339.15,TE,1550,Grating Coupler,MR1_200_8,no comment
-4083.025,-925.95,TE,1550,Grating Coupler,MR1_200_9,no comment
-4083.025,-512.75,TE,1550,Grating Coupler,MR1_200_10,no comment
-4083.025,-99.55,TE,1550,Grating Coupler,MR1_200_11,no comment
-4083.025,313.65,TE,1550,Grating Coupler,MR1_200_12,no comment
-4083.025,726.85,TE,1550,Grating Coupler,MR1_200_13,no comment
-4083.025,1140.05,TE,1550,Grating Coupler,MR1_200_14,no comment
-4083.025,1553.25,TE,1550,Grating Coupler,MR1_200_15,no comment
-4083.025,1966.45,TE,1550,Grating Coupler,MR1_200_16,no comment
-4083.025,2379.65,TE,1550,Grating Coupler,MR1_200_17,no comment
-4083.025,2792.85,TE,1550,Grating Coupler,MR1_200_18,no comment
-4083.025,3206.05,TE,1550,Grating Coupler,MR1_200_19,no comment
-4083.025,3619.25,TE,1550,Grating Coupler,MR1_200_20,no comment
-4083.025,4032.55,TE,1550,Grating Coupler,MR1_200_21,no comment
-4049.565,4326.15,TE,1550,Grating Coupler,MR3_200_AP_1,no comment
-4049.565,4484.15,TE,1550,Grating Coupler,MR3_200_AP_2,no comment
-4004.4,-2864.7,TE,1550,Grating Coupler,MR2_200_0,no comment
-4004.275,-4231.55,TE,1550,Grating Coupler,MR2_200_1,no comment
-4004.275,-3818.35,TE,1550,Grating Coupler,MR2_200_2,no comment
-4004.275,-3405.15,TE,1550,Grating Coupler,MR2_200_3,no comment
-4004.275,-2991.95,TE,1550,Grating Coupler,MR2_200_4,no comment
-4004.275,-2578.75,TE,1550,Grating Coupler,MR2_200_5,no comment
-4004.275,-2165.55,TE,1550,Grating Coupler,MR2_200_6,no comment
-4004.275,-1752.35,TE,1550,Grating Coupler,MR2_200_7,no comment
-4004.275,-1339.15,TE,1550,Grating Coupler,MR2_200_8,no comment
-4004.275,-925.95,TE,1550,Grating Coupler,MR2_200_9,no comment
-4004.275,-512.75,TE,1550,Grating Coupler,MR2_200_10,no comment
-4004.275,-99.55,TE,1550,Grating Coupler,MR2_200_11,no comment
-4004.275,313.65,TE,1550,Grating Coupler,MR2_200_12,no comment
-4004.275,726.85,TE,1550,Grating Coupler,MR2_200_13,no comment
-4004.275,1140.05,TE,1550,Grating Coupler,MR2_200_14,no comment
-4004.275,1553.25,TE,1550,Grating Coupler,MR2_200_15,no comment
-4004.275,1966.45,TE,1550,Grating Coupler,MR2_200_16,no comment
-4004.275,2379.65,TE,1550,Grating Coupler,MR2_200_17,no comment
-4004.275,2792.85,TE,1550,Grating Coupler,MR2_200_18,no comment
-4004.275,3206.05,TE,1550,Grating Coupler,MR2_200_19,no comment
-4004.275,3619.25,TE,1550,Grating Coupler,MR2_200_20,no comment
-4004.275,4032.55,TE,1550,Grating Coupler,MR2_200_21,no comment
-3990.765,4326.15,TE,1550,Grating Coupler,MR4_200_AP_1,no comment
-3990.765,4484.15,TE,1550,Grating Coupler,MR4_200_AP_2,no comment
-3932.125,4326.05,TE,1550,Grating Coupler,MR1_100_AP_3,no comment
-3932.125,4484.15,TE,1550,Grating Coupler,MR1_100_AP_4,no comment
-3925.275,-4231.55,TE,1550,Grating Coupler,MR3_200_1,no comment
-3925.275,-3818.35,TE,1550,Grating Coupler,MR3_200_2,no comment
-3925.275,-3405.15,TE,1550,Grating Coupler,MR3_200_3,no comment
-3925.275,-2991.95,TE,1550,Grating Coupler,MR3_200_4,no comment
-3925.275,-2578.75,TE,1550,Grating Coupler,MR3_200_5,no comment
-3925.275,-2165.55,TE,1550,Grating Coupler,MR3_200_6,no comment
-3925.275,-1752.35,TE,1550,Grating Coupler,MR3_200_7,no comment
-3925.275,-1339.15,TE,1550,Grating Coupler,MR3_200_8,no comment
-3925.275,-925.95,TE,1550,Grating Coupler,MR3_200_9,no comment
-3925.275,-512.75,TE,1550,Grating Coupler,MR3_200_10,no comment
-3925.275,-99.55,TE,1550,Grating Coupler,MR3_200_11,no comment
-3925.275,313.65,TE,1550,Grating Coupler,MR3_200_12,no comment
-3925.275,726.85,TE,1550,Grating Coupler,MR3_200_13,no comment
-3925.275,1140.05,TE,1550,Grating Coupler,MR3_200_14,no comment
-3925.275,1553.25,TE,1550,Grating Coupler,MR3_200_15,no comment
-3925.275,1966.45,TE,1550,Grating Coupler,MR3_200_16,no comment
-3925.275,2379.65,TE,1550,Grating Coupler,MR3_200_17,no comment
-3925.275,2792.85,TE,1550,Grating Coupler,MR3_200_18,no comment
-3925.275,3206.05,TE,1550,Grating Coupler,MR3_200_19,no comment
-3925.275,3619.25,TE,1550,Grating Coupler,MR3_200_20,no comment
-3925.275,4032.55,TE,1550,Grating Coupler,MR3_200_21,no comment
-3873.275,4326.15,TE,1550,Grating Coupler,MR2_100_AP_3,no comment
-3873.275,4484.15,TE,1550,Grating Coupler,MR2_100_AP_4,no comment
-3846.675,-4231.55,TE,1550,Grating Coupler,MR4_200_1,no comment
-3846.675,-3818.35,TE,1550,Grating Coupler,MR4_200_2,no comment
-3846.675,-3405.15,TE,1550,Grating Coupler,MR4_200_3,no comment
-3846.675,-2991.95,TE,1550,Grating Coupler,MR4_200_4,no comment
-3846.675,-2578.75,TE,1550,Grating Coupler,MR4_200_5,no comment
-3846.675,-2165.55,TE,1550,Grating Coupler,MR4_200_6,no comment
-3846.675,-1752.35,TE,1550,Grating Coupler,MR4_200_7,no comment
-3846.675,-1339.15,TE,1550,Grating Coupler,MR4_200_8,no comment
-3846.675,-925.95,TE,1550,Grating Coupler,MR4_200_9,no comment
-3846.675,-512.75,TE,1550,Grating Coupler,MR4_200_10,no comment
-3846.675,-99.55,TE,1550,Grating Coupler,MR4_200_11,no comment
-3846.675,313.65,TE,1550,Grating Coupler,MR4_200_12,no comment
-3846.675,726.85,TE,1550,Grating Coupler,MR4_200_13,no comment
-3846.675,1140.05,TE,1550,Grating Coupler,MR4_200_14,no comment
-3846.675,1553.25,TE,1550,Grating Coupler,MR4_200_15,no comment
-3846.675,1966.45,TE,1550,Grating Coupler,MR4_200_16,no comment
-3846.675,2379.65,TE,1550,Grating Coupler,MR4_200_17,no comment
-3846.675,2792.85,TE,1550,Grating Coupler,MR4_200_18,no comment
-3846.675,3206.05,TE,1550,Grating Coupler,MR4_200_19,no comment
-3846.675,3619.25,TE,1550,Grating Coupler,MR4_200_20,no comment
-3846.675,4032.55,TE,1550,Grating Coupler,MR4_200_21,no comment
-3814.775,4326.15,TE,1550,Grating Coupler,MR3_100_AP_3,no comment
-3814.775,4484.15,TE,1550,Grating Coupler,MR3_100_AP_4,no comment
-3768.225,-4231.55,TE,1550,Grating Coupler,MR1_100_22,no comment
-3768.225,-3818.35,TE,1550,Grating Coupler,MR1_100_23,no comment
-3768.225,-3405.15,TE,1550,Grating Coupler,MR1_100_24,no comment
-3768.225,-2991.95,TE,1550,Grating Coupler,MR1_100_25,no comment
-3768.225,-2578.75,TE,1550,Grating Coupler,MR1_100_26,no comment
-3768.225,-2165.55,TE,1550,Grating Coupler,MR1_100_27,no comment
-3768.225,-1752.35,TE,1550,Grating Coupler,MR1_100_28,no comment
-3768.225,-1339.15,TE,1550,Grating Coupler,MR1_100_29,no comment
-3768.225,-925.95,TE,1550,Grating Coupler,MR1_100_30,no comment
-3768.225,-512.75,TE,1550,Grating Coupler,MR1_100_31,no comment
-3768.225,-99.55,TE,1550,Grating Coupler,MR1_100_32,no comment
-3768.225,313.65,TE,1550,Grating Coupler,MR1_100_33,no comment
-3768.225,726.85,TE,1550,Grating Coupler,MR1_100_34,no comment
-3768.225,1140.05,TE,1550,Grating Coupler,MR1_100_35,no comment
-3768.225,1553.25,TE,1550,Grating Coupler,MR1_100_36,no comment
-3768.225,1966.45,TE,1550,Grating Coupler,MR1_100_37,no comment
-3768.225,2379.65,TE,1550,Grating Coupler,MR1_100_38,no comment
-3768.225,2792.85,TE,1550,Grating Coupler,MR1_100_39,no comment
-3768.225,3206.05,TE,1550,Grating Coupler,MR1_100_40,no comment
-3768.225,3619.25,TE,1550,Grating Coupler,MR1_100_41,no comment
-3768.225,4032.55,TE,1550,Grating Coupler,MR1_100_42,no comment
-3755.975,4326.15,TE,1550,Grating Coupler,MR4_100_AP_3,no comment
-3755.975,4484.15,TE,1550,Grating Coupler,MR4_100_AP_4,no comment
-3697.215,4326.05,TE,1550,Grating Coupler,MR1_200_AP_3,no comment
-3697.215,4484.15,TE,1550,Grating Coupler,MR1_200_AP_4,no comment
-3689.625,-4231.55,TE,1550,Grating Coupler,MR2_100_22,no comment
-3689.625,-3818.35,TE,1550,Grating Coupler,MR2_100_23,no comment
-3689.625,-3405.15,TE,1550,Grating Coupler,MR2_100_24,no comment
-3689.625,-2991.95,TE,1550,Grating Coupler,MR2_100_25,no comment
-3689.625,-2578.75,TE,1550,Grating Coupler,MR2_100_26,no comment
-3689.625,-2165.55,TE,1550,Grating Coupler,MR2_100_27,no comment
-3689.625,-1752.35,TE,1550,Grating Coupler,MR2_100_28,no comment
-3689.625,-1339.15,TE,1550,Grating Coupler,MR2_100_29,no comment
-3689.625,-925.95,TE,1550,Grating Coupler,MR2_100_30,no comment
-3689.625,-512.75,TE,1550,Grating Coupler,MR2_100_31,no comment
-3689.625,-99.55,TE,1550,Grating Coupler,MR2_100_32,no comment
-3689.625,313.65,TE,1550,Grating Coupler,MR2_100_33,no comment
-3689.625,726.85,TE,1550,Grating Coupler,MR2_100_34,no comment
-3689.625,1140.05,TE,1550,Grating Coupler,MR2_100_35,no comment
-3689.625,1553.25,TE,1550,Grating Coupler,MR2_100_36,no comment
-3689.625,1966.45,TE,1550,Grating Coupler,MR2_100_37,no comment
-3689.625,2379.65,TE,1550,Grating Coupler,MR2_100_38,no comment
-3689.625,2792.85,TE,1550,Grating Coupler,MR2_100_39,no comment
-3689.625,3206.05,TE,1550,Grating Coupler,MR2_100_40,no comment
-3689.625,3619.25,TE,1550,Grating Coupler,MR2_100_41,no comment
-3689.625,4032.55,TE,1550,Grating Coupler,MR2_100_42,no comment
-3638.365,4326.15,TE,1550,Grating Coupler,MR2_200_AP_3,no comment
-3638.365,4484.15,TE,1550,Grating Coupler,MR2_200_AP_4,no comment
-3610.825,-4231.55,TE,1550,Grating Coupler,MR3_100_22,no comment
-3610.825,-3818.35,TE,1550,Grating Coupler,MR3_100_23,no comment
-3610.825,-3405.15,TE,1550,Grating Coupler,MR3_100_24,no comment
-3610.825,-2991.95,TE,1550,Grating Coupler,MR3_100_25,no comment
-3610.825,-2578.75,TE,1550,Grating Coupler,MR3_100_26,no comment
-3610.825,-2165.55,TE,1550,Grating Coupler,MR3_100_27,no comment
-3610.825,-1752.35,TE,1550,Grating Coupler,MR3_100_28,no comment
-3610.825,-1339.15,TE,1550,Grating Coupler,MR3_100_29,no comment
-3610.825,-925.95,TE,1550,Grating Coupler,MR3_100_30,no comment
-3610.825,-512.75,TE,1550,Grating Coupler,MR3_100_31,no comment
-3610.825,-99.55,TE,1550,Grating Coupler,MR3_100_32,no comment
-3610.825,313.65,TE,1550,Grating Coupler,MR3_100_33,no comment
-3610.825,726.85,TE,1550,Grating Coupler,MR3_100_34,no comment
-3610.825,1140.05,TE,1550,Grating Coupler,MR3_100_35,no comment
-3610.825,1553.25,TE,1550,Grating Coupler,MR3_100_36,no comment
-3610.825,1966.45,TE,1550,Grating Coupler,MR3_100_37,no comment
-3610.825,2379.65,TE,1550,Grating Coupler,MR3_100_38,no comment
-3610.825,2792.85,TE,1550,Grating Coupler,MR3_100_39,no comment
-3610.825,3206.05,TE,1550,Grating Coupler,MR3_100_40,no comment
-3610.825,3619.25,TE,1550,Grating Coupler,MR3_100_41,no comment
-3610.825,4032.55,TE,1550,Grating Coupler,MR3_100_42,no comment
-3579.865,4326.15,TE,1550,Grating Coupler,MR3_200_AP_3,no comment
-3579.865,4484.15,TE,1550,Grating Coupler,MR3_200_AP_4,no comment
-3532.225,-4231.55,TE,1550,Grating Coupler,MR4_100_22,no comment
-3532.225,-3818.35,TE,1550,Grating Coupler,MR4_100_23,no comment
-3532.225,-3405.15,TE,1550,Grating Coupler,MR4_100_24,no comment
-3532.225,-2991.95,TE,1550,Grating Coupler,MR4_100_25,no comment
-3532.225,-2578.75,TE,1550,Grating Coupler,MR4_100_26,no comment
-3532.225,-2165.55,TE,1550,Grating Coupler,MR4_100_27,no comment
-3532.225,-1752.35,TE,1550,Grating Coupler,MR4_100_28,no comment
-3532.225,-1339.15,TE,1550,Grating Coupler,MR4_100_29,no comment
-3532.225,-925.95,TE,1550,Grating Coupler,MR4_100_30,no comment
-3532.225,-512.75,TE,1550,Grating Coupler,MR4_100_31,no comment
-3532.225,-99.55,TE,1550,Grating Coupler,MR4_100_32,no comment
-3532.225,313.65,TE,1550,Grating Coupler,MR4_100_33,no comment
-3532.225,726.85,TE,1550,Grating Coupler,MR4_100_34,no comment
-3532.225,1140.05,TE,1550,Grating Coupler,MR4_100_35,no comment
-3532.225,1553.25,TE,1550,Grating Coupler,MR4_100_36,no comment
-3532.225,1966.45,TE,1550,Grating Coupler,MR4_100_37,no comment
-3532.225,2379.65,TE,1550,Grating Coupler,MR4_100_38,no comment
-3532.225,2792.85,TE,1550,Grating Coupler,MR4_100_39,no comment
-3532.225,3206.05,TE,1550,Grating Coupler,MR4_100_40,no comment
-3532.225,3619.25,TE,1550,Grating Coupler,MR4_100_41,no comment
-3532.225,4032.55,TE,1550,Grating Coupler,MR4_100_42,no comment
-3521.065,4326.15,TE,1550,Grating Coupler,MR4_200_AP_3,no comment
-3521.065,4484.15,TE,1550,Grating Coupler,MR4_200_AP_4,no comment
-3462.325,4326.05,TE,1550,Grating Coupler,MR1_100_AP_5,no comment
-3462.325,4484.15,TE,1550,Grating Coupler,MR1_100_AP_6,no comment
-3453.625,-4231.55,TE,1550,Grating Coupler,MR1_200_22,no comment
-3453.625,-3818.35,TE,1550,Grating Coupler,MR1_200_23,no comment
-3453.625,-3405.15,TE,1550,Grating Coupler,MR1_200_24,no comment
-3453.625,-2991.95,TE,1550,Grating Coupler,MR1_200_25,no comment
-3453.625,-2578.75,TE,1550,Grating Coupler,MR1_200_26,no comment
-3453.625,-2165.55,TE,1550,Grating Coupler,MR1_200_27,no comment
-3453.625,-1752.35,TE,1550,Grating Coupler,MR1_200_28,no comment
-3453.625,-1339.15,TE,1550,Grating Coupler,MR1_200_29,no comment
-3453.625,-925.95,TE,1550,Grating Coupler,MR1_200_30,no comment
-3453.625,-512.75,TE,1550,Grating Coupler,MR1_200_31,no comment
-3453.625,-99.55,TE,1550,Grating Coupler,MR1_200_32,no comment
-3453.625,313.65,TE,1550,Grating Coupler,MR1_200_33,no comment
-3453.625,726.85,TE,1550,Grating Coupler,MR1_200_34,no comment
-3453.625,1140.05,TE,1550,Grating Coupler,MR1_200_35,no comment
-3453.625,1553.25,TE,1550,Grating Coupler,MR1_200_36,no comment
-3453.625,1966.45,TE,1550,Grating Coupler,MR1_200_37,no comment
-3453.625,2379.65,TE,1550,Grating Coupler,MR1_200_38,no comment
-3453.625,2792.85,TE,1550,Grating Coupler,MR1_200_39,no comment
-3453.625,3206.05,TE,1550,Grating Coupler,MR1_200_40,no comment
-3453.625,3619.25,TE,1550,Grating Coupler,MR1_200_41,no comment
-3453.625,4032.55,TE,1550,Grating Coupler,MR1_200_42,no comment
-3403.475,4326.15,TE,1550,Grating Coupler,MR2_100_AP_5,no comment
-3403.475,4484.15,TE,1550,Grating Coupler,MR2_100_AP_6,no comment
-3374.775,-4231.55,TE,1550,Grating Coupler,MR2_200_22,no comment
-3374.775,-3818.35,TE,1550,Grating Coupler,MR2_200_23,no comment
-3374.775,-3405.15,TE,1550,Grating Coupler,MR2_200_24,no comment
-3374.775,-2991.95,TE,1550,Grating Coupler,MR2_200_25,no comment
-3374.775,-2578.75,TE,1550,Grating Coupler,MR2_200_26,no comment
-3374.775,-2165.55,TE,1550,Grating Coupler,MR2_200_27,no comment
-3374.775,-1752.35,TE,1550,Grating Coupler,MR2_200_28,no comment
-3374.775,-1339.15,TE,1550,Grating Coupler,MR2_200_29,no comment
-3374.775,-925.95,TE,1550,Grating Coupler,MR2_200_30,no comment
-3374.775,-512.75,TE,1550,Grating Coupler,MR2_200_31,no comment
-3374.775,-99.55,TE,1550,Grating Coupler,MR2_200_32,no comment
-3374.775,313.65,TE,1550,Grating Coupler,MR2_200_33,no comment
-3374.775,726.85,TE,1550,Grating Coupler,MR2_200_34,no comment
-3374.775,1140.05,TE,1550,Grating Coupler,MR2_200_35,no comment
-3374.775,1553.25,TE,1550,Grating Coupler,MR2_200_36,no comment
-3374.775,1966.45,TE,1550,Grating Coupler,MR2_200_37,no comment
-3374.775,2379.65,TE,1550,Grating Coupler,MR2_200_38,no comment
-3374.775,2792.85,TE,1550,Grating Coupler,MR2_200_39,no comment
-3374.775,3206.05,TE,1550,Grating Coupler,MR2_200_40,no comment
-3374.775,3619.25,TE,1550,Grating Coupler,MR2_200_41,no comment
-3374.775,4032.55,TE,1550,Grating Coupler,MR2_200_42,no comment
-3344.975,4326.15,TE,1550,Grating Coupler,MR3_100_AP_5,no comment
-3344.975,4484.15,TE,1550,Grating Coupler,MR3_100_AP_6,no comment
-3295.775,-4231.55,TE,1550,Grating Coupler,MR3_200_22,no comment
-3295.775,-3818.35,TE,1550,Grating Coupler,MR3_200_23,no comment
-3295.775,-3405.15,TE,1550,Grating Coupler,MR3_200_24,no comment
-3295.775,-2991.95,TE,1550,Grating Coupler,MR3_200_25,no comment
-3295.775,-2578.75,TE,1550,Grating Coupler,MR3_200_26,no comment
-3295.775,-2165.55,TE,1550,Grating Coupler,MR3_200_27,no comment
-3295.775,-1752.35,TE,1550,Grating Coupler,MR3_200_28,no comment
-3295.775,-1339.15,TE,1550,Grating Coupler,MR3_200_29,no comment
-3295.775,-925.95,TE,1550,Grating Coupler,MR3_200_30,no comment
-3295.775,-512.75,TE,1550,Grating Coupler,MR3_200_31,no comment
-3295.775,-99.55,TE,1550,Grating Coupler,MR3_200_32,no comment
-3295.775,313.65,TE,1550,Grating Coupler,MR3_200_33,no comment
-3295.775,726.85,TE,1550,Grating Coupler,MR3_200_34,no comment
