<X-coord>,<Y-coord>,<Polarization>,<wavelength>,<type>,<deviceID>,<comment>
-1407.075,2792.85,TE,1550,Grating Coupler,MR3_200_102,no comment
-1407.075,3206.05,TE,1550,Grating Coupler,MR3_200_103,no comment
-1407.075,3619.25,TE,1550,Grating Coupler,MR3_200_104,no comment
-1407.075,4032.55,TE,1550,Grating Coupler,MR3_200_105,no comment
-1348.365,4326.05,TE,1550,Grating Coupler,MR1_200_AP_13,no comment
-1348.365,4484.15,TE,1550,Grating Coupler,MR1_200_AP_14,no comment
-1328.475,-4231.55,TE,1550,Grating Coupler,MR4_200_85,no comment
-1328.475,-3818.35,TE,1550,Grating Coupler,MR4_200_86,no comment
-1328.475,-3405.15,TE,1550,Grating Coupler,MR4_200_87,no comment
-1328.475,-2991.95,TE,1550,Grating Coupler,MR4_200_88,no comment
-1328.475,-2578.75,TE,1550,Grating Coupler,MR4_200_89,no comment
-1328.475,-2165.55,TE,1550,Grating Coupler,MR4_200_90,no comment
-1328.475,-1752.35,TE,1550,Grating Coupler,MR4_200_91,no comment
-1328.475,-1339.15,TE,1550,Grating Coupler,MR4_200_92,no comment
-1328.475,-925.95,TE,1550,Grating Coupler,MR4_200_93,no comment
-1328.475,-512.75,TE,1550,Grating Coupler,MR4_200_94,no comment
-1328.475,-99.55,TE,1550,Grating Coupler,MR4_200_95,no comment
-1328.475,313.65,TE,1550,Grating Coupler,MR4_200_96,no comment
-1328.475,726.85,TE,1550,Grating Coupler,MR4_200_97,no comment
-1328.475,1140.05,TE,1550,Grating Coupler,MR4_200_98,no comment
-1328.475,1553.25,TE,1550,Grating Coupler,MR4_200_99,no comment
-1328.475,1966.45,TE,1550,Grating Coupler,MR4_200_100,no comment
-1328.475,2379.65,TE,1550,Grating Coupler,MR4_200_101,no comment
-1328.475,2792.85,TE,1550,Grating Coupler,MR4_200_102,no comment
-1328.475,3206.05,TE,1550,Grating Coupler,MR4_200_103,no comment
-1328.475,3619.25,TE,1550,Grating Coupler,MR4_200_104,no comment
-1328.475,4032.55,TE,1550,Grating Coupler,MR4_200_105,no comment
-1289.515,4326.15,TE,1550,Grating Coupler,MR2_200_AP_13,no comment
-1289.515,4484.15,TE,1550,Grating Coupler,MR2_200_AP_14,no comment
-1249.975,-4231.55,TE,1550,Grating Coupler,alignment_gc_22,no comment
-1249.975,-3818.35,TE,1550,Grating Coupler,alignment_gc_23,no comment
-1249.975,-3405.15,TE,1550,Grating Coupler,alignment_gc_24,no comment
-1249.975,-2991.95,TE,1550,Grating Coupler,alignment_gc_25,no comment
-1249.975,-2578.75,TE,1550,Grating Coupler,alignment_gc_26,no comment
-1249.975,-2165.55,TE,1550,Grating Coupler,alignment_gc_27,no comment
-1249.975,-1752.35,TE,1550,Grating Coupler,alignment_gc_28,no comment
-1249.975,-1339.15,TE,1550,Grating Coupler,alignment_gc_29,no comment
-1249.975,-925.95,TE,1550,Grating Coupler,alignment_gc_30,no comment
-1249.975,-512.75,TE,1550,Grating Coupler,alignment_gc_31,no comment
-1249.975,-99.55,TE,1550,Grating Coupler,alignment_gc_32,no comment
-1249.975,313.65,TE,1550,Grating Coupler,alignment_gc_33,no comment
-1249.975,726.85,TE,1550,Grating Coupler,alignment_gc_34,no comment
-1249.975,1140.05,TE,1550,Grating Coupler,alignment_gc_35,no comment
-1249.975,1553.25,TE,1550,Grating Coupler,alignment_gc_36,no comment
-1249.975,1966.45,TE,1550,Grating Coupler,alignment_gc_37,no comment
-1249.975,2379.65,TE,1550,Grating Coupler,alignment_gc_38,no comment
-1249.975,2792.85,TE,1550,Grating Coupler,alignment_gc_39,no comment
-1249.975,3206.05,TE,1550,Grating Coupler,alignment_gc_40,no comment
-1249.975,3619.25,TE,1550,Grating Coupler,alignment_gc_41,no comment
-1249.975,4032.55,TE,1550,Grating Coupler,alignment_gc_42,no comment
-1231.015,4326.15,TE,1550,Grating Coupler,MR3_200_AP_13,no comment
-1231.015,4484.15,TE,1550,Grating Coupler,MR3_200_AP_14,no comment
-1188.025,-4231.55,TE,1550,Grating Coupler,MR1_100_106,no comment
-1188.025,-3818.35,TE,1550,Grating Coupler,MR1_100_107,no comment
-1188.025,-3405.15,TE,1550,Grating Coupler,MR1_100_108,no comment
-1188.025,-2991.95,TE,1550,Grating Coupler,MR1_100_109,no comment
-1188.025,-2578.75,TE,1550,Grating Coupler,MR1_100_110,no comment
-1188.025,-2165.55,TE,1550,Grating Coupler,MR1_100_111,no comment
-1188.025,-1752.35,TE,1550,Grating Coupler,MR1_100_112,no comment
-1188.025,-1339.15,TE,1550,Grating Coupler,MR1_100_113,no comment
-1188.025,-925.95,TE,1550,Grating Coupler,MR1_100_114,no comment
-1188.025,-512.75,TE,1550,Grating Coupler,MR1_100_115,no comment
-1188.025,-99.55,TE,1550,Grating Coupler,MR1_100_116,no comment
-1188.025,313.65,TE,1550,Grating Coupler,MR1_100_117,no comment
-1188.025,726.85,TE,1550,Grating Coupler,MR1_100_118,no comment
-1188.025,1140.05,TE,1550,Grating Coupler,MR1_100_119,no comment
-1188.025,1553.25,TE,1550,Grating Coupler,MR1_100_120,no comment
-1188.025,1966.45,TE,1550,Grating Coupler,MR1_100_121,no comment
-1188.025,2379.65,TE,1550,Grating Coupler,MR1_100_122,no comment
-1188.025,2792.85,TE,1550,Grating Coupler,MR1_100_123,no comment
-1188.025,3206.05,TE,1550,Grating Coupler,MR1_100_124,no comment
-1188.025,3619.25,TE,1550,Grating Coupler,MR1_100_125,no comment
-1188.025,4032.55,TE,1550,Grating Coupler,MR1_100_126,no comment
-1172.215,4326.15,TE,1550,Grating Coupler,MR4_200_AP_13,no comment
-1172.215,4484.15,TE,1550,Grating Coupler,MR4_200_AP_14,no comment
-1113.525,4326.1,TE,1550,Grating Coupler,alignment_AP_gc_3,no comment
-1113.525,4484.1,TE,1550,Grating Coupler,alignment_AP_gc_4,no comment
-1109.425,-4231.55,TE,1550,Grating Coupler,MR2_100_106,no comment
-1109.425,-3818.35,TE,1550,Grating Coupler,MR2_100_107,no comment
-1109.425,-3405.15,TE,1550,Grating Coupler,MR2_100_108,no comment
-1109.425,-2991.95,TE,1550,Grating Coupler,MR2_100_109,no comment
-1109.425,-2578.75,TE,1550,Grating Coupler,MR2_100_110,no comment
-1109.425,-2165.55,TE,1550,Grating Coupler,MR2_100_111,no comment
-1109.425,-1752.35,TE,1550,Grating Coupler,MR2_100_112,no comment
-1109.425,-1339.15,TE,1550,Grating Coupler,MR2_100_113,no comment
-1109.425,-925.95,TE,1550,Grating Coupler,MR2_100_114,no comment
-1109.425,-512.75,TE,1550,Grating Coupler,MR2_100_115,no comment
-1109.425,-99.55,TE,1550,Grating Coupler,MR2_100_116,no comment
-1109.425,313.65,TE,1550,Grating Coupler,MR2_100_117,no comment
-1109.425,726.85,TE,1550,Grating Coupler,MR2_100_118,no comment
-1109.425,1140.05,TE,1550,Grating Coupler,MR2_100_119,no comment
-1109.425,1553.25,TE,1550,Grating Coupler,MR2_100_120,no comment
-1109.425,1966.45,TE,1550,Grating Coupler,MR2_100_121,no comment
-1109.425,2379.65,TE,1550,Grating Coupler,MR2_100_122,no comment
-1109.425,2792.85,TE,1550,Grating Coupler,MR2_100_123,no comment
-1109.425,3206.05,TE,1550,Grating Coupler,MR2_100_124,no comment
-1109.425,3619.25,TE,1550,Grating Coupler,MR2_100_125,no comment
-1109.425,4032.55,TE,1550,Grating Coupler,MR2_100_126,no comment
-1055.325,4326.05,TE,1550,Grating Coupler,MR1_100_AP_15,no comment
-1055.325,4484.15,TE,1550,Grating Coupler,MR1_100_AP_16,no comment
-1030.625,-4231.55,TE,1550,Grating Coupler,MR3_100_106,no comment
-1030.625,-3818.35,TE,1550,Grating Coupler,MR3_100_107,no comment
-1030.625,-3405.15,TE,1550,Grating Coupler,MR3_100_108,no comment
-1030.625,-2991.95,TE,1550,Grating Coupler,MR3_100_109,no comment
-1030.625,-2578.75,TE,1550,Grating Coupler,MR3_100_110,no comment
-1030.625,-2165.55,TE,1550,Grating Coupler,MR3_100_111,no comment
-1030.625,-1752.35,TE,1550,Grating Coupler,MR3_100_112,no comment
-1030.625,-1339.15,TE,1550,Grating Coupler,MR3_100_113,no comment
-1030.625,-925.95,TE,1550,Grating Coupler,MR3_100_114,no comment
-1030.625,-512.75,TE,1550,Grating Coupler,MR3_100_115,no comment
-1030.625,-99.55,TE,1550,Grating Coupler,MR3_100_116,no comment
-1030.625,313.65,TE,1550,Grating Coupler,MR3_100_117,no comment
-1030.625,726.85,TE,1550,Grating Coupler,MR3_100_118,no comment
-1030.625,1140.05,TE,1550,Grating Coupler,MR3_100_119,no comment
-1030.625,1553.25,TE,1550,Grating Coupler,MR3_100_120,no comment
-1030.625,1966.45,TE,1550,Grating Coupler,MR3_100_121,no comment
-1030.625,2379.65,TE,1550,Grating Coupler,MR3_100_122,no comment
-1030.625,2792.85,TE,1550,Grating Coupler,MR3_100_123,no comment
-1030.625,3206.05,TE,1550,Grating Coupler,MR3_100_124,no comment
-1030.625,3619.25,TE,1550,Grating Coupler,MR3_100_125,no comment
-1030.625,4032.55,TE,1550,Grating Coupler,MR3_100_126,no comment
-996.475,4326.15,TE,1550,Grating Coupler,MR2_100_AP_15,no comment
-996.475,4484.15,TE,1550,Grating Coupler,MR2_100_AP_16,no comment
-952.025,-4231.55,TE,1550,Grating Coupler,MR4_100_106,no comment
-952.025,-3818.35,TE,1550,Grating Coupler,MR4_100_107,no comment
-952.025,-3405.15,TE,1550,Grating Coupler,MR4_100_108,no comment
-952.025,-2991.95,TE,1550,Grating Coupler,MR4_100_109,no comment
-952.025,-2578.75,TE,1550,Grating Coupler,MR4_100_110,no comment
-952.025,-2165.55,TE,1550,Grating Coupler,MR4_100_111,no comment
-952.025,-1752.35,TE,1550,Grating Coupler,MR4_100_112,no comment
-952.025,-1339.15,TE,1550,Grating Coupler,MR4_100_113,no comment
-952.025,-925.95,TE,1550,Grating Coupler,MR4_100_114,no comment
-952.025,-512.75,TE,1550,Grating Coupler,MR4_100_115,no comment
-952.025,-99.55,TE,1550,Grating Coupler,MR4_100_116,no comment
-952.025,313.65,TE,1550,Grating Coupler,MR4_100_117,no comment
-952.025,726.85,TE,1550,Grating Coupler,MR4_100_118,no comment
-952.025,1140.05,TE,1550,Grating Coupler,MR4_100_119,no comment
-952.025,1553.25,TE,1550,Grating Coupler,MR4_100_120,no comment
-952.025,1966.45,TE,1550,Grating Coupler,MR4_100_121,no comment
-952.025,2379.65,TE,1550,Grating Coupler,MR4_100_122,no comment
-952.025,2792.85,TE,1550,Grating Coupler,MR4_100_123,no comment
-952.025,3206.05,TE,1550,Grating Coupler,MR4_100_124,no comment
-952.025,3619.25,TE,1550,Grating Coupler,MR4_100_125,no comment
-952.025,4032.55,TE,1550,Grating Coupler,MR4_100_126,no comment
-937.975,4326.15,TE,1550,Grating Coupler,MR3_100_AP_15,no comment
-937.975,4484.15,TE,1550,Grating Coupler,MR3_100_AP_16,no comment
-879.175,4326.15,TE,1550,Grating Coupler,MR4_100_AP_15,no comment
-879.175,4484.15,TE,1550,Grating Coupler,MR4_100_AP_16,no comment
-873.425,-4231.55,TE,1550,Grating Coupler,MR1_200_106,no comment
-873.425,-3818.35,TE,1550,Grating Coupler,MR1_200_107,no comment
-873.425,-3405.15,TE,1550,Grating Coupler,MR1_200_108,no comment
-873.425,-2991.95,TE,1550,Grating Coupler,MR1_200_109,no comment
-873.425,-2578.75,TE,1550,Grating Coupler,MR1_200_110,no comment
-873.425,-2165.55,TE,1550,Grating Coupler,MR1_200_111,no comment
-873.425,-1752.35,TE,1550,Grating Coupler,MR1_200_112,no comment
-873.425,-1339.15,TE,1550,Grating Coupler,MR1_200_113,no comment
-873.425,-925.95,TE,1550,Grating Coupler,MR1_200_114,no comment
-873.425,-512.75,TE,1550,Grating Coupler,MR1_200_115,no comment
-873.425,-99.55,TE,1550,Grating Coupler,MR1_200_116,no comment
-873.425,313.65,TE,1550,Grating Coupler,MR1_200_117,no comment
-873.425,726.85,TE,1550,Grating Coupler,MR1_200_118,no comment
-873.425,1140.05,TE,1550,Grating Coupler,MR1_200_119,no comment
-873.425,1553.25,TE,1550,Grating Coupler,MR1_200_120,no comment
-873.425,1966.45,TE,1550,Grating Coupler,MR1_200_121,no comment
-873.425,2379.65,TE,1550,Grating Coupler,MR1_200_122,no comment
-873.425,2792.85,TE,1550,Grating Coupler,MR1_200_123,no comment
-873.425,3206.05,TE,1550,Grating Coupler,MR1_200_124,no comment
-873.425,3619.25,TE,1550,Grating Coupler,MR1_200_125,no comment
-873.425,4032.55,TE,1550,Grating Coupler,MR1_200_126,no comment
-820.415,4326.05,TE,1550,Grating Coupler,MR1_200_AP_15,no comment
-820.415,4484.15,TE,1550,Grating Coupler,MR1_200_AP_16,no comment
-794.575,-4231.55,TE,1550,Grating Coupler,MR2_200_106,no comment
-794.575,-3818.35,TE,1550,Grating Coupler,MR2_200_107,no comment
-794.575,-3405.15,TE,1550,Grating Coupler,MR2_200_108,no comment
-794.575,-2991.95,TE,1550,Grating Coupler,MR2_200_109,no comment
-794.575,-2578.75,TE,1550,Grating Coupler,MR2_200_110,no comment
-794.575,-2165.55,TE,1550,Grating Coupler,MR2_200_111,no comment
-794.575,-1752.35,TE,1550,Grating Coupler,MR2_200_112,no comment
-794.575,-1339.15,TE,1550,Grating Coupler,MR2_200_113,no comment
-794.575,-925.95,TE,1550,Grating Coupler,MR2_200_114,no comment
-794.575,-512.75,TE,1550,Grating Coupler,MR2_200_115,no comment
-794.575,-99.55,TE,1550,Grating Coupler,MR2_200_116,no comment
-794.575,313.65,TE,1550,Grating Coupler,MR2_200_117,no comment
-794.575,726.85,TE,1550,Grating Coupler,MR2_200_118,no comment
-794.575,1140.05,TE,1550,Grating Coupler,MR2_200_119,no comment
-794.575,1553.25,TE,1550,Grating Coupler,MR2_200_120,no comment
-794.575,1966.45,TE,1550,Grating Coupler,MR2_200_121,no comment
-794.575,2379.65,TE,1550,Grating Coupler,MR2_200_122,no comment
-794.575,2792.85,TE,1550,Grating Coupler,MR2_200_123,no comment
-794.575,3206.05,TE,1550,Grating Coupler,MR2_200_124,no comment
-794.575,3619.25,TE,1550,Grating Coupler,MR2_200_125,no comment
-794.575,4032.55,TE,1550,Grating Coupler,MR2_200_126,no comment
-761.565,4326.15,TE,1550,Grating Coupler,MR2_200_AP_15,no comment
-761.565,4484.15,TE,1550,Grating Coupler,MR2_200_AP_16,no comment
-715.575,-4231.55,TE,1550,Grating Coupler,MR3_200_106,no comment
-715.575,-3818.35,TE,1550,Grating Coupler,MR3_200_107,no comment
-715.575,-3405.15,TE,1550,Grating Coupler,MR3_200_108,no comment
-715.575,-2991.95,TE,1550,Grating Coupler,MR3_200_109,no comment
-715.575,-2578.75,TE,1550,Grating Coupler,MR3_200_110,no comment
-715.575,-2165.55,TE,1550,Grating Coupler,MR3_200_111,no comment
-715.575,-1752.35,TE,1550,Grating Coupler,MR3_200_112,no comment
-715.575,-1339.15,TE,1550,Grating Coupler,MR3_200_113,no comment
-715.575,-925.95,TE,1550,Grating Coupler,MR3_200_114,no comment
-715.575,-512.75,TE,1550,Grating Coupler,MR3_200_115,no comment
-715.575,-99.55,TE,1550,Grating Coupler,MR3_200_116,no comment
-715.575,313.65,TE,1550,Grating Coupler,MR3_200_117,no comment
-715.575,726.85,TE,1550,Grating Coupler,MR3_200_118,no comment
-715.575,1140.05,TE,1550,Grating Coupler,MR3_200_119,no comment
-715.575,1553.25,TE,1550,Grating Coupler,MR3_200_120,no comment
-715.575,1966.45,TE,1550,Grating Coupler,MR3_200_121,no comment
-715.575,2379.65,TE,1550,Grating Coupler,MR3_200_122,no comment
-715.575,2792.85,TE,1550,Grating Coupler,MR3_200_123,no comment
-715.575,3206.05,TE,1550,Grating Coupler,MR3_200_124,no comment
-715.575,3619.25,TE,1550,Grating Coupler,MR3_200_125,no comment
-715.575,4032.55,TE,1550,Grating Coupler,MR3_200_126,no comment
-703.065,4326.15,TE,1550,Grating Coupler,MR3_200_AP_15,no comment
-703.065,4484.15,TE,1550,Grating Coupler,MR3_200_AP_16,no comment
-644.265,4326.15,TE,1550,Grating Coupler,MR4_200_AP_15,no comment
-644.265,4484.15,TE,1550,Grating Coupler,MR4_200_AP_16,no comment
-636.975,-4231.55,TE,1550,Grating Coupler,MR4_200_106,no comment
-636.975,-3818.35,TE,1550,Grating Coupler,MR4_200_107,no comment
-636.975,-3405.15,TE,1550,Grating Coupler,MR4_200_108,no comment
-636.975,-2991.95,TE,1550,Grating Coupler,MR4_200_109,no comment
-636.975,-2578.75,TE,1550,Grating Coupler,MR4_200_110,no comment
-636.975,-2165.55,TE,1550,Grating Coupler,MR4_200_111,no comment
-636.975,-1752.35,TE,1550,Grating Coupler,MR4_200_112,no comment
-636.975,-1339.15,TE,1550,Grating Coupler,MR4_200_113,no comment
-636.975,-925.95,TE,1550,Grating Coupler,MR4_200_114,no comment
-636.975,-512.75,TE,1550,Grating Coupler,MR4_200_115,no comment
-636.975,-99.55,TE,1550,Grating Coupler,MR4_200_116,no comment
-636.975,313.65,TE,1550,Grating Coupler,MR4_200_117,no comment
-636.975,726.85,TE,1550,Grating Coupler,MR4_200_118,no comment
-636.975,1140.05,TE,1550,Grating Coupler,MR4_200_119,no comment
-636.975,1553.25,TE,1550,Grating Coupler,MR4_200_120,no comment
-636.975,1966.45,TE,1550,Grating Coupler,MR4_200_121,no comment
-636.975,2379.65,TE,1550,Grating Coupler,MR4_200_122,no comment
-636.975,2792.85,TE,1550,Grating Coupler,MR4_200_123,no comment
-636.975,3206.05,TE,1550,Grating Coupler,MR4_200_124,no comment
-636.975,3619.25,TE,1550,Grating Coupler,MR4_200_125,no comment
-636.975,4032.55,TE,1550,Grating Coupler,MR4_200_126,no comment
-585.625,4326.05,TE,1550,Grating Coupler,MR1_100_AP_17,no comment
-585.625,4484.15,TE,1550,Grating Coupler,MR1_100_AP_18,no comment
-558.425,-4231.55,TE,1550,Grating Coupler,MR1_100_127,no comment
-558.425,-3818.35,TE,1550,Grating Coupler,MR1_100_128,no comment
-558.425,-3405.15,TE,1550,Grating Coupler,MR1_100_129,no comment
-558.425,-2991.95,TE,1550,Grating Coupler,MR1_100_130,no comment
-558.425,-2578.75,TE,1550,Grating Coupler,MR1_100_131,no comment
-558.425,-2165.55,TE,1550,Grating Coupler,MR1_100_132,no comment
-558.425,-1752.35,TE,1550,Grating Coupler,MR1_100_133,no comment
-558.425,-1339.15,TE,1550,Grating Coupler,MR1_100_134,no comment
-558.425,-925.95,TE,1550,Grating Coupler,MR1_100_135,no comment
-558.425,-512.75,TE,1550,Grating Coupler,MR1_100_136,no comment
-558.425,-99.55,TE,1550,Grating Coupler,MR1_100_137,no comment
-558.425,313.65,TE,1550,Grating Coupler,MR1_100_138,no comment
-558.425,726.85,TE,1550,Grating Coupler,MR1_100_139,no comment
-558.425,1140.05,TE,1550,Grating Coupler,MR1_100_140,no comment
-558.425,1553.25,TE,1550,Grating Coupler,MR1_100_141,no comment
-558.425,1966.45,TE,1550,Grating Coupler,MR1_100_142,no comment
-558.425,2379.65,TE,1550,Grating Coupler,MR1_100_143,no comment
-558.425,2792.85,TE,1550,Grating Coupler,MR1_100_144,no comment
-558.425,3206.05,TE,1550,Grating Coupler,MR1_100_145,no comment
-558.425,3619.25,TE,1550,Grating Coupler,MR1_100_146,no comment
-558.425,4032.55,TE,1550,Grating Coupler,MR1_100_147,no comment
-526.775,4326.15,TE,1550,Grating Coupler,MR2_100_AP_17,no comment
-526.775,4484.15,TE,1550,Grating Coupler,MR2_100_AP_18,no comment
-479.825,-4231.55,TE,1550,Grating Coupler,MR2_100_127,no comment
-479.825,-3818.35,TE,1550,Grating Coupler,MR2_100_128,no comment
-479.825,-3405.15,TE,1550,Grating Coupler,MR2_100_129,no comment
-479.825,-2991.95,TE,1550,Grating Coupler,MR2_100_130,no comment
-479.825,-2578.75,TE,1550,Grating Coupler,MR2_100_131,no comment
-479.825,-2165.55,TE,1550,Grating Coupler,MR2_100_132,no comment
-479.825,-1752.35,TE,1550,Grating Coupler,MR2_100_133,no comment
-479.825,-1339.15,TE,1550,Grating Coupler,MR2_100_134,no comment
-479.825,-925.95,TE,1550,Grating Coupler,MR2_100_135,no comment
-479.825,-512.75,TE,1550,Grating Coupler,MR2_100_136,no comment
-479.825,-99.55,TE,1550,Grating Coupler,MR2_100_137,no comment
-479.825,313.65,TE,1550,Grating Coupler,MR2_100_138,no comment
-479.825,726.85,TE,1550,Grating Coupler,MR2_100_139,no comment
-479.825,1140.05,TE,1550,Grating Coupler,MR2_100_140,no comment
-479.825,1553.25,TE,1550,Grating Coupler,MR2_100_141,no comment
-479.825,1966.45,TE,1550,Grating Coupler,MR2_100_142,no comment
-479.825,2379.65,TE,1550,Grating Coupler,MR2_100_143,no comment
-479.825,2792.85,TE,1550,Grating Coupler,MR2_100_144,no comment
-479.825,3206.05,TE,1550,Grating Coupler,MR2_100_145,no comment
-479.825,3619.25,TE,1550,Grating Coupler,MR2_100_146,no comment
-479.825,4032.55,TE,1550,Grating Coupler,MR2_100_147,no comment
-468.275,4326.15,TE,1550,Grating Coupler,MR3_100_AP_17,no comment
-468.275,4484.15,TE,1550,Grating Coupler,MR3_100_AP_18,no comment
-409.475,4326.15,TE,1550,Grating Coupler,MR4_100_AP_17,no comment
-409.475,4484.15,TE,1550,Grating Coupler,MR4_100_AP_18,no comment
-401.025,-4231.55,TE,1550,Grating Coupler,MR3_100_127,no comment
-401.025,-3818.35,TE,1550,Grating Coupler,MR3_100_128,no comment
-401.025,-3405.15,TE,1550,Grating Coupler,MR3_100_129,no comment
-401.025,-2991.95,TE,1550,Grating Coupler,MR3_100_130,no comment
-401.025,-2578.75,TE,1550,Grating Coupler,MR3_100_131,no comment
-401.025,-2165.55,TE,1550,Grating Coupler,MR3_100_132,no comment
-401.025,-1752.35,TE,1550,Grating Coupler,MR3_100_133,no comment
-401.025,-1339.15,TE,1550,Grating Coupler,MR3_100_134,no comment
-401.025,-925.95,TE,1550,Grating Coupler,MR3_100_135,no comment
-401.025,-512.75,TE,1550,Grating Coupler,MR3_100_136,no comment
-401.025,-99.55,TE,1550,Grating Coupler,MR3_100_137,no comment
-401.025,313.65,TE,1550,Grating Coupler,MR3_100_138,no comment
-401.025,726.85,TE,1550,Grating Coupler,MR3_100_139,no comment
-401.025,1140.05,TE,1550,Grating Coupler,MR3_100_140,no comment
-401.025,1553.25,TE,1550,Grating Coupler,MR3_100_141,no comment
-401.025,1966.45,TE,1550,Grating Coupler,MR3_100_142,no comment
-401.025,2379.65,TE,1550,Grating Coupler,MR3_100_143,no comment
-401.025,2792.85,TE,1550,Grating Coupler,MR3_100_144,no comment
-401.025,3206.05,TE,1550,Grating Coupler,MR3_100_145,no comment
-401.025,3619.25,TE,1550,Grating Coupler,MR3_100_146,no comment
-401.025,4032.55,TE,1550,Grating Coupler,MR3_100_147,no comment
-350.715,4326.05,TE,1550,Grating Coupler,MR1_200_AP_17,no comment
-350.715,4484.15,TE,1550,Grating Coupler,MR1_200_AP_18,no comment
-322.425,-4231.55,TE,1550,Grating Coupler,MR4_100_127,no comment
-322.425,-3818.35,TE,1550,Grating Coupler,MR4_100_128,no comment
-322.425,-3405.15,TE,1550,Grating Coupler,MR4_100_129,no comment
-322.425,-2991.95,TE,1550,Grating Coupler,MR4_100_130,no comment
-322.425,-2578.75,TE,1550,Grating Coupler,MR4_100_131,no comment
-322.425,-2165.55,TE,1550,Grating Coupler,MR4_100_132,no comment
-322.425,-1752.35,TE,1550,Grating Coupler,MR4_100_133,no comment
-322.425,-1339.15,TE,1550,Grating Coupler,MR4_100_134,no comment
-322.425,-925.95,TE,1550,Grating Coupler,MR4_100_135,no comment
-322.425,-512.75,TE,1550,Grating Coupler,MR4_100_136,no comment
-322.425,-99.55,TE,1550,Grating Coupler,MR4_100_137,no comment
-322.425,313.65,TE,1550,Grating Coupler,MR4_100_138,no comment
-322.425,726.85,TE,1550,Grating Coupler,MR4_100_139,no comment
-322.425,1140.05,TE,1550,Grating Coupler,MR4_100_140,no comment
-322.425,1553.25,TE,1550,Grating Coupler,MR4_100_141,no comment
-322.425,1966.45,TE,1550,Grating Coupler,MR4_100_142,no comment
-322.425,2379.65,TE,1550,Grating Coupler,MR4_100_143,no comment
-322.425,2792.85,TE,1550,Grating Coupler,MR4_100_144,no comment
-322.425,3206.05,TE,1550,Grating Coupler,MR4_100_145,no comment
-322.425,3619.25,TE,1550,Grating Coupler,MR4_100_146,no comment
-322.425,4032.55,TE,1550,Grating Coupler,MR4_100_147,no comment
-291.865,4326.15,TE,1550,Grating Coupler,MR2_200_AP_17,no comment
-291.865,4484.15,TE,1550,Grating Coupler,MR2_200_AP_18,no comment
-243.825,-4231.55,TE,1550,Grating Coupler,MR1_200_127,no comment
-243.825,-3818.35,TE,1550,Grating Coupler,MR1_200_128,no comment
-243.825,-3405.15,TE,1550,Grating Coupler,MR1_200_129,no comment
-243.825,-2991.95,TE,1550,Grating Coupler,MR1_200_130,no comment
-243.825,-2578.75,TE,1550,Grating Coupler,MR1_200_131,no comment
-243.825,-2165.55,TE,1550,Grating Coupler,MR1_200_132,no comment
-243.825,-1752.35,TE,1550,Grating Coupler,MR1_200_133,no comment
-243.825,-1339.15,TE,1550,Grating Coupler,MR1_200_134,no comment
-243.825,-925.95,TE,1550,Grating Coupler,MR1_200_135,no comment
-243.825,-512.75,TE,1550,Grating Coupler,MR1_200_136,no comment
-243.825,-99.55,TE,1550,Grating Coupler,MR1_200_137,no comment
-243.825,313.65,TE,1550,Grating Coupler,MR1_200_138,no comment
-243.825,726.85,TE,1550,Grating Coupler,MR1_200_139,no comment
-243.825,1140.05,TE,1550,Grating Coupler,MR1_200_140,no comment
-243.825,1553.25,TE,1550,Grating Coupler,MR1_200_141,no comment
-243.825,1966.45,TE,1550,Grating Coupler,MR1_200_142,no comment
-243.825,2379.65,TE,1550,Grating Coupler,MR1_200_143,no comment
-243.825,2792.85,TE,1550,Grating Coupler,MR1_200_144,no comment
-243.825,3206.05,TE,1550,Grating Coupler,MR1_200_145,no comment
-243.825,3619.25,TE,1550,Grating Coupler,MR1_200_146,no comment
-243.825,4032.55,TE,1550,Grating Coupler,MR1_200_147,no comment
-233.365,4326.15,TE,1550,Grating Coupler,MR3_200_AP_17,no comment
-233.365,4484.15,TE,1550,Grating Coupler,MR3_200_AP_18,no comment
-174.565,4326.15,TE,1550,Grating Coupler,MR4_200_AP_17,no comment
-174.565,4484.15,TE,1550,Grating Coupler,MR4_200_AP_18,no comment
-164.975,-4231.55,TE,1550,Grating Coupler,MR2_200_127,no comment
-164.975,-3818.35,TE,1550,Grating Coupler,MR2_200_128,no comment
-164.975,-3405.15,TE,1550,Grating Coupler,MR2_200_129,no comment
-164.975,-2991.95,TE,1550,Grating Coupler,MR2_200_130,no comment
-164.975,-2578.75,TE,1550,Grating Coupler,MR2_200_131,no comment
-164.975,-2165.55,TE,1550,Grating Coupler,MR2_200_132,no comment
-164.975,-1752.35,TE,1550,Grating Coupler,MR2_200_133,no comment
-164.975,-1339.15,TE,1550,Grating Coupler,MR2_200_134,no comment
-164.975,-925.95,TE,1550,Grating Coupler,MR2_200_135,no comment
-164.975,-512.75,TE,1550,Grating Coupler,MR2_200_136,no comment
-164.975,-99.55,TE,1550,Grating Coupler,MR2_200_137,no comment
-164.975,313.65,TE,1550,Grating Coupler,MR2_200_138,no comment
-164.975,726.85,TE,1550,Grating Coupler,MR2_200_139,no comment
-164.975,1140.05,TE,1550,Grating Coupler,MR2_200_140,no comment
-164.975,1553.25,TE,1550,Grating Coupler,MR2_200_141,no comment
-164.975,1966.45,TE,1550,Grating Coupler,MR2_200_142,no comment
